Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Coast to Mountain;Total matches;217
10/12/2024;15:30 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;DuDuZhu [DuDuZhu] [China] [China] [Bengalis] [Bengalis];>;Dr.Kozmonot [Mongols] [Mongols] [Turkey] [Turkey] [Dr.Kozmonot];;Bengalis;Mongols;Bengalis;FALSE;;;;;;Coast to Mountain;;
08/12/2024;18:45 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Eli [Eli] [United States] [United States] [Khmer] [Khmer];<;F1Re [Portuguese] [Portuguese] [Brazil] [Brazil] [F1Re];;Khmer;Portuguese;Portuguese;FALSE;;;;;;Coast to Mountain;;
08/12/2024;15:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;BadBoy [BadBoy] [Vietnam] [Vietnam] [Hindustanis] [Hindustanis];<;TeMo [Mongols] [Mongols] [Morocco] [Morocco] [TeMo];;Hindustanis;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
08/12/2024;15:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;AboKeiTo [AboKeiTo] [Chile] [Chile] [Vikings] [Vikings];>;chart [Goths] [Goths] [Japan] [Japan] [Chart];;Vikings;Goths;Vikings;FALSE;;;;;;Coast to Mountain;;
08/12/2024;13:30 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Socksyy [Socksyy] [Australia] [Australia] [Byzantines] [Byzantines];<;Twigg [Vietnamese] [Vietnamese] [Argentina] [Argentina] [Twigg];;Byzantines;Vietnamese;Vietnamese;FALSE;;;;;;Coast to Mountain;;
08/12/2024;08:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Survivalist [Survivalist] [Canada] [Canada] [Byzantines] [Byzantines];<;Terz [Japanese] [Japanese] [Germany] [Germany] [Terz];;Byzantines;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
07/12/2024;22:30 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;BL4CK [Bl4ck] [Argentina] [Argentina] [Persians] [Persians];>;Tomate [Berbers] [Berbers] [Spain] [Spain] [Tomate];;Persians;Berbers;Persians;FALSE;;;;;;Coast to Mountain;;
07/12/2024;20:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;The Illusionist [The Illusionist] [Slovakia] [Slovakia] [Goths] [Goths];<;Whitecourt [Persians] [Persians] [Chile] [Chile] [Whitecourt];;Goths;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
07/12/2024;17:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;hoi [Hoi (page does not exist)] [Austria] [Austria] [Goths] [Goths];<;St4rk [Malians] [Malians] [Brazil] [Brazil] [St4rk];;Goths;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
07/12/2024;15:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Ubetnir [Ubetnir] [Turkey] [Turkey] [Hindustanis] [Hindustanis];<;m0re [Georgians] [Georgians] [Spain] [Spain] [M0re];;Hindustanis;Georgians;Georgians;FALSE;;;;;;Coast to Mountain;;
07/12/2024;15:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Solana [Solana (page does not exist)] [France] [France] [Goths] [Goths];>;Dennis [Hindustanis] [Hindustanis] [Hong Kong] [Hong Kong] [Dennis];;Goths;Hindustanis;Goths;FALSE;;;;;;Coast to Mountain;;
07/12/2024;14:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Argh [Argh] [Poland] [Poland] [Lithuanians] [Lithuanians];<;Youpudding [Persians] [Persians] [Taiwan] [Taiwan] [Youpudding];;Lithuanians;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
07/12/2024;14:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Koala26 [Koala26 (page does not exist)] [Argentina] [Argentina] [Malians] [Malians];<;Thành C? Qu?ng Tr? [Portuguese] [Portuguese] [Vietnam] [Vietnam] [Thành C? Qu?ng Tr?];;Malians;Portuguese;Portuguese;FALSE;;;;;;Coast to Mountain;;
07/12/2024;13:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Kimbo [Kimbo (page does not exist)] [France] [France] [Malay] [Malay];<;wide [Lithuanians] [Lithuanians] [Russia] [Russia] [Wide];;Malay;Lithuanians;Lithuanians;FALSE;;;;;;Coast to Mountain;;
07/12/2024;02:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Godsprisoner [Godsprisoner (page does not exist)] [United States] [United States] [Malians] [Malians];<;Lucho [Lithuanians] [Lithuanians] [Argentina] [Argentina] [Lucho];;Malians;Lithuanians;Lithuanians;FALSE;;;;;;Coast to Mountain;;
06/12/2024;18:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Alive [Alive] [Brazil] [Brazil] [Malians] [Malians];<;Andre_2i [Bengalis] [Bengalis] [Romania] [Romania] [Andre 2i (page does not exist)];;Malians;Bengalis;Bengalis;FALSE;;;;;;Coast to Mountain;;
06/12/2024;16:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Nezzar [Nezzar (page does not exist)] [Hong Kong] [Hong Kong] [Japanese] [Japanese];>;Rayz [Goths] [Goths] [Taiwan] [Taiwan] [Rayz];;Japanese;Goths;Japanese;FALSE;;;;;;Coast to Mountain;;
06/12/2024;16:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Chopi [Chopi (page does not exist)] [Argentina] [Argentina] [Berbers] [Berbers];<;saymyname [Lithuanians] [Lithuanians] [Vietnam] [Vietnam] [Saymyname];;Berbers;Lithuanians;Lithuanians;FALSE;;;;;;Coast to Mountain;;
06/12/2024;03:30 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Lord Envidiates [Lord Envidiates] [Mexico] [Mexico] [Lithuanians] [Lithuanians];<;DuDuZhu [Goths] [Goths] [China] [China] [DuDuZhu];;Lithuanians;Goths;Goths;FALSE;;;;;;Coast to Mountain;;
05/12/2024;20:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Pela [Pela] [Argentina] [Argentina] [Malians] [Malians];>;GUKI [Franks] [Franks] [Mexico] [Mexico] [GUKI];;Malians;Franks;Malians;FALSE;;;;;;Coast to Mountain;;
04/12/2024;18:00 UTC;[Age of Empires II];T90 Titans League 4: Silver League [T90 Titans League/4/Silver League];Coast to Mountain [Coast to Mountain];1v1;Torpedo [Torpedo (page does not exist)] [United Kingdom] [United Kingdom] [Vikings] [Vikings];<;Prisma09 [Persians] [Persians] [Argentina] [Argentina] [Prisma09];;Vikings;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
26/11/2024;10:30 UTC;[Age of Empires II];Kiritastrich Cup 2 [Kiritastrich Cup/2];Coast to Mountain [Coast to Mountain];1v1;OLADUSHEK [OLADUSHEK] [Belarus] [Belarus] [Persians] [Persians];<;Sueta [Chinese] [Chinese] [Russia] [Russia] [Sueta (page does not exist)];;Persians;Chinese;Chinese;FALSE;;;;;;Coast to Mountain;;
15/08/2024;20:00 UTC;[Age of Empires II];Ultra Small Maps Showmatch #7: Emu Warrior vs Mastyjames [T90Official/Show Match/Emu Warrior vs Mastyjames];Coast to Mountain [Coast to Mountain];1v1;Mastyjames [Mastyjames (page does not exist)] [United States] [United States] [Portuguese] [Portuguese];<;Emu Warrior [Berbers] [Berbers] [United States] [United States] [Emu Warrior (page does not exist)];[Watch VOD] [Watch VOD];Portuguese;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
06/01/2024;17:00 UTC;[Age of Empires II];Rusaoc Cup 125: Final of the Year 2023 [Rusaoc Cup/125];Coast to Mountain [Coast to Mountain];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Lithuanians] [Lithuanians];>;Vinchester [Slavs] [Slavs] [Russia] [Russia] [Vinchester];;Lithuanians;Slavs;Lithuanians;FALSE;;;;;;Coast to Mountain;;
05/01/2024;14:50 UTC;[Age of Empires II];Rusaoc Cup 125: Final of the Year 2023 [Rusaoc Cup/125];Coast to Mountain [Coast to Mountain];1v1;Sueta [Sueta (page does not exist)] [Russia] [Russia] [Vietnamese] [Vietnamese];<;OLADUSHEK [Lithuanians] [Lithuanians] [Belarus] [Belarus] [OLADUSHEK];;Vietnamese;Lithuanians;Lithuanians;FALSE;;;;;;Coast to Mountain;;
14/12/2023;18:30 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Vodka_L_ [Vodka L] [Italy] [Italy] [Malians] [Malians];<;Kamigawa [Mongols] [Mongols] [Italy] [Italy] [Kamigawa];(G3) [Watch VOD] [Watch VOD];Malians;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
05/12/2023;20:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Italian Lawyer [Italian Lawyer (page does not exist)] [Italy] [Italy] [Japanese] [Japanese];<;Vodka_L_ [Mongols] [Mongols] [Italy] [Italy] [Vodka L];(G3) [Watch VOD] [Watch VOD];Japanese;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
03/12/2023;15:00 UTC;[Age of Empires II];Cake Cup 3 [Cake Cup/3];Coast to Mountain [Coast to Mountain];1v1;repard [Repard] [Russia] [Russia] [Lithuanians] [Lithuanians];<;Vinchester [Malians] [Malians] [Russia] [Russia] [Vinchester];;Lithuanians;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
03/12/2023;13:30 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Hellequinn [Sir Hellequinn (page does not exist)] [Armenians] [Armenians];<;Mettiu [Malians] [Malians] [Italy] [Italy] [Mettiu (page does not exist)];;Armenians;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
01/12/2023;14:15 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;RaiD [RaiD] [Italy] [Italy] [Hindustanis] [Hindustanis];<;nanimaren [Mongols] [Mongols] [Italy] [Italy] [Nanimaren];;Hindustanis;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
30/11/2023;19:30 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Zuccolo [IKill UDie] [Italy] [Italy] [Malians] [Malians];<;Vodka_L_ [Malay] [Malay] [Italy] [Italy] [Vodka L];;Malians;Malay;Malay;FALSE;;;;;;Coast to Mountain;;
30/11/2023;14:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Killer_Storm_ [Killer Storm (page does not exist)] [Italy] [Italy] [Khmer] [Khmer];<;salsicciotto [Italians] [Italians] [Italy] [Italy] [Salsicciotto1999];;Khmer;Italians;Italians;FALSE;;;;;;Coast to Mountain;;
28/11/2023;14:00 UTC;[Age of Empires II];Cake Cup 3 [Cake Cup/3];Coast to Mountain [Coast to Mountain];1v1;wide [Wide] [Russia] [Russia] [Aztecs] [Aztecs];<;classicpro [Byzantines] [Byzantines] [Ukraine] [Ukraine] [Classicpro];;Aztecs;Byzantines;Byzantines;FALSE;;;;;;Coast to Mountain;;
27/11/2023;;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Sessagesi [Sessagesimale (page does not exist)] [Burmese] [Burmese];<;nanimaren [Mongols] [Mongols] [Italy] [Italy] [Nanimaren];;Burmese;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
26/11/2023;14:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Carnage [Carnage (Italian player) (page does not exist)] [Italy] [Italy] [Byzantines] [Byzantines];>;Hellequinn [Dravidians] [Dravidians] [Sir Hellequinn (page does not exist)];(G4) [Watch VOD] [Watch VOD];Byzantines;Dravidians;Byzantines;FALSE;;;;;;Coast to Mountain;;
26/11/2023;12:30 UTC;[Age of Empires II];Cake Cup 3 [Cake Cup/3];Coast to Mountain [Coast to Mountain];1v1;wide [Wide] [Russia] [Russia] [Aztecs] [Aztecs];>;OLADUSHEK [Burmese] [Burmese] [Belarus] [Belarus] [OLADUSHEK];;Aztecs;Burmese;Aztecs;FALSE;;;;;;Coast to Mountain;;
25/11/2023;15:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Boom [Boom (page does not exist)] [Switzerland] [Switzerland] [Japanese] [Japanese];<;RaiD [Berbers] [Berbers] [Italy] [Italy] [RaiD];;Japanese;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
25/11/2023;13:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;AtomicMuff [AtomicMuffin (page does not exist)] [Japanese] [Japanese];<;01DarkDevil [Persians] [Persians] [Italy] [Italy] [01DarkDevil (page does not exist)];;Japanese;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
24/11/2023;18:00 UTC;[Age of Empires II];Cake Cup 3 [Cake Cup/3];Coast to Mountain [Coast to Mountain];1v1;Good_Game [Good Game] [Russia] [Russia] [Celts] [Celts];<;repard [Spanish] [Spanish] [Russia] [Russia] [Repard];;Celts;Spanish;Spanish;FALSE;;;;;;Coast to Mountain;;
24/11/2023;17:00 UTC;[Age of Empires II];Cake Cup 3 [Cake Cup/3];Coast to Mountain [Coast to Mountain];1v1;IAnTaGoNiStI [IAnTaGoNiStI] [Russia] [Russia] [Romans] [Romans];<;classicpro [Malay] [Malay] [Ukraine] [Ukraine] [Classicpro];;Romans;Malay;Malay;FALSE;;;;;;Coast to Mountain;;
24/11/2023;14:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Boom [Boom (page does not exist)] [Switzerland] [Switzerland] [Malians] [Malians];<;Loris [Italians] [Italians] [Italy] [Italy] [Loris];;Malians;Italians;Italians;FALSE;;;;;;Coast to Mountain;;
23/11/2023;17:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Italian Law [Italian Lawyer (page does not exist)] [Lithuanians] [Lithuanians];>;Hellequinn [Koreans] [Koreans] [Sir Hellequinn (page does not exist)];;Lithuanians;Koreans;Lithuanians;FALSE;;;;;;Coast to Mountain;;
22/11/2023;17:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;AtomicMuff [AtomicMuffin (page does not exist)] [Dravidians] [Dravidians];<;salsicciotto [Byzantines] [Byzantines] [Italy] [Italy] [Salsicciotto1999];;Dravidians;Byzantines;Byzantines;FALSE;;;;;;Coast to Mountain;;
21/11/2023;19:30 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Italian Law [Italian Lawyer (page does not exist)] [Japanese] [Japanese];>;Mettiu [Portuguese] [Portuguese] [Italy] [Italy] [Mettiu (page does not exist)];;Japanese;Portuguese;Japanese;FALSE;;;;;;Coast to Mountain;;
21/11/2023;19:15 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Null [Null (Italian player) (page does not exist)] [Italy] [Italy] [Japanese] [Japanese];<;Zuccolo [Malians] [Malians] [Italy] [Italy] [IKill UDie];;Japanese;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
21/11/2023;14:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Pirate [Pirate (page does not exist)] [Italy] [Italy] [Malians] [Malians];<;Vodka_L_ [Italians] [Italians] [Italy] [Italy] [Vodka L];;Malians;Italians;Italians;FALSE;;;;;;Coast to Mountain;;
21/11/2023;11:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Pitt [Pitt (page does not exist)] [Italy] [Italy] [Byzantines] [Byzantines];<;Vodka_L_ [Malians] [Malians] [Italy] [Italy] [Vodka L];;Byzantines;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
20/11/2023;19:30 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Italian Law [Italian Lawyer (page does not exist)] [Japanese] [Japanese];>;Carnage [Malians] [Malians] [Italy] [Italy] [Carnage (Italian player) (page does not exist)];;Japanese;Malians;Japanese;FALSE;;;;;;Coast to Mountain;;
19/11/2023;15:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;01DarkDevil [01DarkDevil (page does not exist)] [Italy] [Italy] [Huns] [Huns];<;salsicciotto [Burmese] [Burmese] [Italy] [Italy] [Salsicciotto1999];(G3) [Watch VOD] [Watch VOD];Huns;Burmese;Burmese;FALSE;;;;;;Coast to Mountain;;
17/11/2023;20:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;RaiD [RaiD] [Italy] [Italy] [Lithuanians] [Lithuanians];>;Loris [Berbers] [Berbers] [Italy] [Italy] [Loris];(G2) [Watch VOD] [Watch VOD];Lithuanians;Berbers;Lithuanians;FALSE;;;;;;Coast to Mountain;;
17/11/2023;17:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Eadkhan [Eadkhan (page does not exist)] [Italy] [Italy] [Dravidians] [Dravidians];<;Carnage [Japanese] [Japanese] [Italy] [Italy] [Carnage (Italian player) (page does not exist)];;Dravidians;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
16/11/2023;17:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Kamigawa [Kamigawa] [Italy] [Italy] [Mongols] [Mongols];<;salsicciotto [Japanese] [Japanese] [Italy] [Italy] [Salsicciotto1999];(G4) [Watch VOD] [Watch VOD];Mongols;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
16/11/2023;15:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Coast to Mountain [Coast to Mountain];1v1;Null [Null (Italian player) (page does not exist)] [Italy] [Italy] [Japanese] [Japanese];<;Pirate [Malians] [Malians] [Italy] [Italy] [Pirate (page does not exist)];;Japanese;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
29/10/2023;15:30 UTC;[Age of Empires II];Inversus Cup [Inversus Cup];Coast to Mountain [Coast to Mountain];1v1;repard [Repard] [Russia] [Russia] [Cumans] [Cumans];<;classicpro [Spanish] [Spanish] [Ukraine] [Ukraine] [Classicpro];(G1) [Watch VOD] [Watch VOD];Cumans;Spanish;Spanish;FALSE;;;;;;Coast to Mountain;;
23/10/2023;15:20 UTC;[Age of Empires II];Cake Cup 3: Wildcard [Cake Cup/3/Wildcard];Coast to Mountain [Coast to Mountain];1v1;Wide [Wide] [Russia] [Russia] [Tatars] [Tatars];<;repard [Japanese] [Japanese] [Russia] [Russia] [Repard];;Tatars;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
20/10/2023;10:00 UTC;[Age of Empires II];Cake Cup 3: Wildcard [Cake Cup/3/Wildcard];Coast to Mountain [Coast to Mountain];1v1;repard [Repard] [Russia] [Russia] [Malians] [Malians];<;Vinchester [Persians] [Persians] [Russia] [Russia] [Vinchester];;Malians;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
19/10/2023;17:10 UTC;[Age of Empires II];Cake Cup 3: Wildcard [Cake Cup/3/Wildcard];Coast to Mountain [Coast to Mountain];1v1;OLADUSHEK [OLADUSHEK] [Belarus] [Belarus] [Gurjaras] [Gurjaras];>;Dench [Mongols] [Mongols] [Russia] [Russia] [Dench];;Gurjaras;Mongols;Gurjaras;FALSE;;;;;;Coast to Mountain;;
19/10/2023;16:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;TheViper [TheViper] [Norway] [Norway] [Goths] [Goths];>;Hera [Persians] [Persians] [Canada] [Canada] [Hera];(G4) [Watch VOD] [Watch VOD];Goths;Persians;Goths;FALSE;;;;;;Coast to Mountain;;
17/10/2023;16:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;TaToH [TaToH] [Spain] [Spain] [Japanese] [Japanese];<;ACCM [Malay] [Malay] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Japanese;Malay;Malay;FALSE;;;;;;Coast to Mountain;;
17/10/2023;15:55 UTC;[Age of Empires II];Inversus Cup [Inversus Cup];Coast to Mountain [Coast to Mountain];1v1;IAnTaGoNiStI [IAnTaGoNiStI] [Russia] [Russia] [Spanish] [Spanish];<;classicpro [Gurjaras] [Gurjaras] [Ukraine] [Ukraine] [Classicpro];;Spanish;Gurjaras;Gurjaras;FALSE;;;;;;Coast to Mountain;;
16/10/2023;19:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Chinese] [Chinese];<;TheViper [Vietnamese] [Vietnamese] [Norway] [Norway] [TheViper];(G2) [Watch VOD] [Watch VOD];Chinese;Vietnamese;Vietnamese;FALSE;;;;;;Coast to Mountain;;
15/10/2023;16:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;dogao [Dogao] [Brazil] [Brazil] [Berbers] [Berbers];<;FreakinAndy [Malians] [Malians] [Austria] [Austria] [FreakinAndy];(G1) [Watch VOD] [Watch VOD];Berbers;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
14/10/2023;16:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;TaToH [TaToH] [Spain] [Spain] [Lithuanians] [Lithuanians];>;DauT [Goths] [Goths] [Serbia] [Serbia] [DauT];(G1) [Watch VOD] [Watch VOD];Lithuanians;Goths;Lithuanians;FALSE;;;;;;Coast to Mountain;;
11/10/2023;20:25 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;dogao [Dogao] [Brazil] [Brazil] [Berbers] [Berbers];<;DracKeN [Mongols] [Mongols] [Czechia] [Czechia] [DracKeN];(G1) [Watch VOD] [Watch VOD];Berbers;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
11/10/2023;17:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;Sobek [Sobek] [Chile] [Chile] [Berbers] [Berbers];<;TaToH [Malians] [Malians] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Berbers;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
10/10/2023;;[Age of Empires II];Inversus Cup [Inversus Cup];Coast to Mountain [Coast to Mountain];1v1;Denchik_Ne_Lohx [Denchik Ne Lohx (page does not exist)] [Russia] [Russia] [Gurjaras] [Gurjaras];<;classicpro [Portuguese] [Portuguese] [Ukraine] [Ukraine] [Classicpro];;Gurjaras;Portuguese;Portuguese;FALSE;;;;;;Coast to Mountain;;
09/10/2023;18:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;Lyx [Lyx] [China] [China] [Lithuanians] [Lithuanians];<;Daniel [Chinese] [Chinese] [United States] [United States] [Daniel];(G1) [Watch VOD] [Watch VOD];Lithuanians;Chinese;Chinese;FALSE;;;;;;Coast to Mountain;;
08/10/2023;18:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;Liereyy [Liereyy] [Austria] [Austria] [Malians] [Malians];<;TheViper [Japanese] [Japanese] [Norway] [Norway] [TheViper];(G2) [Watch VOD] [Watch VOD];Malians;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
08/10/2023;16:00 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;DauT [DauT] [Serbia] [Serbia] [Japanese] [Japanese];<;Yo [Spanish] [Spanish] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Japanese;Spanish;Spanish;FALSE;;;;;;Coast to Mountain;;
07/10/2023;19:15 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;miguel [Miguel] [Brazil] [Brazil] [Persians] [Persians];<;DracKeN [Malians] [Malians] [Czechia] [Czechia] [DracKeN];(G1) [Watch VOD] [Watch VOD];Persians;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
30/09/2023;17:20 UTC;[Age of Empires II];T90 Titans League 3: Platinum League [T90 Titans League/3/Platinum League];Coast to Mountain [Coast to Mountain];1v1;Margougou [Margougou] [France] [France] [Japanese] [Japanese];<;DracKeN [Malians] [Malians] [Czechia] [Czechia] [DracKeN];(G1) [Watch VOD] [Watch VOD];Japanese;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
