Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Islands;Total matches;683
24/09/2021;12:00 UTC;[Age of Empires II];Shadow Gauntlet: Kasva vs ACCM [Kasva vs ACCM];Islands [Islands];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Italians] [Italians];>;Kasva [Portuguese] [Portuguese] [Turkey] [Turkey] [Kasva];;Italians;Portuguese;Italians;FALSE;;;;;;Islands;;
31/08/2021;18:00 UTC;[Age of Empires II];Empirematics: Gold Championship [Empirematics/Gold Championship];Islands [Islands];1v1;dogao [Dogao] [Brazil] [Brazil] [Japanese] [Japanese];>;Capoch [Italians] [Italians] [Argentina] [Argentina] [Capoch];;Japanese;Italians;Japanese;FALSE;;;;;;Islands;;
25/08/2021;17:00 UTC;[Age of Empires II];Empirematics: Gold Championship [Empirematics/Gold Championship];Islands [Islands];1v1;Nahuel05_ [Nahuel05] [Argentina] [Argentina] [Byzantines] [Byzantines];>;Overtaken [Italians] [Italians] [Estonia] [Estonia] [Overtaken];;Byzantines;Italians;Byzantines;FALSE;;;;;;Islands;;
24/08/2021;18:15 UTC;[Age of Empires II];Empirematics: Gold Championship [Empirematics/Gold Championship];Islands [Islands];1v1;RediRodion [Feige] [Poland] [Poland] [Italians] [Italians];>;Eli [Malay] [Malay] [United States] [United States] [Eli];;Italians;Malay;Italians;FALSE;;;;;;Islands;;
24/08/2021;15:45 UTC;[Age of Empires II];Empirematics: Gold Championship [Empirematics/Gold Championship];Islands [Islands];1v1;Dark [Dark] [Russia] [Russia] [Italians] [Italians];>;BadBoy [Vikings] [Vikings] [Vietnam] [Vietnam] [BadBoy];;Italians;Vikings;Italians;FALSE;;;;;;Islands;;
22/08/2021;17:30 UTC;[Age of Empires II];Empirematics: Gold Championship [Empirematics/Gold Championship];Islands [Islands];1v1;The_Dragonstar [The Dragonstar] [India] [India] [Italians] [Italians];<;TheBloodless [Portuguese] [Portuguese] [United States] [United States] [The Bloodless];;Italians;Portuguese;Portuguese;FALSE;;;;;;Islands;;
20/08/2021;21:30 UTC;[Age of Empires II];Empirematics: Gold Championship [Empirematics/Gold Championship];Islands [Islands];1v1;Capoch [Capoch] [Argentina] [Argentina] [Italians] [Italians];>;St4rk [Sicilians] [Sicilians] [Brazil] [Brazil] [St4rk];;Italians;Sicilians;Italians;FALSE;;;;;;Islands;;
19/08/2021;18:00 UTC;[Age of Empires II];Empirematics: Gold Championship [Empirematics/Gold Championship];Islands [Islands];1v1;Lavie_Head [Lavie Head] [Belarus] [Belarus] [Persians] [Persians];<;Mocoforte [Italians] [Italians] [Brazil] [Brazil] [Mocoforte (page does not exist)];;Persians;Italians;Italians;FALSE;;;;;;Islands;;
09/08/2021;;[Age of Empires II];Chilean Cup 2021 [Chilean Cup/2021];Islands [Islands];1v1;Noisick [Noisick] [Chile] [Chile] [Lithuanians] [Lithuanians];>;Lengua [Sicilians] [Sicilians] [Chile] [Chile] [Lengua (page does not exist)];;Lithuanians;Sicilians;Lithuanians;FALSE;;;;;;Islands;;
03/08/2021;16:15 UTC;[Age of Empires II];Clash of Kings [Championnat Francophone/Clash of Kings];Islands [Islands];1v1;Margougou [Margougou] [France] [France] [Italians] [Italians];>;LB10 [Vikings] [Vikings] [Austria] [Austria] [LB10];;Italians;Vikings;Italians;FALSE;;;;;;Islands;;
30/07/2021;22:40 UTC;[Age of Empires II];DreamHack Beyond: Community Clash (NA) [DreamHack Beyond/Community Clash/NA];Islands [Islands];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Berbers] [Berbers];>;Nili [Portuguese] [Portuguese] [Germany] [Germany] [Nili];;Berbers;Portuguese;Berbers;FALSE;;;;;;Islands;;
25/07/2021;21:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4];Islands [Islands];1v1;Capoch [Capoch] [Argentina] [Argentina] [Italians] [Italians];>;miguel [Portuguese] [Portuguese] [Brazil] [Brazil] [Miguel];(G4) [Watch VOD] [Watch VOD];Italians;Portuguese;Italians;FALSE;;;;;;Islands;;
25/07/2021;19:10 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;Liereyy [Liereyy] [Austria] [Austria] [Italians] [Italians];<;Yo [Portuguese] [Portuguese] [China] [China] [Yo];(G6) [Watch VOD] [Watch VOD];Italians;Portuguese;Portuguese;FALSE;;;;;;Islands;;
25/07/2021;15:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4];Islands [Islands];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Portuguese] [Portuguese];<;Kasva [Vikings] [Vikings] [Turkey] [Turkey] [Kasva];(G3) [Watch VOD] [Watch VOD];Portuguese;Vikings;Vikings;FALSE;;;;;;Islands;;
24/07/2021;18:30 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;DauT [DauT] [Serbia] [Serbia] [Portuguese] [Portuguese];>;Liereyy [Italians] [Italians] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Portuguese;Italians;Portuguese;FALSE;;;;;;Islands;;
24/07/2021;18:00 UTC;[Age of Empires II];Latin Gaming eSports Cup [Latin Gaming eSports Cup];Islands [Islands];1v1;AnTiDeMoN [AnTiDeMoN] [Brazil] [Brazil] [Huns] [Huns];>;DarK_KnighT_ [Koreans] [Koreans] [Mexico] [Mexico] [DarK KnighT];;Huns;Koreans;Huns;FALSE;;;;;;Islands;;
24/07/2021;17:50 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;TheViper [TheViper] [Norway] [Norway] [Italians] [Italians];<;Yo [Portuguese] [Portuguese] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Italians;Portuguese;Portuguese;FALSE;;;;;;Islands;;
24/07/2021;14:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;Vodka_L_ [Vodka L] [Italy] [Italy] [Vikings] [Vikings];<;Capoch [Italians] [Italians] [Argentina] [Argentina] [Capoch];(G4) [Watch VOD] [Watch VOD];Vikings;Italians;Italians;FALSE;;;;;;Islands;;
24/07/2021;13:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;Nicov [Nicov] [Argentina] [Argentina] [Italians] [Italians];>;PROject_Belgium [Portuguese] [Portuguese] [Belgium] [Belgium] [PROject Belgium];(G4) [Watch VOD] [Watch VOD];Italians;Portuguese;Italians;FALSE;;;;;;Islands;;
24/07/2021;13:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;Liereyy [Liereyy] [Austria] [Austria] [Italians] [Italians];>;ACCM [Vikings] [Vikings] [Vietnam] [Vietnam] [ACCM];(G4) [Watch VOD] [Watch VOD];Italians;Vikings;Italians;FALSE;;;;;;Islands;;
24/07/2021;13:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;TheViper [TheViper] [Norway] [Norway] [Vikings] [Vikings];>;BacT [Japanese] [Japanese] [Vietnam] [Vietnam] [BacT];(G4) [Watch VOD] [Watch VOD];Vikings;Japanese;Vikings;FALSE;;;;;;Islands;;
24/07/2021;13:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;TaToH [TaToH] [Spain] [Spain] [Italians] [Italians];>;TheMbL [Celts] [Celts] [Norway] [Norway] [MbL];(G2) [Watch VOD] [Watch VOD];Italians;Celts;Italians;FALSE;;;;;;Islands;;
23/07/2021;16:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;saymyname [Saymyname] [Vietnam] [Vietnam] [Vikings] [Vikings];<;Nicov [Italians] [Italians] [Argentina] [Argentina] [Nicov];;Vikings;Italians;Italians;FALSE;;;;;;Islands;;
23/07/2021;16:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;bruh [BruH] [Brazil] [Brazil] [Italians] [Italians];<;ACCM [Vikings] [Vikings] [Vietnam] [Vietnam] [ACCM];;Italians;Vikings;Vikings;FALSE;;;;;;Islands;;
23/07/2021;16:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;Daniel [Daniel] [United States] [United States] [Vikings] [Vikings];<;dogao [Italians] [Italians] [Brazil] [Brazil] [Dogao];;Vikings;Italians;Italians;FALSE;;;;;;Islands;;
23/07/2021;16:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;Running [Running] [Germany] [Germany] [Italians] [Italians];<;JorDan_AoE [Portuguese] [Portuguese] [Germany] [Germany] [JorDan AoE];(G3) [Watch VOD] [Watch VOD];Italians;Portuguese;Portuguese;FALSE;;;;;;Islands;;
23/07/2021;16:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;F1Re [F1Re] [Brazil] [Brazil] [Italians] [Italians];>;TheMax [Malay] [Malay] [Finland] [Finland] [TheMax];;Italians;Malay;Italians;FALSE;;;;;;Islands;;
23/07/2021;16:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;LaaaaaN [LaN] [Spain] [Spain] [Vikings] [Vikings];<;Yo [Portuguese] [Portuguese] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Vikings;Portuguese;Portuguese;FALSE;;;;;;Islands;;
23/07/2021;16:00 UTC;[Age of Empires II];The Open Classic [The Open Classic];Islands [Islands];1v1;Vivi [Vivi] [China] [China] [Vikings] [Vikings];>;Vinchester [Italians] [Italians] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Vikings;Italians;Vikings;FALSE;;;;;;Islands;;
23/07/2021;14:30 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;The Illusionist [The Illusionist] [Slovakia] [Slovakia] [Italians] [Italians];<;Vivi [Portuguese] [Portuguese] [China] [China] [Vivi];;Italians;Portuguese;Portuguese;FALSE;;;;;;Islands;;
23/07/2021;14:30 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;Dark [Dark] [Russia] [Russia] [Italians] [Italians];>;Daniel [Portuguese] [Portuguese] [United States] [United States] [Daniel];;Italians;Portuguese;Italians;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;Mocoforte [Mocoforte (page does not exist)] [Brazil] [Brazil] [Celts] [Celts];>;GoKu [Vikings] [Vikings] [Brazil] [Brazil] [GoKu];;Celts;Vikings;Celts;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Portuguese] [Portuguese];<;Cl3m3nT [Vikings] [Vikings] [France] [France] [Cl3m3nT];;Portuguese;Vikings;Vikings;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;AlperenAoe [Alperen] [Turkey] [Turkey] [Lithuanians] [Lithuanians];<;DemonSheep [Italians] [Italians] [Taiwan] [Taiwan] [DemonSheep];;Lithuanians;Italians;Italians;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;Target331 [Target331] [Germany] [Germany] [Vikings] [Vikings];>;Good_Game [Italians] [Italians] [Russia] [Russia] [Good Game];;Vikings;Italians;Vikings;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;Dziamdziak [Dziamdziak] [Poland] [Poland] [Italians] [Italians];<;Mihai06 [Vikings] [Vikings] [Romania] [Romania] [Mihai06];;Italians;Vikings;Vikings;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;Ivanenko [Ivanenko (page does not exist)] [Argentina] [Argentina] [Italians] [Italians];<;LaaaaaN [Byzantines] [Byzantines] [Spain] [Spain] [LaN];;Italians;Byzantines;Byzantines;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;Flightlessbird [Flightlessbird] [Australia] [Australia] [Lithuanians] [Lithuanians];>;KongeQrnen [Italians] [Italians] [Denmark] [Denmark] [Kongensgade];;Lithuanians;Italians;Lithuanians;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;Floripa [Floripa (page does not exist)] [Brazil] [Brazil] [Italians] [Italians];<;Vivi [Portuguese] [Portuguese] [China] [China] [Vivi];;Italians;Portuguese;Portuguese;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;FolderOfDoom [FolderOfDoom (page does not exist)] [Germany] [Germany] [Persians] [Persians];<;TheMax [Japanese] [Japanese] [Finland] [Finland] [TheMax];;Persians;Japanese;Japanese;FALSE;;;;;;Islands;;
23/07/2021;13:00 UTC;[Age of Empires II];The Open Classic: Round of 128 & Round of 64 [The Open Classic/Round of 128 & Round of 64];Islands [Islands];1v1;TheSniper_AOE [TheSniper AOE] [France] [France] [Vikings] [Vikings];<;The Illusionist [Italians] [Italians] [Slovakia] [Slovakia] [The Illusionist];;Vikings;Italians;Italians;FALSE;;;;;;Islands;;
21/07/2021;18:00 UTC;[Age of Empires II];Liga Mexicana: Primera División Oro [Liga Mexicana];Islands [Islands];1v1;Alegria [Alegria (page does not exist)] [Mexico] [Mexico] [Saracens] [Saracens];<;DarK_KnighT_ [Portuguese] [Portuguese] [Mexico] [Mexico] [DarK KnighT];;Saracens;Portuguese;Portuguese;FALSE;;;;;;Islands;;
18/07/2021;22:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;Chirris_ [Chirris (page does not exist)] [Mexico] [Mexico] [Portuguese] [Portuguese];<;LB10 [Italians] [Italians] [Austria] [Austria] [LB10];;Portuguese;Italians;Italians;FALSE;;;;;;Islands;;
18/07/2021;20:30 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;eli_jeli [Eli] [United States] [United States] [Italians] [Italians];<;Biry [Japanese] [Japanese] [Argentina] [Argentina] [Biry];;Italians;Japanese;Japanese;FALSE;;;;;;Islands;;
18/07/2021;19:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;Poxo [Poxo] [Spain] [Spain] [Persians] [Persians];>;chaos_2_win [Vikings] [Vikings] [Germany] [Germany] [Chaos 2 win];;Persians;Vikings;Persians;FALSE;;;;;;Islands;;
18/07/2021;16:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;El_Matador [El Matador] [Germany] [Germany] [Saracens] [Saracens];<;Ganji [Portuguese] [Portuguese] [Sweden] [Sweden] [Ganji];;Saracens;Portuguese;Portuguese;FALSE;;;;;;Islands;;
18/07/2021;10:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;ElNoniro [ElNoniro] [Poland] [Poland] [Italians] [Italians];<;Socksyy [Malians] [Malians] [Australia] [Australia] [Socksyy];;Italians;Malians;Malians;FALSE;;;;;;Islands;;
18/07/2021;08:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;Atanvarno [Atanvarno (page does not exist)] [Serbia] [Serbia] [Japanese] [Japanese];<;Favre4ever [Berbers] [Berbers] [United States] [United States] [Favre4ever (page does not exist)];;Japanese;Berbers;Berbers;FALSE;;;;;;Islands;;
17/07/2021;18:00 UTC;[Age of Empires II];The Great British Battle Off 2021 [The Great British Battle Off/2021];Islands [Islands];1v1;SaMayansnKay [BlinG] [United Kingdom] [United Kingdom] [Vikings] [Vikings];>;RecoN [Portuguese] [Portuguese] [United Kingdom] [United Kingdom] [RecoN];;Vikings;Portuguese;Vikings;FALSE;;;;;;Islands;;
17/07/2021;16:00 UTC;[Age of Empires II];The Great British Battle Off 2021 [The Great British Battle Off/2021];Islands [Islands];1v1;Fanjita [Fanjita] [United Kingdom] [United Kingdom] [Saracens] [Saracens];<;_Hallis [Italians] [Italians] [United Kingdom] [United Kingdom] [Hallis];;Saracens;Italians;Italians;FALSE;;;;;;Islands;;
17/07/2021;13:30 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;enmipho [Enmipho (page does not exist)] [Canada] [Canada] [Malians] [Malians];<;Ivanenko [Vikings] [Vikings] [Argentina] [Argentina] [Ivanenko (page does not exist)];;Malians;Vikings;Vikings;FALSE;;;;;;Islands;;
15/07/2021;20:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;King_Boo [King Boo] [United Kingdom] [United Kingdom] [Saracens] [Saracens];>;Emil :D [Italians] [Italians] [Denmark] [Denmark] [Emil :D];;Saracens;Italians;Saracens;FALSE;;;;;;Islands;;
15/07/2021;16:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;AR12 [AR12] [Germany] [Germany] [Italians] [Italians];>;PhilippHJS [Vikings] [Vikings] [Germany] [Germany] [PhilippHJS];;Italians;Vikings;Italians;FALSE;;;;;;Islands;;
15/07/2021;14:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;The_Dragonstar [The Dragonstar] [India] [India] [Malay] [Malay];>;saymyname [Italians] [Italians] [Vietnam] [Vietnam] [Saymyname];;Malay;Italians;Malay;FALSE;;;;;;Islands;;
14/07/2021;18:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;YoungPanda [YoungPanda (page does not exist)] [South Africa] [South Africa] [Italians] [Italians];>;Breakfast [Vikings] [Vikings] [United Kingdom] [United Kingdom] [Breakfast (page does not exist)];;Italians;Vikings;Italians;FALSE;;;;;;Islands;;
14/07/2021;16:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;OLADUSHEK [OLADUSHEK] [Belarus] [Belarus] [Persians] [Persians];>;Terz [Malay] [Malay] [Germany] [Germany] [Terz];;Persians;Malay;Persians;FALSE;;;;;;Islands;;
13/07/2021;19:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;oyecomova [Oyecomova (page does not exist)] [Turkey] [Turkey] [Italians] [Italians];>;Rideg [Malay] [Malay] [Hungary] [Hungary] [Rideg];;Italians;Malay;Italians;FALSE;;;;;;Islands;;
12/07/2021;17:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 7];Islands [Islands];1v1;zeBludlass [The Bloodless] [United States] [United States] [Portuguese] [Portuguese];<;Nili [Japanese] [Japanese] [Germany] [Germany] [Nili];;Portuguese;Japanese;Japanese;FALSE;;;;;;Islands;;
11/07/2021;20:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;F1Re [F1Re] [Brazil] [Brazil] [Vikings] [Vikings];<;bruh [Portuguese] [Portuguese] [Brazil] [Brazil] [BruH];;Vikings;Portuguese;Portuguese;FALSE;;;;;;Islands;;
11/07/2021;13:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Lavie_Head [Lavie Head] [Belarus] [Belarus] [Saracens] [Saracens];<;Sora Kuma [Vikings] [Vikings] [Taiwan] [Taiwan] [Sora Kuma];;Saracens;Vikings;Vikings;FALSE;;;;;;Islands;;
10/07/2021;19:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Dark [Dark] [Russia] [Russia] [Portuguese] [Portuguese];<;miguel [Berbers] [Berbers] [Brazil] [Brazil] [Miguel];;Portuguese;Berbers;Berbers;FALSE;;;;;;Islands;;
10/07/2021;16:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Sim [Simtom] [United Kingdom] [United Kingdom] [Vikings] [Vikings];<;zeBludlass [Portuguese] [Portuguese] [United States] [United States] [The Bloodless];;Vikings;Portuguese;Portuguese;FALSE;;;;;;Islands;;
09/07/2021;15:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Dziamdziak [Dziamdziak] [Poland] [Poland] [Byzantines] [Byzantines];>;komtan [Vikings] [Vikings] [Japan] [Japan] [Komtan];;Byzantines;Vikings;Byzantines;FALSE;;;;;;Islands;;
09/07/2021;03:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Flightlessbird [Flightlessbird] [New Zealand] [New Zealand] [Japanese] [Japanese];>;Uzzi [Portuguese] [Portuguese] [Mexico] [Mexico] [Uzzi];;Japanese;Portuguese;Japanese;FALSE;;;;;;Islands;;
07/07/2021;18:45 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;AR12 [AR12] [Germany] [Germany] [Saracens] [Saracens];<;Cl3m3nT [Portuguese] [Portuguese] [France] [France] [Cl3m3nT];;Saracens;Portuguese;Portuguese;FALSE;;;;;;Islands;;
06/07/2021;18:00 UTC;[Age of Empires II];The Great British Battle Off 2021: Silver League [The Great British Battle Off/2021/Silver League];Islands [Islands];1v1;Chris Pelham [Chris Pelham (page does not exist)] [United Kingdom] [United Kingdom] [Italians] [Italians];<;Sim [Lithuanians] [Lithuanians] [United Kingdom] [United Kingdom] [Simtom];;Italians;Lithuanians;Lithuanians;FALSE;;;;;;Islands;;
05/07/2021;20:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;King_Boo [King Boo] [United Kingdom] [United Kingdom] [Japanese] [Japanese];>;FreakinAndy [Portuguese] [Portuguese] [Austria] [Austria] [FreakinAndy];;Japanese;Portuguese;Japanese;FALSE;;;;;;Islands;;
04/07/2021;15:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;FolderOfDoom [FolderOfDoom (page does not exist)] [Germany] [Germany] [Saracens] [Saracens];<;OLADUSHEK [Persians] [Persians] [Belarus] [Belarus] [OLADUSHEK];;Saracens;Persians;Persians;FALSE;;;;;;Islands;;
04/07/2021;15:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;eli_jeli [Eli] [United States] [United States] [Berbers] [Berbers];<;Somero [Malay] [Malay] [Czechia] [Czechia] [Somero];;Berbers;Malay;Malay;FALSE;;;;;;Islands;;
04/07/2021;13:00 UTC;[Age of Empires II];VNS Master Cup 2021 [VNS Master Cup/2021];Islands [Islands];1v1;BacT [BacT] [Vietnam] [Vietnam] [Japanese] [Japanese];>;ACCM [Portuguese] [Portuguese] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Japanese;Portuguese;Japanese;FALSE;;;;;;Islands;;
04/07/2021;09:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;_Tomate [Tomate] [Spain] [Spain] [Byzantines] [Byzantines];<;Dark [Vikings] [Vikings] [Russia] [Russia] [Dark];;Byzantines;Vikings;Vikings;FALSE;;;;;;Islands;;
03/07/2021;15:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Ganji [Ganji] [Sweden] [Sweden] [Japanese] [Japanese];<;SongSong [Berbers] [Berbers] [Vietnam] [Vietnam] [SongSong];;Japanese;Berbers;Berbers;FALSE;;;;;;Islands;;
03/07/2021;11:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;ReyO [ReyO] [Spain] [Spain] [Mongols] [Mongols];<;chaos_2_win [Byzantines] [Byzantines] [Germany] [Germany] [Chaos 2 win];;Mongols;Byzantines;Byzantines;FALSE;;;;;;Islands;;
03/07/2021;10:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;AR12 [AR12] [Germany] [Germany] [Saracens] [Saracens];>;D3rp [Portuguese] [Portuguese] [Netherlands] [Netherlands] [D3rp];;Saracens;Portuguese;Saracens;FALSE;;;;;;Islands;;
03/07/2021;00:45 UTC;[Age of Empires II];Latin Gaming eSports Cup [Latin Gaming eSports Cup];Islands [Islands];1v1;Romell13 [Romell13 (page does not exist)] [Mexico] [Mexico] [Portuguese] [Portuguese];<;AnTiDeMoN [Vikings] [Vikings] [Brazil] [Brazil] [AnTiDeMoN];;Portuguese;Vikings;Vikings;FALSE;;;;;;Islands;;
02/07/2021;19:30 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;King_Boo [King Boo] [United Kingdom] [United Kingdom] [Vikings] [Vikings];<;WaRRioR [Byzantines] [Byzantines] [Russia] [Russia] [WaRRioR];;Vikings;Byzantines;Byzantines;FALSE;;;;;;Islands;;
02/07/2021;16:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Favre4ever [Favre4ever (page does not exist)] [United States] [United States] [Vikings] [Vikings];<;waldsee [Malay] [Malay] [Poland] [Poland] [Waldsee];;Vikings;Malay;Malay;FALSE;;;;;;Islands;;
01/07/2021;18:15 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;F1Re [F1Re] [Brazil] [Brazil] [Byzantines] [Byzantines];>;miguel [Vikings] [Vikings] [Brazil] [Brazil] [Miguel];;Byzantines;Vikings;Byzantines;FALSE;;;;;;Islands;;
30/06/2021;15:00 UTC;[Age of Empires II];Visible Cup 4 [Visible Cup/4/Swiss Stage/Round 5-6];Islands [Islands];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Berbers] [Berbers];<;Nili [Vikings] [Vikings] [Germany] [Germany] [Nili];;Berbers;Vikings;Vikings;FALSE;;;;;;Islands;;
29/06/2021;13:00 UTC;[Age of Empires II];VNS Master Cup 2021 [VNS Master Cup/2021];Islands [Islands];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Italians] [Italians];>;BacT [Portuguese] [Portuguese] [Vietnam] [Vietnam] [BacT];(G4) [Watch VOD] [Watch VOD];Italians;Portuguese;Italians;FALSE;;;;;;Islands;;
