Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Islands;Total matches;683
23/01/2023;18:00 UTC;[Age of Empires II];Liga Española AoE2 T6: Paladin Division [Liga Española AoE2/6];Islands [Islands];1v1;Duke Thompson [Duke Thompson (page does not exist)] [Uruguay] [Uruguay] [Italians] [Italians];<;TaToH [Dravidians] [Dravidians] [Spain] [Spain] [TaToH];;Italians;Dravidians;Dravidians;FALSE;;;;;;Islands;;
05/01/2023;17:30 UTC;[Age of Empires II];Rusaoc Cup 100: Qualifier 3 [Rusaoc Cup/100/Qualifier/3];Islands [Islands];1v1;OLADUSHEK [OLADUSHEK] [Belarus] [Belarus] [Incas] [Incas];<;IAnTaGoNiStI [Dravidians] [Dravidians] [Russia] [Russia] [IAnTaGoNiStI];;Incas;Dravidians;Dravidians;FALSE;;;;;;Islands;;
05/01/2023;17:30 UTC;[Age of Empires II];Rusaoc Cup 100: Qualifier 3 [Rusaoc Cup/100/Qualifier/3];Islands [Islands];1v1;OLADUSHEK [OLADUSHEK] [Belarus] [Belarus] [Japanese] [Japanese];<;IAnTaGoNiStI [Persians] [Persians] [Russia] [Russia] [IAnTaGoNiStI];;Japanese;Persians;Persians;FALSE;;;;;;Islands;;
05/01/2023;17:30 UTC;[Age of Empires II];Rusaoc Cup 100: Qualifier 3 [Rusaoc Cup/100/Qualifier/3];Islands [Islands];1v1;WaRRioR [WaRRioR] [Russia] [Russia] [Portuguese] [Portuguese];>;wide. [Portuguese] [Portuguese] [Russia] [Russia] [Wide];;Portuguese;Portuguese;Portuguese;TRUE;;;;;;Islands;;
05/01/2023;17:00 UTC;[Age of Empires II];Rusaoc Cup 100: Qualifier 3 [Rusaoc Cup/100/Qualifier/3];Islands [Islands];1v1;OLADUSHEK [OLADUSHEK] [Belarus] [Belarus] [Persians] [Persians];>;WaRRioR [Italians] [Italians] [Russia] [Russia] [WaRRioR];;Persians;Italians;Persians;FALSE;;;;;;Islands;;
05/01/2023;17:00 UTC;[Age of Empires II];Rusaoc Cup 100: Qualifier 3 [Rusaoc Cup/100/Qualifier/3];Islands [Islands];1v1;wide. [Wide] [Russia] [Russia] [Vikings] [Vikings];<;IAnTaGoNiStI [Portuguese] [Portuguese] [Russia] [Russia] [IAnTaGoNiStI];;Vikings;Portuguese;Portuguese;FALSE;;;;;;Islands;;
19/12/2022;17:00 UTC;[Age of Empires II];HunLeague 22 [HunLeague 22];Islands [Islands];1v1;trombone [Trombone] [Hungary] [Hungary] [Portuguese] [Portuguese];>;dave_hun [Vikings] [Vikings] [Hungary] [Hungary] [Dave hun];(G5) [Watch VOD] [Watch VOD];Portuguese;Vikings;Portuguese;FALSE;;;;;;Islands;;
07/12/2022;18:00 UTC;[Age of Empires II];HunLeague 22 [HunLeague 22];Islands [Islands];1v1;rosso [Rosso (page does not exist)] [Hungary] [Hungary] [Italians] [Italians];<;dave_hun [Vikings] [Vikings] [Hungary] [Hungary] [Dave hun];(G2) [Watch VOD] [Watch VOD];Italians;Vikings;Vikings;FALSE;;;;;;Islands;;
04/12/2022;;[Age of Empires II];HunLeague 22 [HunLeague 22];Islands [Islands];1v1;kunyi [Kunyi] [Hungary] [Hungary] [Italians] [Italians];<;dave_hun [Vikings] [Vikings] [Hungary] [Hungary] [Dave hun];(G2) [Watch VOD] [Watch VOD];Italians;Vikings;Vikings;FALSE;;;;;;Islands;;
27/11/2022;;[Age of Empires II];Landing Cup 2 [Landing Cup/2];Islands [Islands];1v1;Vancouver [Vancouver (page does not exist)] [Colombia] [Colombia] [Unknown] [Unknown];>;JOLIAT [Unknown] [Unknown] [Colombia] [Colombia] [JOLIAT (page does not exist)];;Unknown;Unknown;Unknown;TRUE;;;;;;Islands;;
26/11/2022;19:30 UTC;[Age of Empires II];Warlords [Warlords/1];Islands [Islands];1v1;Liereyy [Liereyy] [Austria] [Austria] [Vikings] [Vikings];<;TheViper [Italians] [Italians] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Vikings;Italians;Italians;FALSE;;;;;;Islands;;
19/11/2022;21:30 UTC;[Age of Empires II];Warlords [Warlords/1];Islands [Islands];1v1;Hera [Hera] [Canada] [Canada] [Vikings] [Vikings];>;TaToH [Italians] [Italians] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Vikings;Italians;Vikings;FALSE;;;;;;Islands;;
13/11/2022;16:00 UTC;[Age of Empires II];Warlords [Warlords/1];Islands [Islands];1v1;Nicov [Nicov] [Argentina] [Argentina] [Dravidians] [Dravidians];>;Yo [Italians] [Italians] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Dravidians;Italians;Dravidians;FALSE;;;;;;Islands;;
13/11/2022;;[Age of Empires II];Ring of F1re - Diamond [Ring of F1re];Islands [Islands];1v1;Socksyy [Socksyy] [Australia] [Australia] [Italians] [Italians];>;Paganini [Berbers] [Berbers] [Brazil] [Brazil] [Paganini];;Italians;Berbers;Italians;FALSE;;;;;;Islands;;
12/11/2022;17:00 UTC;[Age of Empires II];HunLeague 22 [HunLeague 22];Islands [Islands];1v1;overkill [Overkill (page does not exist)] [Hungary] [Hungary] [Dravidians] [Dravidians];>;GyoreE [Portuguese] [Portuguese] [Hungary] [Hungary] [GyoreE (page does not exist)];(G2) [Watch VOD] [Watch VOD];Dravidians;Portuguese;Dravidians;FALSE;;;;;;Islands;;
11/11/2022;16:00 UTC;[Age of Empires II];Warlords [Warlords/1];Islands [Islands];1v1;Valas [Valas] [Finland] [Finland] [Italians] [Italians];<;Vinchester [Byzantines] [Byzantines] [Russia] [Russia] [Vinchester];(G5) [Watch VOD] [Watch VOD];Italians;Byzantines;Byzantines;FALSE;;;;;;Islands;;
07/11/2022;22:30 UTC;[Age of Empires II];Navigator Cup [Navigator Cup];Islands [Islands];1v1;Mr.$exy [Mr.$exy (page does not exist)] [Portugal] [Portugal] [Italians] [Italians];>;salva.dope [Italians] [Italians] [Portugal] [Portugal] [Salva.dope (page does not exist)];;Italians;Italians;Italians;TRUE;;;;;;Islands;;
05/11/2022;18:30 UTC;[Age of Empires II];Navigator Cup [Navigator Cup];Islands [Islands];1v1;Dufon [Dufon (page does not exist)] [Portugal] [Portugal] [Italians] [Italians];<;SantosSilva [Vikings] [Vikings] [Portugal] [Portugal] [SantosSilva (page does not exist)];;Italians;Vikings;Vikings;FALSE;;;;;;Islands;;
05/11/2022;17:00 UTC;[Age of Empires II];Warlords: Qualifier [Warlords/1/Qualifier];Islands [Islands];1v1;Daniel [Daniel] [United States] [United States] [Dravidians] [Dravidians];>;miguel [Italians] [Italians] [Brazil] [Brazil] [Miguel];[Watch VOD] [Watch VOD];Dravidians;Italians;Dravidians;FALSE;;;;;;Islands;;
05/11/2022;16:30 UTC;[Age of Empires II];Navigator Cup [Navigator Cup];Islands [Islands];1v1;SantosSilva [SantosSilva (page does not exist)] [Portugal] [Portugal] [Vikings] [Vikings];>;Pmpc [Italians] [Italians] [Portugal] [Portugal] [Pmpc (page does not exist)];;Vikings;Italians;Vikings;FALSE;;;;;;Islands;;
05/11/2022;15:30 UTC;[Age of Empires II];Warlords: Qualifier [Warlords/1/Qualifier];Islands [Islands];1v1;flightlessbird [Flightlessbird] [New Zealand] [New Zealand] [Japanese] [Japanese];>;The_Dragonstar [Italians] [Italians] [India] [India] [The Dragonstar];;Japanese;Italians;Japanese;FALSE;;;;;;Islands;;
04/11/2022;18:00 UTC;[Age of Empires II];Navigator Cup [Navigator Cup];Islands [Islands];1v1;Darkwynn [Darkwynn (page does not exist)] [Portugal] [Portugal] [Saracens] [Saracens];<;Mr.$exy [Italians] [Italians] [Portugal] [Portugal] [Mr.$exy (page does not exist)];;Saracens;Italians;Italians;FALSE;;;;;;Islands;;
04/11/2022;17:15 UTC;[Age of Empires II];Navigator Cup [Navigator Cup];Islands [Islands];1v1;umaTruta [UmaTruta (page does not exist)] [Portugal] [Portugal] [Malay] [Malay];<;Mr Greed [Spanish] [Spanish] [Portugal] [Portugal] [Mr Greed (page does not exist)];;Malay;Spanish;Spanish;FALSE;;;;;;Islands;;
04/11/2022;16:00 UTC;[Age of Empires II];Free Money Friday 1: ACCM vs Sitaux [Free Money Friday/1];Islands [Islands];1v1;Sitaux [Sitaux] [France] [France] [Japanese] [Japanese];>;ACCM [Italians] [Italians] [Vietnam] [Vietnam] [ACCM];(G4) [Watch VOD] [Watch VOD];Japanese;Italians;Japanese;FALSE;;;;;;Islands;;
03/11/2022;23:00 UTC;[Age of Empires II];Navigator Cup [Navigator Cup];Islands [Islands];1v1;salva.dope [Salva.dope (page does not exist)] [Portugal] [Portugal] [Italians] [Italians];<;Darkwynn [Saracens] [Saracens] [Portugal] [Portugal] [Darkwynn (page does not exist)];;Italians;Saracens;Saracens;FALSE;;;;;;Islands;;
27/10/2022;;[Age of Empires II];Copa Invisivel bK [Copa Invisivel bK];Islands [Islands];1v1;Gabi [Gabi] [Brazil] [Brazil] [Byzantines] [Byzantines];>;JubileuAOE [Dravidians] [Dravidians] [Brazil] [Brazil] [JubileuAOE (page does not exist)];[Watch VOD] [Watch VOD];Byzantines;Dravidians;Byzantines;FALSE;;;;;;Islands;;
18/10/2022;;[Age of Empires II];Copa Invisivel bK [Copa Invisivel bK];Islands [Islands];1v1;Brother Leo [Leozim] [Brazil] [Brazil] [Huns] [Huns];<;PlaYBoY [Berbers] [Berbers] [Brazil] [Brazil] [PlaYBoY (page does not exist)];[Watch VOD] [Watch VOD];Huns;Berbers;Berbers;FALSE;;;;;;Islands;;
14/10/2022;17:00 UTC;[Age of Empires II];HunLeague 22 [HunLeague 22];Islands [Islands];1v1;Misplaymaker [Misplaymaker (page does not exist)] [Hungary] [Hungary] [Dravidians] [Dravidians];<;Blabla [Berbers] [Berbers] [Hungary] [Hungary] [Blabla (page does not exist)];(G2) [Watch VOD] [Watch VOD];Dravidians;Berbers;Berbers;FALSE;;;;;;Islands;;
13/10/2022;02:30 UTC;[Age of Empires II];Chilean Cup 2022 [Chilean Cup/2022];Islands [Islands];1v1;Felipe [Felipe (page does not exist)] [Chile] [Chile] [Vikings] [Vikings];<;Neromelnick [Persians] [Persians] [Chile] [Chile] [Neromelnick];;Vikings;Persians;Persians;FALSE;;;;;;Islands;;
09/10/2022;05:00 UTC;[Age of Empires II];Home Warming Cup [Home Warming Cup];Islands [Islands];1v1;TroySlack [TroySlack (page does not exist)] [United States] [United States] [Byzantines] [Byzantines];>;RAY [Vikings] [Vikings] [United States] [United States] [RAY];;Byzantines;Vikings;Byzantines;FALSE;;;;;;Islands;;
08/10/2022;20:20 UTC;[Age of Empires II];HunLeague 22 [HunLeague 22];Islands [Islands];1v1;Rideg [Rideg] [Hungary] [Hungary] [Vikings] [Vikings];<;squeak [Saracens] [Saracens] [Slovakia] [Slovakia] [Squeak];(G3) [Watch VOD] [Watch VOD];Vikings;Saracens;Saracens;FALSE;;;;;;Islands;;
06/10/2022;01:00 UTC;[Age of Empires II];Chilean Cup 2022 [Chilean Cup/2022];Islands [Islands];1v1;Sebag [Sebag (page does not exist)] [Chile] [Chile] [Huns] [Huns];<;Sobek [Dravidians] [Dravidians] [Chile] [Chile] [Sobek];;Huns;Dravidians;Dravidians;FALSE;;;;;;Islands;;
16/09/2022;19:00 UTC;[Age of Empires II];Aorus League 5 [Aorus League/5];Islands [Islands];1v1;Sebastian2002 [Sebastian] [Uruguay] [Uruguay] [Italians] [Italians];>;Capoch [Vikings] [Vikings] [Argentina] [Argentina] [Capoch];;Italians;Vikings;Italians;FALSE;;;;;;Islands;;
15/09/2022;01:00 UTC;[Age of Empires II];Chilean Cup 2022: Qualifier [Chilean Cup/2022/Qualifier];Islands [Islands];1v1;Bboy [Bboy (page does not exist)] [Chile] [Chile] [Italians] [Italians];<;Iturra [Saracens] [Saracens] [Chile] [Chile] [Iturra (page does not exist)];;Italians;Saracens;Saracens;FALSE;;;;;;Islands;;
14/09/2022;01:00 UTC;[Age of Empires II];Chilean Cup 2022: Qualifier [Chilean Cup/2022/Qualifier];Islands [Islands];1v1;Im2sux [Im2sux (page does not exist)] [Chile] [Chile] [Mongols] [Mongols];<;piko [Byzantines] [Byzantines] [Chile] [Chile] [Piko (page does not exist)];;Mongols;Byzantines;Byzantines;FALSE;;;;;;Islands;;
11/09/2022;02:00 UTC;[Age of Empires II];Chilean Cup 2022: Qualifier [Chilean Cup/2022/Qualifier];Islands [Islands];1v1;Melodias_AP [Melodias AP (page does not exist)] [Chile] [Chile] [Italians] [Italians];<;Bboy [Sicilians] [Sicilians] [Chile] [Chile] [Bboy (page does not exist)];;Italians;Sicilians;Sicilians;FALSE;;;;;;Islands;;
10/09/2022;22:50 UTC;[Age of Empires II];Lock and Load 13 [Lock and Load/13];Islands [Islands];1v1;TRM [TRM] [Switzerland] [Switzerland] [Italians] [Italians];>;Bulletchen [Vikings] [Vikings] [Switzerland] [Switzerland] [Bulletchen];;Italians;Vikings;Italians;FALSE;;;;;;Islands;;
10/09/2022;21:15 UTC;[Age of Empires II];Lock and Load 13 [Lock and Load/13];Islands [Islands];1v1;Nobo [Nobo (page does not exist)] [Switzerland] [Switzerland] [Persians] [Persians];<;Bulletchen [Vikings] [Vikings] [Switzerland] [Switzerland] [Bulletchen];;Persians;Vikings;Vikings;FALSE;;;;;;Islands;;
07/09/2022;04:10 UTC;[Age of Empires II];Chilean Cup 2022: Qualifier [Chilean Cup/2022/Qualifier];Islands [Islands];1v1;Malicett [Malicett (page does not exist)] [Chile] [Chile] [Vikings] [Vikings];>;LtrlyWho [Burgundians] [Burgundians] [Chile] [Chile] [LtrlyWho (page does not exist)];;Vikings;Burgundians;Vikings;FALSE;;;;;;Islands;;
07/09/2022;02:30 UTC;[Age of Empires II];USA Cup 3 [USA Cup/3];Islands [Islands];1v1;Adam [Adam (Mexican player)] [United States] [United States] [Portuguese] [Portuguese];<;Inc [Vikings] [Vikings] [United States] [United States] [Inc];;Portuguese;Vikings;Vikings;FALSE;;;;;;Islands;;
03/09/2022;16:00 UTC;[Age of Empires II];USA Cup 3 [USA Cup/3];Islands [Islands];1v1;Favre_4ever [Favre 4ever (page does not exist)] [United States] [United States] [Portuguese] [Portuguese];>;Spring [Vikings] [Vikings] [United States] [United States] [Spring];;Portuguese;Vikings;Portuguese;FALSE;;;;;;Islands;;
20/08/2022;13:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Hallis [Hallis] [United Kingdom] [United Kingdom] [Byzantines] [Byzantines];>;King_Boo [Italians] [Italians] [United Kingdom] [United Kingdom] [King Boo];;Byzantines;Italians;Byzantines;FALSE;;;;;;Islands;;
14/08/2022;21:45 UTC;[Age of Empires II];USA Cup 3 [USA Cup/3];Islands [Islands];1v1;Daniel [Daniel] [United States] [United States] [Vikings] [Vikings];>;Adam [Byzantines] [Byzantines] [United States] [United States] [Adam (Mexican player)];;Vikings;Byzantines;Vikings;FALSE;;;;;;Islands;;
08/08/2022;17:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;robo_boro [Robo] [Australia] [Australia] [Vikings] [Vikings];>;Mankaur [Italians] [Italians] [United Kingdom] [United Kingdom] [Mankaur (page does not exist)];;Vikings;Italians;Vikings;FALSE;;;;;;Islands;;
07/08/2022;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Nick [Nick] [United Kingdom] [United Kingdom] [Italians] [Italians];<;King_Boo [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [King Boo];;Italians;Dravidians;Dravidians;FALSE;;;;;;Islands;;
06/08/2022;19:30 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;darvoi [Darvoi] [United Kingdom] [United Kingdom] [Japanese] [Japanese];<;Pete26196 [Italians] [Italians] [United Kingdom] [United Kingdom] [Pete26196 (page does not exist)];;Japanese;Italians;Italians;FALSE;;;;;;Islands;;
03/08/2022;17:30 UTC;[Age of Empires II];Aorus League 5: Qualifier [Aorus League/5/Qualifier];Islands [Islands];1v1;Carbo [Carbo] [Argentina] [Argentina] [Italians] [Italians];<;Monoz [Italians] [Italians] [Argentina] [Argentina] [Monoz];;Italians;Italians;Italians;TRUE;;;;;;Islands;;
02/08/2022;18:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Nick [Nick] [United Kingdom] [United Kingdom] [Vikings] [Vikings];>;steak [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Steak];;Vikings;Dravidians;Vikings;FALSE;;;;;;Islands;;
31/07/2022;12:30 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Capy [Capy] [United Kingdom] [United Kingdom] [Vikings] [Vikings];<;Mankaur [Italians] [Italians] [United Kingdom] [United Kingdom] [Mankaur (page does not exist)];;Vikings;Italians;Italians;FALSE;;;;;;Islands;;
31/07/2022;12:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;robo_boro [Robo] [Australia] [Australia] [Berbers] [Berbers];>;Fanjita [Italians] [Italians] [United Kingdom] [United Kingdom] [Fanjita];;Berbers;Italians;Berbers;FALSE;;;;;;Islands;;
27/07/2022;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Aristocats [Aristocats (page does not exist)] [United Kingdom] [United Kingdom] [Italians] [Italians];<;Pete26196 [Vikings] [Vikings] [United Kingdom] [United Kingdom] [Pete26196 (page does not exist)];;Italians;Vikings;Vikings;FALSE;;;;;;Islands;;
23/07/2022;10:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;The Chancellor [The Chancellor (page does not exist)] [United Kingdom] [United Kingdom] [Portuguese] [Portuguese];<;robo_boro [Japanese] [Japanese] [Australia] [Australia] [Robo];;Portuguese;Japanese;Japanese;FALSE;;;;;;Islands;;
21/07/2022;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Carlini8 [Carlini8 (page does not exist)] [United Kingdom] [United Kingdom] [Portuguese] [Portuguese];<;King_Boo [Byzantines] [Byzantines] [United Kingdom] [United Kingdom] [King Boo];;Portuguese;Byzantines;Byzantines;FALSE;;;;;;Islands;;
21/07/2022;01:45 UTC;[Age of Empires II];USA Cup 3: Qualifier [USA Cup/3/Qualifier];Islands [Islands];1v1;djOwns [DjOwns (page does not exist)] [United States] [United States] [Vikings] [Vikings];<;Inc [Japanese] [Japanese] [United States] [United States] [Inc];;Vikings;Japanese;Japanese;FALSE;;;;;;Islands;;
20/07/2022;17:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;YoungPanda95 [YoungPanda95 (page does not exist)] [South Africa] [South Africa] [Berbers] [Berbers];<;dave_hun [Malay] [Malay] [Hungary] [Hungary] [Dave hun];;Berbers;Malay;Malay;FALSE;;;;;;Islands;;
19/07/2022;10:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Christar123ten [Christar123ten (page does not exist)] [United Kingdom] [United Kingdom] [Franks] [Franks];<;robo_boro [Berbers] [Berbers] [Australia] [Australia] [Robo];;Franks;Berbers;Berbers;FALSE;;;;;;Islands;;
17/07/2022;20:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Tarsiz [Tarsiz (page does not exist)] [France] [France] [Vikings] [Vikings];<;Capy [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Capy];;Vikings;Dravidians;Dravidians;FALSE;;;;;;Islands;;
14/07/2022;17:30 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;Christar123ten [Christar123ten (page does not exist)] [United Kingdom] [United Kingdom] [Vikings] [Vikings];<;steak [Franks] [Franks] [United Kingdom] [United Kingdom] [Steak];;Vikings;Franks;Franks;FALSE;;;;;;Islands;;
13/07/2022;18:30 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;The Chancellor [The Chancellor (page does not exist)] [United Kingdom] [United Kingdom] [Berbers] [Berbers];>;steak [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Steak];;Berbers;Dravidians;Berbers;FALSE;;;;;;Islands;;
12/07/2022;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;CaptainO [CaptainO (page does not exist)] [United Kingdom] [United Kingdom] [Dravidians] [Dravidians];<;Chris Pelham [Japanese] [Japanese] [United Kingdom] [United Kingdom] [Chris Pelham (page does not exist)];;Dravidians;Japanese;Japanese;FALSE;;;;;;Islands;;
12/07/2022;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;theMole [TheMole (page does not exist)] [Wales] [Wales] [Italians] [Italians];<;Aten [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Aten (page does not exist)];;Italians;Dravidians;Dravidians;FALSE;;;;;;Islands;;
11/07/2022;12:00 UTC;[Age of Empires II];Great British Discord Community Cup 2022 [Great British Discord Community Cup/2022];Islands [Islands];1v1;YoungPanda95 [YoungPanda95 (page does not exist)] [South Africa] [South Africa] [Portuguese] [Portuguese];<;Capy [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Capy];;Portuguese;Dravidians;Dravidians;FALSE;;;;;;Islands;;
09/07/2022;14:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;darvoi [Darvoi] [United Kingdom] [United Kingdom] [Dravidians] [Dravidians];<;King_Boo [Vikings] [Vikings] [United Kingdom] [United Kingdom] [King Boo];(G3) [Watch VOD] [Watch VOD];Dravidians;Vikings;Vikings;FALSE;;;;;;Islands;;
08/07/2022;21:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;steak [Steak] [United Kingdom] [United Kingdom] [Malay] [Malay];<;darvoi [Vikings] [Vikings] [United Kingdom] [United Kingdom] [Darvoi];(G5) [Watch VOD] [Watch VOD];Malay;Vikings;Vikings;FALSE;;;;;;Islands;;
08/07/2022;18:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;TheCapybara [Capy] [United Kingdom] [United Kingdom] [Italians] [Italians];<;King_Boo [Vikings] [Vikings] [United Kingdom] [United Kingdom] [King Boo];(G2) [Watch VOD] [Watch VOD];Italians;Vikings;Vikings;FALSE;;;;;;Islands;;
21/06/2022;17:30 UTC;[Age of Empires II];Battle for Scotland: Gold League [Battle for Scotland];Islands [Islands];1v1;Capoch [Capoch] [Argentina] [Argentina] [Celts] [Celts];<;TaToH [Vikings] [Vikings] [Spain] [Spain] [TaToH];;Celts;Vikings;Vikings;FALSE;;;;;;Islands;;
19/06/2022;12:30 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;Ted [Ted (page does not exist)] [United Kingdom] [United Kingdom] [Vikings] [Vikings];>;darvoi [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Darvoi];;Vikings;Dravidians;Vikings;FALSE;;;;;;Islands;;
17/06/2022;20:00 UTC;[Age of Empires II];Battle for Scotland: Gold League [Battle for Scotland];Islands [Islands];1v1;dogao [Dogao] [Brazil] [Brazil] [Vikings] [Vikings];<;Capoch [Vikings] [Vikings] [Argentina] [Argentina] [Capoch];;Vikings;Vikings;Vikings;TRUE;;;;;;Islands;;
16/06/2022;18:00 UTC;[Age of Empires II];Battle for Scotland: Gold League [Battle for Scotland];Islands [Islands];1v1;TaToH [TaToH] [Spain] [Spain] [Byzantines] [Byzantines];>;F1Re [Vikings] [Vikings] [Brazil] [Brazil] [F1Re];;Byzantines;Vikings;Byzantines;FALSE;;;;;;Islands;;
15/06/2022;22:30 UTC;[Age of Empires II];Aorus League 4 [Aorus League/4];Islands [Islands];1v1;F1Re [F1Re] [Brazil] [Brazil] [Japanese] [Japanese];<;dogao [Dravidians] [Dravidians] [Brazil] [Brazil] [Dogao];;Japanese;Dravidians;Dravidians;FALSE;;;;;;Islands;;
13/06/2022;03:45 UTC;[Age of Empires II];Aorus League 4 [Aorus League/4];Islands [Islands];1v1;KingstoNe [KingstoNe] [Mexico] [Mexico] [Vikings] [Vikings];<;F1Re [Italians] [Italians] [Brazil] [Brazil] [F1Re];;Vikings;Italians;Italians;FALSE;;;;;;Islands;;
12/06/2022;23:15 UTC;[Age of Empires II];Aorus League 4 [Aorus League/4];Islands [Islands];1v1;Sebastian2002 [Sebastian] [Uruguay] [Uruguay] [Italians] [Italians];<;bruh [Italians] [Italians] [Brazil] [Brazil] [BruH];;Italians;Italians;Italians;TRUE;;;;;;Islands;;
12/06/2022;21:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;Joey the Bonqueror [Joey the Bonqueror (page does not exist)] [United Kingdom] [United Kingdom] [Vikings] [Vikings];<;djOwns [Italians] [Italians] [United States] [United States] [DjOwns (page does not exist)];;Vikings;Italians;Italians;FALSE;;;;;;Islands;;
12/06/2022;14:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;Banztenak_19 [Banztenak 19 (page does not exist)] [Colombia] [Colombia] [Dravidians] [Dravidians];>;Ted [Vikings] [Vikings] [United Kingdom] [United Kingdom] [Ted (page does not exist)];;Dravidians;Vikings;Dravidians;FALSE;;;;;;Islands;;
11/06/2022;16:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;Soupmann [Soupmann (page does not exist)] [Croatia] [Croatia] [Vikings] [Vikings];>;Rhea [Italians] [Italians] [United Kingdom] [United Kingdom] [Rhea (page does not exist)];;Vikings;Italians;Vikings;FALSE;;;;;;Islands;;
05/06/2022;21:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;Lowerty [Lowerty (page does not exist)] [Canada] [Canada] [Saracens] [Saracens];<;djOwns [Malay] [Malay] [United States] [United States] [DjOwns (page does not exist)];;Saracens;Malay;Malay;FALSE;;;;;;Islands;;
02/06/2022;21:00 UTC;[Age of Empires II];Battle for Scotland: Gold League [Battle for Scotland];Islands [Islands];1v1;King_Boo [King Boo] [United Kingdom] [United Kingdom] [Vikings] [Vikings];>;F1Re [Vikings] [Vikings] [Brazil] [Brazil] [F1Re];;Vikings;Vikings;Vikings;TRUE;;;;;;Islands;;
02/06/2022;10:00 UTC;[Age of Empires II];LAN Lubbers: Cup Bracket [LAN Lubbers];Islands [Islands];1v1;Joey the Bonqueror [Joey the Bonqueror (page does not exist)] [United Kingdom] [United Kingdom] [Vikings] [Vikings];>;Uselessaurus Rex [Gurjaras] [Gurjaras] [United Kingdom] [United Kingdom] [Uselessaurus Rex (page does not exist)];;Vikings;Gurjaras;Vikings;FALSE;;;;;;Islands;;
