Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Strandred;Total matches;258
18/10/2025;20:25 UTC;[Age of Empires II];Chilean Cup 2025 [Chilean Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Sebita [Sebita (page does not exist)] [Chile] [Chile] [Dravidians] [Dravidians];<;Pain [Huns] [Huns] [Chile] [Chile] [Pain (page does not exist)];;Dravidians;Huns;Huns;FALSE;;;;;;;;
18/10/2025;00:15 UTC;[Age of Empires II];Chilean Cup 2025 [Chilean Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Dkastro [Dkastro (page does not exist)] [Chile] [Chile] [Japanese] [Japanese];<;Snow [Malians] [Malians] [Chile] [Chile] [Snow (page does not exist)];;Japanese;Malians;Malians;FALSE;;;;;;;;
16/10/2025;23:25 UTC;[Age of Empires II];Chilean Cup 2025 [Chilean Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Davidlk1412 [Davidlk1412 (page does not exist)] [Chile] [Chile] [Huns] [Huns];<;AboKeiTo [Malay] [Malay] [Chile] [Chile] [AboKeiTo];;Huns;Malay;Malay;FALSE;;;;;;;;
16/10/2025;23:00 UTC;[Age of Empires II];Chilean Cup 2025 [Chilean Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Halligan012 [Halligan012 (page does not exist)] [Chile] [Chile] [Japanese] [Japanese];<;Santi [Wu] [Wu] [Chile] [Chile] [Santi (page does not exist)];;Japanese;Wu;Wu;FALSE;;;;;;;;
12/10/2025;20:00 UTC;[Age of Empires II];Chilean Cup 2025 [Chilean Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Apachai Hopachai [Apachai Hopachai (page does not exist)] [Chile] [Chile] [Khmer] [Khmer];<;Pain [Huns] [Huns] [Chile] [Chile] [Pain (page does not exist)];;Khmer;Huns;Huns;FALSE;;;;;;;;
10/10/2025;03:00 UTC;[Age of Empires II];Chilean Cup 2025 [Chilean Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Nomadplayer [Nomadplayer (page does not exist)] [Chile] [Chile] [Persians] [Persians];>;ChrisB [Mongols] [Mongols] [Chile] [Chile] [ChrisB (page does not exist)];;Persians;Mongols;Persians;FALSE;;;;;;;;
07/09/2025;19:30 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Stranded (2020) [Stranded (2020)];1v1;Luna [Luna (page does not exist)] [Poland] [Poland] [Huns] [Huns];<;Gabi [Sicilians] [Sicilians] [Brazil] [Brazil] [Gabi];;Huns;Sicilians;Sicilians;FALSE;;;;;;;;
06/09/2025;19:00 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Stranded (2020) [Stranded (2020)];1v1;Luna [Luna (page does not exist)] [Poland] [Poland] [Koreans] [Koreans];>;Sunsetfire [Persians] [Persians] [United States] [United States] [Sunsetfire];;Koreans;Persians;Koreans;FALSE;;;;;;;;
31/08/2025;01:00 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Stranded (2020) [Stranded (2020)];1v1;Ning [Ning] [Taiwan] [Taiwan] [Chinese] [Chinese];<;Gabi [Japanese] [Japanese] [Brazil] [Brazil] [Gabi];;Chinese;Japanese;Japanese;FALSE;;;;;;;;
24/08/2025;00:30 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Stranded (2020) [Stranded (2020)];1v1;Erica [Erica (page does not exist)] [United States] [United States] [Dravidians] [Dravidians];<;Ning [Chinese] [Chinese] [Taiwan] [Taiwan] [Ning];;Dravidians;Chinese;Chinese;FALSE;;;;;;;;
08/08/2025;01:00 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Stranded (2020) [Stranded (2020)];1v1;Cona Imperial [Cona Imperial (page does not exist)] [Argentina] [Argentina] [Chinese] [Chinese];<;Mica [Wei] [Wei] [Argentina] [Argentina] [Mica];;Chinese;Wei;Wei;FALSE;;;;;;;;
31/07/2025;14:00 UTC;[Age of Empires II];LingHe Cup: Showmatch 2 [LingHe Cup/Showmatch/2];Stranded (2020) [Stranded (2020)];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Armenians] [Armenians];<;Vivi [Huns] [Huns] [China] [China] [Vivi];(G3) [Watch VOD] [Watch VOD];Armenians;Huns;Huns;FALSE;;;;;;;;
30/07/2025;13:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;lyx [Lyx] [China] [China] [Malians] [Malians];>;Sora Kuma [Georgians] [Georgians] [Taiwan] [Taiwan] [Sora Kuma];(G3) [Watch VOD] [Watch VOD];Malians;Georgians;Malians;FALSE;;;;;;;;
26/07/2025;14:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Shu] [Shu];<;IBUYPOWER [Malians] [Malians] [China] [China] [IBUYPOWER];(G4) [Watch VOD] [Watch VOD];Shu;Malians;Malians;FALSE;;;;;;;;
24/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Britons] [Britons];<;MING [Georgians] [Georgians] [Hong Kong] [Hong Kong] [Ming (Hong Kongese player)];(G4) [Watch VOD] [Watch VOD];Britons;Georgians;Georgians;FALSE;;;;;;;;
23/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Italians] [Italians];>;DuDuZhu [Tatars] [Tatars] [China] [China] [DuDuZhu];;Italians;Tatars;Italians;FALSE;;;;;;;;
22/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;MING [Ming (Hong Kongese player)] [Hong Kong] [Hong Kong] [Ethiopians] [Ethiopians];<;lyx [Malians] [Malians] [China] [China] [Lyx];(G5) [Watch VOD] [Watch VOD];Ethiopians;Malians;Malians;FALSE;;;;;;;;
16/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;MING [Ming (Hong Kongese player)] [Hong Kong] [Hong Kong] [Bengalis] [Bengalis];<;Youpudding [Shu] [Shu] [Taiwan] [Taiwan] [Youpudding];;Bengalis;Shu;Shu;FALSE;;;;;;;;
15/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Shu] [Shu];<;Sora Kuma [Koreans] [Koreans] [Taiwan] [Taiwan] [Sora Kuma];(G2) [Watch VOD] [Watch VOD];Shu;Koreans;Koreans;FALSE;;;;;;;;
16/06/2025;17:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;steak [Steak] [United Kingdom] [United Kingdom] [Japanese] [Japanese];>;Terz [Persians] [Persians] [Germany] [Germany] [Terz];;Japanese;Persians;Japanese;FALSE;;;;;;;;
15/06/2025;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Hallis [Hallis] [United Kingdom] [United Kingdom] [Bengalis] [Bengalis];>;King_Boo [Koreans] [Koreans] [United Kingdom] [United Kingdom] [King Boo];;Bengalis;Koreans;Bengalis;FALSE;;;;;;;;
15/06/2025;11:10 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;dave_hun [Dave hun] [Hungary] [Hungary] [Lithuanians] [Lithuanians];<;Noszombie [Koreans] [Koreans] [Australia] [Australia] [Noszombie];;Lithuanians;Koreans;Koreans;FALSE;;;;;;;;
09/06/2025;09:10 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;DanMT [DanMT] [United Kingdom] [United Kingdom] [Dravidians] [Dravidians];<;Noszombie [Lithuanians] [Lithuanians] [Australia] [Australia] [Noszombie];;Dravidians;Lithuanians;Lithuanians;FALSE;;;;;;;;
03/06/2025;20:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Kiwi [Kiwi] [New Zealand] [New Zealand] [Malay] [Malay];<;_Hallis [Huns] [Huns] [United Kingdom] [United Kingdom] [Hallis];;Malay;Huns;Huns;FALSE;;;;;;;;
02/06/2025;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Mankaur [Mankaur (page does not exist)] [United Kingdom] [United Kingdom] [Malians] [Malians];<;darvoi [Lithuanians] [Lithuanians] [United Kingdom] [United Kingdom] [Darvoi];;Malians;Lithuanians;Lithuanians;FALSE;;;;;;;;
02/06/2025;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Aten [Aten (page does not exist)] [United Kingdom] [United Kingdom] [Bengalis] [Bengalis];<;dave_hun [Persians] [Persians] [Hungary] [Hungary] [Dave hun];;Bengalis;Persians;Persians;FALSE;;;;;;;;
02/06/2025;16:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Happytheandy [Happytheandy] [United Kingdom] [United Kingdom] [Lithuanians] [Lithuanians];<;King_Boo [Malians] [Malians] [United Kingdom] [United Kingdom] [King Boo];;Lithuanians;Malians;Malians;FALSE;;;;;;;;
01/06/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Liereyy [Liereyy] [Austria] [Austria] [Japanese] [Japanese];<;TaToH [Persians] [Persians] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Japanese;Persians;Persians;FALSE;;;;;;;;
31/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;TaToH [TaToH] [Spain] [Spain] [Wu] [Wu];>;Hera [Wu] [Wu] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Wu;Wu;Wu;TRUE;;;;;;;;
31/05/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Liereyy [Liereyy] [Austria] [Austria] [Japanese] [Japanese];>;Yo [Tatars] [Tatars] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Japanese;Tatars;Japanese;FALSE;;;;;;;;
30/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Hearttt [Hearttt] [Peru] [Peru] [Huns] [Huns];<;Liereyy [Chinese] [Chinese] [Austria] [Austria] [Liereyy];(G5) [Watch VOD] [Watch VOD];Huns;Chinese;Chinese;FALSE;;;;;;;;
30/05/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Yo [Yo] [China] [China] [Georgians] [Georgians];<;TheViper [Huns] [Huns] [Norway] [Norway] [TheViper];(G6) [Watch VOD] [Watch VOD];Georgians;Huns;Huns;FALSE;;;;;;;;
30/05/2025;12:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;BOT Marley [BOT Marley (page does not exist)] [Germany] [Germany] [Italians] [Italians];>;Happytheandy [Japanese] [Japanese] [United Kingdom] [United Kingdom] [Happytheandy];;Italians;Japanese;Italians;FALSE;;;;;;;;
28/05/2025;18:50 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Hearttt [Hearttt] [Peru] [Peru] [Malians] [Malians];>;Barles [Chinese] [Chinese] [Poland] [Poland] [Barles];(G1) [Watch VOD] [Watch VOD];Malians;Chinese;Malians;FALSE;;;;;;;;
27/05/2025;18:45 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Huns] [Huns];>;Mihai06 [Wu] [Wu] [Romania] [Romania] [Mihai06];(G4) [Watch VOD] [Watch VOD];Huns;Wu;Huns;FALSE;;;;;;;;
26/05/2025;17:10 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Wu] [Wu];<;Vinchester [Huns] [Huns] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Wu;Huns;Huns;FALSE;;;;;;;;
25/05/2025;14:10 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Koreans] [Koreans];>;TheViper [Italians] [Italians] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Koreans;Italians;Koreans;FALSE;;;;;;;;
24/05/2025;16:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;knightthrower [Knightthrower (page does not exist)] [Austria] [Austria] [Malians] [Malians];<;darvoi [Chinese] [Chinese] [United Kingdom] [United Kingdom] [Darvoi];;Malians;Chinese;Chinese;FALSE;;;;;;;;
24/05/2025;15:35 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Chinese] [Chinese];<;Barles [Italians] [Italians] [Poland] [Poland] [Barles];(G3) [Watch VOD] [Watch VOD];Chinese;Italians;Italians;FALSE;;;;;;;;
24/05/2025;08:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Satsuma [Satsuma (page does not exist)] [United Kingdom] [United Kingdom] [Malians] [Malians];<;Kiwi [Japanese] [Japanese] [New Zealand] [New Zealand] [Kiwi];;Malians;Japanese;Japanese;FALSE;;;;;;;;
23/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Malians] [Malians];<;Liereyy [Italians] [Italians] [Austria] [Austria] [Liereyy];(G4) [Watch VOD] [Watch VOD];Malians;Italians;Italians;FALSE;;;;;;;;
23/05/2025;18:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Alfred [Alfred (page does not exist)] [United Kingdom] [United Kingdom] [Romans] [Romans];<;Chris Pelham [Lithuanians] [Lithuanians] [United Kingdom] [United Kingdom] [Chris Pelham (page does not exist)];;Romans;Lithuanians;Lithuanians;FALSE;;;;;;;;
22/05/2025;16:50 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;MbL [MbL] [Norway] [Norway] [Malay] [Malay];<;Hearttt [Malians] [Malians] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Malay;Malians;Malians;FALSE;;;;;;;;
21/05/2025;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Satsuma [Satsuma (page does not exist)] [United Kingdom] [United Kingdom] [Malians] [Malians];<;Ted [Burmese] [Burmese] [United Kingdom] [United Kingdom] [Ted (page does not exist)];;Malians;Burmese;Burmese;FALSE;;;;;;;;
21/05/2025;14:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Barles [Barles] [Poland] [Poland] [Huns] [Huns];<;Yo [Huns] [Huns] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Huns;Huns;Huns;TRUE;;;;;;;;
19/05/2025;14:15 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;knightthrower [Knightthrower (page does not exist)] [Austria] [Austria] [Japanese] [Japanese];<;Capyphract [Dravidians] [Dravidians] [United Kingdom] [United Kingdom] [Capy];;Japanese;Dravidians;Dravidians;FALSE;;;;;;;;
18/05/2025;17:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Barles [Barles] [Poland] [Poland] [Wu] [Wu];<;Hera [Japanese] [Japanese] [Canada] [Canada] [Hera];(G5) [Watch VOD] [Watch VOD];Wu;Japanese;Japanese;FALSE;;;;;;;;
18/05/2025;11:15 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;BOT Marley [BOT Marley (page does not exist)] [Germany] [Germany] [Italians] [Italians];<;Toady [Lithuanians] [Lithuanians] [United Kingdom] [United Kingdom] [Toady];;Italians;Lithuanians;Lithuanians;FALSE;;;;;;;;
14/05/2025;19:30 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Happytheandy [Happytheandy] [United Kingdom] [United Kingdom] [Japanese] [Japanese];>;Toady [Chinese] [Chinese] [United Kingdom] [United Kingdom] [Toady];;Japanese;Chinese;Japanese;FALSE;;;;;;;;
14/05/2025;18:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;willdbeast [Willdbeast (page does not exist)] [United Kingdom] [United Kingdom] [Persians] [Persians];<;Sim [Lithuanians] [Lithuanians] [United Kingdom] [United Kingdom] [Simtom];;Persians;Lithuanians;Lithuanians;FALSE;;;;;;;;
13/05/2025;18:30 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;rgeadn [Rgeadn] [United Kingdom] [United Kingdom] [Malians] [Malians];>;DanMT [Koreans] [Koreans] [United Kingdom] [United Kingdom] [DanMT];(G2) [Watch VOD] [Watch VOD];Malians;Koreans;Malians;FALSE;;;;;;;;
13/05/2025;16:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;knightthrower [Knightthrower (page does not exist)] [Austria] [Austria] [Malians] [Malians];>;Acro17 [Italians] [Italians] [Germany] [Germany] [Acro17];;Malians;Italians;Malians;FALSE;;;;;;;;
11/05/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;NeoZz [NeoZz] [France] [France] [Japanese] [Japanese];<;JorDan_AoE [Hindustanis] [Hindustanis] [Germany] [Germany] [JorDan AoE];(G2) [Watch VOD] [Watch VOD];Japanese;Hindustanis;Hindustanis;FALSE;;;;;;;;
11/05/2025;11:45 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;MoJRiM [MoJRiM (page does not exist)] [Morocco] [Morocco] [Japanese] [Japanese];>;Leonidas [Celts] [Celts] [France] [France] [Leonidas (page does not exist)];;Japanese;Celts;Japanese;FALSE;;;;;;;;
10/05/2025;19:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;theMole [TheMole (page does not exist)] [Wales] [Wales] [Italians] [Italians];<;Fanjita [Koreans] [Koreans] [United Kingdom] [United Kingdom] [Fanjita];;Italians;Koreans;Koreans;FALSE;;;;;;;;
10/05/2025;17:25 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Dragonstar [The Dragonstar] [India] [India] [Huns] [Huns];<;NeoZz [Huns] [Huns] [France] [France] [NeoZz];;Huns;Huns;Huns;TRUE;;;;;;;;
10/05/2025;17:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;Satsuma [Satsuma (page does not exist)] [United Kingdom] [United Kingdom] [Italians] [Italians];<;Terz [Chinese] [Chinese] [Germany] [Germany] [Terz];;Italians;Chinese;Chinese;FALSE;;;;;;;;
10/05/2025;16:35 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Ciskhan [Ciskhan] [France] [France] [Koreans] [Koreans];<;Sitaux [Italians] [Italians] [France] [France] [Sitaux];;Koreans;Italians;Italians;FALSE;;;;;;;;
10/05/2025;16:30 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Lewis [Lewis] [United Kingdom] [United Kingdom] [Japanese] [Japanese];>;Vinchester [Japanese] [Japanese] [Russia] [Russia] [Vinchester];;Japanese;Japanese;Japanese;TRUE;;;;;;;;
10/05/2025;16:30 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Koreans] [Koreans];>;Capoch [Italians] [Italians] [Argentina] [Argentina] [Capoch];;Koreans;Italians;Koreans;FALSE;;;;;;;;
10/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Prisma09 [Prisma09] [Argentina] [Argentina] [Italians] [Italians];<;Lewis [Japanese] [Japanese] [United Kingdom] [United Kingdom] [Lewis];;Italians;Japanese;Japanese;FALSE;;;;;;;;
10/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;lyx [Lyx] [China] [China] [Koreans] [Koreans];<;classicpro [Huns] [Huns] [Ukraine] [Ukraine] [Classicpro];;Koreans;Huns;Huns;FALSE;;;;;;;;
10/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;iBUYPOWER [IBUYPOWER] [China] [China] [Koreans] [Koreans];<;Sitaux [Huns] [Huns] [France] [France] [Sitaux];;Koreans;Huns;Huns;FALSE;;;;;;;;
10/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Daniel [Daniel] [United States] [United States] [Chinese] [Chinese];<;Capoch [Huns] [Huns] [Argentina] [Argentina] [Capoch];;Chinese;Huns;Huns;FALSE;;;;;;;;
10/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;DuDuZhu [DuDuZhu] [China] [China] [Celts] [Celts];<;Margougou [Bengalis] [Bengalis] [France] [France] [Margougou];;Celts;Bengalis;Bengalis;FALSE;;;;;;;;
10/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Ozone [Ozone] [Colombia] [Colombia] [Celts] [Celts];<;Vivi [Armenians] [Armenians] [China] [China] [Vivi];;Celts;Armenians;Armenians;FALSE;;;;;;;;
10/05/2025;12:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Lighty [Lighty] [France] [France] [Malay] [Malay];<;Leonidas [Dravidians] [Dravidians] [France] [France] [Leonidas (page does not exist)];;Malay;Dravidians;Dravidians;FALSE;;;;;;;;
10/05/2025;09:20 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Helicol [Helicol (page does not exist)] [France] [France] [Bengalis] [Bengalis];>;Nyusika [Portuguese] [Portuguese] [France] [France] [Nyusika];;Bengalis;Portuguese;Bengalis;FALSE;;;;;;;;
09/05/2025;20:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Monoz [Monoz] [Argentina] [Argentina] [Aztecs] [Aztecs];<;Prisma09 [Huns] [Huns] [Argentina] [Argentina] [Prisma09];;Aztecs;Huns;Huns;FALSE;;;;;;;;
09/05/2025;20:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Biry [Biry] [Argentina] [Argentina] [Koreans] [Koreans];<;Capoch [Persians] [Persians] [Argentina] [Argentina] [Capoch];(G3) [Watch VOD] [Watch VOD];Koreans;Persians;Persians;FALSE;;;;;;;;
09/05/2025;17:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Ozone [Ozone] [Colombia] [Colombia] [Huns] [Huns];>;DracKen [Huns] [Huns] [Czechia] [Czechia] [DracKeN];;Huns;Huns;Huns;TRUE;;;;;;;;
09/05/2025;17:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;NeoZz [NeoZz] [France] [France] [Huns] [Huns];>;KingstoNe [Armenians] [Armenians] [Mexico] [Mexico] [KingstoNe];;Huns;Armenians;Huns;FALSE;;;;;;;;
09/05/2025;16:40 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Benpat [Benpat (page does not exist)] [France] [France] [Malians] [Malians];<;Lighty [Malay] [Malay] [France] [France] [Lighty];;Malians;Malay;Malay;FALSE;;;;;;;;
09/05/2025;16:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;miguel [Miguel] [Brazil] [Brazil] [Persians] [Persians];<;st4rk [Dravidians] [Dravidians] [Brazil] [Brazil] [St4rk];;Persians;Dravidians;Dravidians;FALSE;;;;;;;;
09/05/2025;16:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Mayans] [Mayans];<;Margougou [Huns] [Huns] [France] [France] [Margougou];(G2) [Watch VOD] [Watch VOD];Mayans;Huns;Huns;FALSE;;;;;;;;
09/05/2025;14:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Yo [Yo (French Player) (page does not exist)] [France] [France] [Japanese] [Japanese];<;Thanouille [Vikings] [Vikings] [France] [France] [Thanouille (page does not exist)];;Japanese;Vikings;Vikings;FALSE;;;;;;;;
09/05/2025;14:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Anthoxx [Anthoxx (page does not exist)] [Belgium] [Belgium] [Persians] [Persians];>;Grunthor [Armenians] [Armenians] [France] [France] [Grunthor (page does not exist)];;Persians;Armenians;Persians;FALSE;;;;;;;;
09/05/2025;12:20 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Socksyy [Socksyy] [Australia] [Australia] [Malians] [Malians];<;Vivi [Huns] [Huns] [China] [China] [Vivi];;Malians;Huns;Huns;FALSE;;;;;;;;
