Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Strandred;Total matches;258
09/05/2025;11:25 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;Lamo [Lamo] [Latvia] [Latvia] [Vietnamese] [Vietnamese];<;Dragonstar [Huns] [Huns] [India] [India] [The Dragonstar];;Vietnamese;Huns;Huns;FALSE;;;;;;;;
08/05/2025;17:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Kedaxx [Kedaxx (page does not exist)] [France] [France] [Spanish] [Spanish];<;Leonidas [Chinese] [Chinese] [France] [France] [Leonidas (page does not exist)];;Spanish;Chinese;Chinese;FALSE;;;;;;;;
08/05/2025;15:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Elpinardo [Elpinardo (page does not exist)] [France] [France] [Armenians] [Armenians];<;Zephyse [Malians] [Malians] [France] [France] [Zephyse (page does not exist)];;Armenians;Malians;Malians;FALSE;;;;;;;;
08/05/2025;15:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Helicol [Helicol (page does not exist)] [France] [France] [Malay] [Malay];<;Lighty [Italians] [Italians] [France] [France] [Lighty];;Malay;Italians;Italians;FALSE;;;;;;;;
08/05/2025;13:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Stranded (2020) [Stranded (2020)];1v1;Helicol [Helicol (page does not exist)] [France] [France] [Berbers] [Berbers];>;Thanouille [Koreans] [Koreans] [France] [France] [Thanouille (page does not exist)];;Berbers;Koreans;Berbers;FALSE;;;;;;;;
07/05/2025;08:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Malians] [Malians];>;Bad Koala [Italians] [Italians] [China] [China] [Bad Koala];(G3) [Watch VOD] [Watch VOD];Malians;Italians;Malians;FALSE;;;;;;;;
06/05/2025;08:00 UTC;[Age of Empires II];Great British Discord Community Cup 2025 [Great British Discord Community Cup/2025];Stranded (2020) [Stranded (2020)];1v1;BOT Marley [BOT Marley (page does not exist)] [Germany] [Germany] [Portuguese] [Portuguese];<;Noszombie [Persians] [Persians] [Australia] [Australia] [Noszombie];(G3) [Watch VOD] [Watch VOD];Portuguese;Persians;Persians;FALSE;;;;;;;;
05/05/2025;01:20 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Stranded (2020) [Stranded (2020)];1v1;DuDuZhu [DuDuZhu] [China] [China] [Huns] [Huns];>;Lucho [Chinese] [Chinese] [Argentina] [Argentina] [Lucho];;Huns;Chinese;Huns;FALSE;;;;;;;;
04/05/2025;22:00 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Caguamas [Caguamas (page does not exist)] [Mexico] [Mexico] [Malians] [Malians];<;Nahuel05 [Vietnamese] [Vietnamese] [Argentina] [Argentina] [Nahuel05];;Malians;Vietnamese;Vietnamese;FALSE;;;;;;;;
04/05/2025;18:10 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Huns] [Huns];>;MbL [Persians] [Persians] [Norway] [Norway] [MbL];(G4) [Watch VOD] [Watch VOD];Huns;Persians;Huns;FALSE;;;;;;;;
04/05/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Huns] [Huns];>;Vinchester [Dravidians] [Dravidians] [Russia] [Russia] [Vinchester];(G5) [Watch VOD] [Watch VOD];Huns;Dravidians;Huns;FALSE;;;;;;;;
03/05/2025;18:15 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;dogao [Dogao] [Brazil] [Brazil] [Khmer] [Khmer];<;Mihai06 [Italians] [Italians] [Romania] [Romania] [Mihai06];;Khmer;Italians;Italians;FALSE;;;;;;;;
03/05/2025;17:20 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Lucho [Lucho] [Argentina] [Argentina] [Japanese] [Japanese];>;Barles [Khmer] [Khmer] [Poland] [Poland] [Barles];;Japanese;Khmer;Japanese;FALSE;;;;;;;;
03/05/2025;16:25 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Vivi [Vivi] [China] [China] [Armenians] [Armenians];<;Sitaux [Dravidians] [Dravidians] [France] [France] [Sitaux];;Armenians;Dravidians;Dravidians;FALSE;;;;;;;;
03/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;F1Re [F1Re] [Brazil] [Brazil] [Malay] [Malay];<;Sitaux [Huns] [Huns] [France] [France] [Sitaux];;Malay;Huns;Huns;FALSE;;;;;;;;
03/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Lucho [Lucho] [Argentina] [Argentina] [Dravidians] [Dravidians];<;classicpro [Dravidians] [Dravidians] [Ukraine] [Ukraine] [Classicpro];;Dravidians;Dravidians;Dravidians;TRUE;;;;;;;;
03/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Celts] [Celts];>;Nicov [Koreans] [Koreans] [Argentina] [Argentina] [Nicov];;Celts;Koreans;Celts;FALSE;;;;;;;;
03/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Running [Running] [Germany] [Germany] [Koreans] [Koreans];<;Combitooo [Huns] [Huns] [Mexico] [Mexico] [Combito];;Koreans;Huns;Huns;FALSE;;;;;;;;
03/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Ciskhan [Ciskhan] [France] [France] [Huns] [Huns];<;Dragonstar [Japanese] [Japanese] [India] [India] [The Dragonstar];;Huns;Japanese;Japanese;FALSE;;;;;;;;
03/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;iBUYPOWER [IBUYPOWER] [China] [China] [Huns] [Huns];<;Barles [Khmer] [Khmer] [Poland] [Poland] [Barles];;Huns;Khmer;Khmer;FALSE;;;;;;;;
02/05/2025;20:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Combitooo [Combito] [Mexico] [Mexico] [Dravidians] [Dravidians];>;KingstoNe [Koreans] [Koreans] [Mexico] [Mexico] [KingstoNe];;Dravidians;Koreans;Dravidians;FALSE;;;;;;;;
02/05/2025;18:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Celts] [Celts];>;Uzzi [Japanese] [Japanese] [Mexico] [Mexico] [Uzzi];;Celts;Japanese;Celts;FALSE;;;;;;;;
02/05/2025;17:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;NeoZz [NeoZz] [France] [France] [Italians] [Italians];<;Villese [Bengalis] [Bengalis] [Finland] [Finland] [Villese];(G4) [Watch VOD] [Watch VOD];Italians;Bengalis;Bengalis;FALSE;;;;;;;;
02/05/2025;16:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Nezzar [Nezzar (page does not exist)] [Hong Kong] [Hong Kong] [Persians] [Persians];<;Vivi [Koreans] [Koreans] [China] [China] [Vivi];;Persians;Koreans;Koreans;FALSE;;;;;;;;
02/05/2025;16:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;GoKu [GoKu] [Brazil] [Brazil] [Persians] [Persians];<;lyx [Chinese] [Chinese] [China] [China] [Lyx];(G3) [Watch VOD] [Watch VOD];Persians;Chinese;Chinese;FALSE;;;;;;;;
02/05/2025;14:35 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Koreans] [Koreans];>;Ozone [Malians] [Malians] [Colombia] [Colombia] [Ozone];(G3) [Watch VOD] [Watch VOD];Koreans;Malians;Koreans;FALSE;;;;;;;;
02/05/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Dennis [Dennis] [Hong Kong] [Hong Kong] [Romans] [Romans];<;Running [Huns] [Huns] [Germany] [Germany] [Running];;Romans;Huns;Huns;FALSE;;;;;;;;
02/05/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;ThunderboltX [ThunderboltX] [Bulgaria] [Bulgaria] [Huns] [Huns];<;Capoch [Koreans] [Koreans] [Argentina] [Argentina] [Capoch];;Huns;Koreans;Koreans;FALSE;;;;;;;;
02/05/2025;12:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Rayz [Rayz] [Taiwan] [Taiwan] [Huns] [Huns];<;Valas [Armenians] [Armenians] [Finland] [Finland] [Valas];;Huns;Armenians;Armenians;FALSE;;;;;;;;
02/05/2025;12:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;iBUYPOWER [IBUYPOWER] [China] [China] [Italians] [Italians];<;wide [Malians] [Malians] [Russia] [Russia] [Wide];;Italians;Malians;Malians;FALSE;;;;;;;;
01/05/2025;20:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Terz [Terz] [Germany] [Germany] [Dravidians] [Dravidians];<;Prisma09 [Huns] [Huns] [Argentina] [Argentina] [Prisma09];;Dravidians;Huns;Huns;FALSE;;;;;;;;
01/05/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Stranded (2020) [Stranded (2020)];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Ethiopians] [Ethiopians];<;Sora Kuma [Chinese] [Chinese] [Taiwan] [Taiwan] [Sora Kuma];(G1) [Watch VOD] [Watch VOD];Ethiopians;Chinese;Chinese;FALSE;;;;;;;;
29/04/2025;23:30 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Eskabe [Eskabe] [Argentina] [Argentina] [Mayans] [Mayans];<;Caguamas [Chinese] [Chinese] [Mexico] [Mexico] [Caguamas (page does not exist)];;Mayans;Chinese;Chinese;FALSE;;;;;;;;
27/04/2025;15:50 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;MbL [MbL] [Norway] [Norway] [Vietnamese] [Vietnamese];<;Yo [Koreans] [Koreans] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Vietnamese;Koreans;Koreans;FALSE;;;;;;;;
26/04/2025;18:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Vivi [Vivi] [China] [China] [Koreans] [Koreans];<;Hearttt [Armenians] [Armenians] [Peru] [Peru] [Hearttt];;Koreans;Armenians;Armenians;FALSE;;;;;;;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Running [Running] [Germany] [Germany] [Britons] [Britons];<;Vinchester [Malians] [Malians] [Russia] [Russia] [Vinchester];;Britons;Malians;Malians;FALSE;;;;;;;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Daniel [Daniel] [United States] [United States] [Koreans] [Koreans];<;Yo [Georgians] [Georgians] [China] [China] [Yo];;Koreans;Georgians;Georgians;FALSE;;;;;;;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;iBUYPOWER [IBUYPOWER] [China] [China] [Persians] [Persians];<;Sebastian [Italians] [Italians] [Uruguay] [Uruguay] [Sebastian];;Persians;Italians;Italians;FALSE;;;;;;;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Ciskhan [Ciskhan] [France] [France] [Malay] [Malay];<;Nicov [Incas] [Incas] [Argentina] [Argentina] [Nicov];;Malay;Incas;Incas;FALSE;;;;;;;;
25/04/2025;16:15 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;AntagonisT [IAnTaGoNiStI] [Russia] [Russia] [Malians] [Malians];>;Uzzi [Japanese] [Japanese] [Mexico] [Mexico] [Uzzi];;Malians;Japanese;Malians;FALSE;;;;;;;;
25/04/2025;16:15 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;El_Matador [El Matador] [Germany] [Germany] [Huns] [Huns];<;Margougou [Koreans] [Koreans] [France] [France] [Margougou];;Huns;Koreans;Koreans;FALSE;;;;;;;;
24/04/2025;21:00 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Eskabe [Eskabe] [Argentina] [Argentina] [Japanese] [Japanese];>;TheTiger [Mayans] [Mayans] [Argentina] [Argentina] [TheTiger (page does not exist)];;Japanese;Mayans;Japanese;FALSE;;;;;;;;
24/04/2025;17:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Ubetnir [Ubetnir] [Turkey] [Turkey] [Koreans] [Koreans];<;Hearttt [Italians] [Italians] [Peru] [Peru] [Hearttt];;Koreans;Italians;Italians;FALSE;;;;;;;;
24/04/2025;12:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;saymyname [Saymyname] [Vietnam] [Vietnam] [Dravidians] [Dravidians];>;z40 [Persians] [Persians] [Taiwan] [Taiwan] [Z40];(G2) [Watch VOD] [Watch VOD];Dravidians;Persians;Dravidians;FALSE;;;;;;;;
24/04/2025;08:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Aztecs] [Aztecs];<;Dark [Huns] [Huns] [Russia] [Russia] [Dark];(G4) [Watch VOD] [Watch VOD];Aztecs;Huns;Huns;FALSE;;;;;;;;
24/04/2025;03:00 UTC;[Age of Empires II];AA League México [AA League México];Stranded (2020) [Stranded (2020)];1v1;IamAlextremo [IamAlextremo] [Mexico] [Mexico] [Georgians] [Georgians];>;PuNii [Armenians] [Armenians] [Mexico] [Mexico] [PuNii (page does not exist)];;Georgians;Armenians;Georgians;FALSE;;;;;;;;
23/04/2025;18:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Japanese] [Japanese];<;Running [Portuguese] [Portuguese] [Germany] [Germany] [Running];(G4) [Watch VOD] [Watch VOD];Japanese;Portuguese;Portuguese;FALSE;;;;;;;;
23/04/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;Dennis [Dennis] [Hong Kong] [Hong Kong] [Armenians] [Armenians];<;Valas [Dravidians] [Dravidians] [Finland] [Finland] [Valas];(G3) [Watch VOD] [Watch VOD];Armenians;Dravidians;Dravidians;FALSE;;;;;;;;
23/04/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Stranded (2020) [Stranded (2020)];1v1;iBUYPOWER [IBUYPOWER] [China] [China] [Koreans] [Koreans];>;lyx [Malians] [Malians] [China] [China] [Lyx];(G1) [Watch VOD] [Watch VOD];Koreans;Malians;Koreans;FALSE;;;;;;;;
22/04/2025;02:00 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;themariach1 [Themariach1] [Mexico] [Mexico] [Mongols] [Mongols];>;MrOsoVC8 [Georgians] [Georgians] [Mexico] [Mexico] [MrOsoVC8];;Mongols;Georgians;Mongols;FALSE;;;;;;;;
15/04/2025;01:30 UTC;[Age of Empires II];AA League México [AA League México];Stranded (2020) [Stranded (2020)];1v1;PuNii [PuNii (page does not exist)] [Mexico] [Mexico] [Malians] [Malians];<;themariach1 [Portuguese] [Portuguese] [Mexico] [Mexico] [Themariach1];;Malians;Portuguese;Portuguese;FALSE;;;;;;;;
11/04/2025;;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;AboKeiTo [AboKeiTo] [Chile] [Chile] [Italians] [Italians];<;ZARC [Japanese] [Japanese] [Chile] [Chile] [ZARC (page does not exist)];;Italians;Japanese;Japanese;FALSE;;;;;;;;
10/04/2025;23:00 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Caguamas [Caguamas (page does not exist)] [Mexico] [Mexico] [Chinese] [Chinese];>;AngelR [Romans] [Romans] [Colombia] [Colombia] [AngelR];;Chinese;Romans;Chinese;FALSE;;;;;;;;
05/04/2025;20:00 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Eskabe [Eskabe] [Argentina] [Argentina] [Malians] [Malians];<;MrOsoVC8 [Japanese] [Japanese] [Mexico] [Mexico] [MrOsoVC8];;Malians;Japanese;Japanese;FALSE;;;;;;;;
03/04/2025;;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Koala26 [Koala26 (page does not exist)] [Argentina] [Argentina] [Mongols] [Mongols];<;Caguamas [Huns] [Huns] [Mexico] [Mexico] [Caguamas (page does not exist)];;Mongols;Huns;Huns;FALSE;;;;;;;;
02/04/2025;21:00 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Anakin [Anakin] [Argentina] [Argentina] [Chinese] [Chinese];>;Nahuel05 [Lithuanians] [Lithuanians] [Argentina] [Argentina] [Nahuel05];;Chinese;Lithuanians;Chinese;FALSE;;;;;;;;
01/04/2025;19:00 UTC;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;themariach1 [Themariach1] [Mexico] [Mexico] [Lithuanians] [Lithuanians];<;Anakin [Chinese] [Chinese] [Argentina] [Argentina] [Anakin];;Lithuanians;Chinese;Chinese;FALSE;;;;;;;;
01/04/2025;;[Age of Empires II];Liga Midgard 2 [Liga Midgard/2];Stranded (2020) [Stranded (2020)];1v1;Eskabe [Eskabe] [Argentina] [Argentina] [Persians] [Persians];>;JuanPQ_ [Britons] [Britons] [Argentina] [Argentina] [JuanPQ (page does not exist)];;Persians;Britons;Persians;FALSE;;;;;;;;
26/03/2025;01:00 UTC;[Age of Empires II];AA League México [AA League México];Stranded (2020) [Stranded (2020)];1v1;PuNii [PuNii (page does not exist)] [Mexico] [Mexico] [Chinese] [Chinese];<;Caguamas [Huns] [Huns] [Mexico] [Mexico] [Caguamas (page does not exist)];;Chinese;Huns;Huns;FALSE;;;;;;;;
17/03/2025;04:00 UTC;[Age of Empires II];AA League México [AA League México];Stranded (2020) [Stranded (2020)];1v1;MrOsoVC8 [MrOsoVC8] [Mexico] [Mexico] [Chinese] [Chinese];>;PuNii [Malians] [Malians] [Mexico] [Mexico] [PuNii (page does not exist)];;Chinese;Malians;Chinese;FALSE;;;;;;;;
08/12/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Aztecs] [Aztecs];>;Liereyy [Mongols] [Mongols] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Aztecs;Mongols;Aztecs;FALSE;;;;;;;;
08/12/2024;14:45 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Vinchester [Vinchester] [Russia] [Russia] [Chinese] [Chinese];>;Sebastian [Dravidians] [Dravidians] [Uruguay] [Uruguay] [Sebastian];(G4) [Watch VOD] [Watch VOD];Chinese;Dravidians;Chinese;FALSE;;;;;;;;
07/12/2024;18:20 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Chinese] [Chinese];<;Liereyy [Armenians] [Armenians] [Austria] [Austria] [Liereyy];(G4) [Watch VOD] [Watch VOD];Chinese;Armenians;Armenians;FALSE;;;;;;;;
07/12/2024;14:30 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Vinchester [Vinchester] [Russia] [Russia] [Sicilians] [Sicilians];<;ACCM [Georgians] [Georgians] [Vietnam] [Vietnam] [ACCM];(G3) [Watch VOD] [Watch VOD];Sicilians;Georgians;Georgians;FALSE;;;;;;;;
05/12/2024;19:20 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Aztecs] [Aztecs];>;TheViper [Vietnamese] [Vietnamese] [Norway] [Norway] [TheViper];(G4) [Watch VOD] [Watch VOD];Aztecs;Vietnamese;Aztecs;FALSE;;;;;;;;
05/12/2024;15:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Yo [Yo] [China] [China] [Armenians] [Armenians];<;Sebastian [Malians] [Malians] [Uruguay] [Uruguay] [Sebastian];(G3) [Watch VOD] [Watch VOD];Armenians;Malians;Malians;FALSE;;;;;;;;
03/12/2024;17:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Nicov [Nicov] [Argentina] [Argentina] [Chinese] [Chinese];>;Hera [Chinese] [Chinese] [Canada] [Canada] [Hera];(G3) [Watch VOD] [Watch VOD];Chinese;Chinese;Chinese;TRUE;;;;;;;;
02/12/2024;16:40 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Barles [Barles] [Poland] [Poland] [Chinese] [Chinese];<;ACCM [Chinese] [Chinese] [Vietnam] [Vietnam] [ACCM];(G4) [Watch VOD] [Watch VOD];Chinese;Chinese;Chinese;TRUE;;;;;;;;
02/12/2024;14:45 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Hearttt [Hearttt] [Peru] [Peru] [Malians] [Malians];<;Vinchester [Dravidians] [Dravidians] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Malians;Dravidians;Dravidians;FALSE;;;;;;;;
30/11/2024;17:25 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Liereyy [Liereyy] [Austria] [Austria] [Persians] [Persians];>;DauT [Incas] [Incas] [Serbia] [Serbia] [DauT];(G2) [Watch VOD] [Watch VOD];Persians;Incas;Persians;FALSE;;;;;;;;
30/11/2024;15:30 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Sitaux [Sitaux] [France] [France] [Romans] [Romans];<;Yo [Georgians] [Georgians] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Romans;Georgians;Georgians;FALSE;;;;;;;;
26/11/2024;18:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;slam [Slam] [Canada] [Canada] [Dravidians] [Dravidians];<;Yo [Berbers] [Berbers] [China] [China] [Yo];;Dravidians;Berbers;Berbers;FALSE;;;;;;;;
26/11/2024;18:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Armenians] [Armenians];<;Sitaux [Romans] [Romans] [France] [France] [Sitaux];;Armenians;Romans;Romans;FALSE;;;;;;;;
26/11/2024;16:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Margougou [Margougou] [France] [France] [Dravidians] [Dravidians];<;Nicov [Italians] [Italians] [Argentina] [Argentina] [Nicov];(G3) [Watch VOD] [Watch VOD];Dravidians;Italians;Italians;FALSE;;;;;;;;
26/11/2024;16:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Capoch [Capoch] [Argentina] [Argentina] [Japanese] [Japanese];<;Hearttt [Italians] [Italians] [Peru] [Peru] [Hearttt];;Japanese;Italians;Italians;FALSE;;;;;;;;
26/11/2024;15:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;JBT [Jibatong] [China] [China] [Japanese] [Japanese];>;Hera [Italians] [Italians] [Canada] [Canada] [Hera];(G2) [Watch VOD] [Watch VOD];Japanese;Italians;Japanese;FALSE;;;;;;;;
26/11/2024;14:00 UTC;[Age of Empires II];Wandering Warriors Cup 2 [Wandering Warriors Cup/2];Stranded (2020) [Stranded (2020)];1v1;Vivi [Vivi] [China] [China] [Portuguese] [Portuguese];<;Barles [Hindustanis] [Hindustanis] [Poland] [Poland] [Barles];;Portuguese;Hindustanis;Hindustanis;FALSE;;;;;;;;
