Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Strandred;Total matches;110
09/01/2026;01:00 UTC;[Age of Empires II];Copa Aconcagua 3 [Copa Aconcagua/3];Stranded (2020) [Stranded (2020)];1v1;ZARC [ZARC (page does not exist)] [Chile] [Chile] [Italians] [Italians];<;AboKeiTo [Wu] [Wu] [Chile] [Chile] [AboKeiTo];(G2) [Watch VOD] [Watch VOD];Italians;Wu;Wu;FALSE;Spanish;0;0;0%;0,00;Strandred;;
31/07/2025;14:00 UTC;[Age of Empires II];LingHe Cup: Showmatch 2 [LingHe Cup/Showmatch/2];Stranded (2020) [Stranded (2020)];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Armenians] [Armenians];<;Vivi [Huns] [Huns] [China] [China] [Vivi];(G3) [Watch VOD] [Watch VOD];Armenians;Huns;Huns;FALSE;Tatars;1;0;0%;0,00;Strandred;;
30/07/2025;13:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;lyx [Lyx] [China] [China] [Malians] [Malians];>;Sora Kuma [Georgians] [Georgians] [Taiwan] [Taiwan] [Sora Kuma];(G3) [Watch VOD] [Watch VOD];Malians;Georgians;Malians;FALSE;Teutons;0;0;0%;0,00;Strandred;;
26/07/2025;14:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Shu] [Shu];<;IBUYPOWER [Malians] [Malians] [China] [China] [IBUYPOWER];(G4) [Watch VOD] [Watch VOD];Shu;Malians;Malians;FALSE;Tupi;0;0;0%;0,00;Strandred;;
24/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Britons] [Britons];<;MING [Georgians] [Georgians] [Hong Kong] [Hong Kong] [Ming (Hong Kongese player)];(G4) [Watch VOD] [Watch VOD];Britons;Georgians;Georgians;FALSE;Turks;0;0;0%;0,00;Strandred;;
22/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;MING [Ming (Hong Kongese player)] [Hong Kong] [Hong Kong] [Ethiopians] [Ethiopians];<;lyx [Malians] [Malians] [China] [China] [Lyx];(G5) [Watch VOD] [Watch VOD];Ethiopians;Malians;Malians;FALSE;Vietnamese;4;1;0%;0,00;Strandred;;
15/07/2025;12:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Stranded (2020) [Stranded (2020)];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Shu] [Shu];<;Sora Kuma [Koreans] [Koreans] [Taiwan] [Taiwan] [Sora Kuma];(G2) [Watch VOD] [Watch VOD];Shu;Koreans;Koreans;FALSE;Vikings;3;1;50%;49,16;Strandred;;
01/06/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Liereyy [Liereyy] [Austria] [Austria] [Japanese] [Japanese];<;TaToH [Persians] [Persians] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Japanese;Persians;Persians;FALSE;Wei;0;0;0%;0,00;Strandred;;
31/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;TaToH [TaToH] [Spain] [Spain] [Wu] [Wu];>;Hera [Wu] [Wu] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Wu;Wu;Wu;TRUE;Wu;12;5;40%;53,81;Strandred;;
31/05/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Stranded (2020) [Stranded (2020)];1v1;Liereyy [Liereyy] [Austria] [Austria] [Japanese] [Japanese];>;Yo [Tatars] [Tatars] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Japanese;Tatars;Japanese;FALSE;;;;;;;;
