Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Fortified Clearing;Total matches;205
24/02/2025;19:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Bengalis] [Bengalis];<;Hearttt [Burgundians] [Burgundians] [Peru] [Peru] [Hearttt];(G2) [Watch VOD] [Watch VOD];Bengalis;Burgundians;Burgundians;FALSE;Wu;0;0;0%;0,00;Fortified Clearing;;
24/02/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Valas [Valas] [Finland] [Finland] [Burgundians] [Burgundians];>;Daniel [Bengalis] [Bengalis] [United States] [United States] [Daniel];(G3) [Watch VOD] [Watch VOD];Burgundians;Bengalis;Burgundians;FALSE;;;;;;Fortified Clearing;;
23/02/2025;20:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Margougou [Margougou] [France] [France] [Portuguese] [Portuguese];<;DauT [Bengalis] [Bengalis] [Serbia] [Serbia] [DauT];(G3) [Watch VOD] [Watch VOD];Portuguese;Bengalis;Bengalis;FALSE;;;;;;Fortified Clearing;;
22/02/2025;19:35 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Bengalis] [Bengalis];<;TaToH [Khmer] [Khmer] [Spain] [Spain] [TaToH];(G1) [Watch VOD] [Watch VOD];Bengalis;Khmer;Khmer;FALSE;;;;;;Fortified Clearing;;
22/02/2025;18:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Nicov [Nicov] [Argentina] [Argentina] [Bohemians] [Bohemians];<;Sitaux [Burgundians] [Burgundians] [France] [France] [Sitaux];(G2) [Watch VOD] [Watch VOD];Bohemians;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
21/02/2025;18:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Barles [Barles] [Poland] [Poland] [Bohemians] [Bohemians];<;Hera [Burgundians] [Burgundians] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Bohemians;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
19/02/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Nicov [Nicov] [Argentina] [Argentina] [Khmer] [Khmer];>;Barles [Burgundians] [Burgundians] [Poland] [Poland] [Barles];(G2) [Watch VOD] [Watch VOD];Khmer;Burgundians;Khmer;FALSE;;;;;;Fortified Clearing;;
17/02/2025;20:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Hearttt [Hearttt] [Peru] [Peru] [Portuguese] [Portuguese];<;Valas [Turks] [Turks] [Finland] [Finland] [Valas];(G2) [Watch VOD] [Watch VOD];Portuguese;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
07/02/2025;19:35 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;Lucho [Lucho] [Argentina] [Argentina] [Hindustanis] [Hindustanis];>;slam [Bohemians] [Bohemians] [Canada] [Canada] [Slam];(G2) [Watch VOD] [Watch VOD];Hindustanis;Bohemians;Hindustanis;FALSE;;;;;;Fortified Clearing;;
06/02/2025;17:30 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Saracens] [Saracens];>;DracKeN [Burgundians] [Burgundians] [Czechia] [Czechia] [DracKeN];(G2) [Watch VOD] [Watch VOD];Saracens;Burgundians;Saracens;FALSE;;;;;;Fortified Clearing;;
05/02/2025;19:20 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;LaN [LaN] [Spain] [Spain] [Bengalis] [Bengalis];<;Running [Burgundians] [Burgundians] [Germany] [Germany] [Running];(G3) [Watch VOD] [Watch VOD];Bengalis;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
05/02/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;Target331 [Target331] [Germany] [Germany] [Portuguese] [Portuguese];<;KingstoNe [Malay] [Malay] [Mexico] [Mexico] [KingstoNe];(G2) [Watch VOD] [Watch VOD];Portuguese;Malay;Malay;FALSE;;;;;;Fortified Clearing;;
04/02/2025;19:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;lyx [Lyx] [China] [China] [Khmer] [Khmer];<;Ganji [Cumans] [Cumans] [Sweden] [Sweden] [Ganji];(G3) [Watch VOD] [Watch VOD];Khmer;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
02/02/2025;17:25 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;MbL [MbL] [Norway] [Norway] [Bohemians] [Bohemians];>;ACCM [Khmer] [Khmer] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Bohemians;Khmer;Bohemians;FALSE;;;;;;Fortified Clearing;;
02/02/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Sitaux [Sitaux] [France] [France] [Cumans] [Cumans];>;Barles [Burgundians] [Burgundians] [Poland] [Poland] [Barles];(G2) [Watch VOD] [Watch VOD];Cumans;Burgundians;Cumans;FALSE;;;;;;Fortified Clearing;;
01/02/2025;20:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Vinchester [Vinchester] [Russia] [Russia] [Khmer] [Khmer];>;TaToH [Vietnamese] [Vietnamese] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Khmer;Vietnamese;Khmer;FALSE;;;;;;Fortified Clearing;;
31/01/2025;17:40 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Bengalis] [Bengalis];>;Daniel [Koreans] [Koreans] [United States] [United States] [Daniel];(G2) [Watch VOD] [Watch VOD];Bengalis;Koreans;Bengalis;FALSE;;;;;;Fortified Clearing;;
31/01/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Valas [Valas] [Finland] [Finland] [Turks] [Turks];<;TheViper [Hindustanis] [Hindustanis] [Norway] [Norway] [TheViper];(G2) [Watch VOD] [Watch VOD];Turks;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
28/01/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Capoch [Capoch] [Argentina] [Argentina] [Byzantines] [Byzantines];<;TaToH [Hindustanis] [Hindustanis] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Byzantines;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
26/01/2025;17:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dragonstar [The Dragonstar] [India] [India] [Burgundians] [Burgundians];<;Margougou [Malay] [Malay] [France] [France] [Margougou];(G3) [Watch VOD] [Watch VOD];Burgundians;Malay;Malay;FALSE;;;;;;Fortified Clearing;;
25/01/2025;16:30 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Hindustanis] [Hindustanis];<;Valas [Burgundians] [Burgundians] [Finland] [Finland] [Valas];(G2) [Watch VOD] [Watch VOD];Hindustanis;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
21/01/2025;15:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;Lewis [Lewis] [United Kingdom] [United Kingdom] [Malay] [Malay];>;Ganji [Bohemians] [Bohemians] [Sweden] [Sweden] [Ganji];(G2) [Watch VOD] [Watch VOD];Malay;Bohemians;Malay;FALSE;;;;;;Fortified Clearing;;
20/01/2025;20:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Burgundians] [Burgundians];<;Barles [Bengalis] [Bengalis] [Poland] [Poland] [Barles];(G3) [Watch VOD] [Watch VOD];Burgundians;Bengalis;Bengalis;FALSE;;;;;;Fortified Clearing;;
20/01/2025;18:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;MbL [MbL] [Norway] [Norway] [Khmer] [Khmer];<;TaToH [Burgundians] [Burgundians] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Khmer;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
19/01/2025;19:20 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dragonstar [The Dragonstar] [India] [India] [Romans] [Romans];<;Yo [Bohemians] [Bohemians] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Romans;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
19/01/2025;18:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Sitaux [Sitaux] [France] [France] [Burgundians] [Burgundians];>;Villese [Hindustanis] [Hindustanis] [Finland] [Finland] [Villese];(G2) [Watch VOD] [Watch VOD];Burgundians;Hindustanis;Burgundians;FALSE;;;;;;Fortified Clearing;;
18/01/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Celts] [Celts];>;TheViper [Cumans] [Cumans] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Celts;Cumans;Celts;FALSE;;;;;;Fortified Clearing;;
14/01/2025;20:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;StonePleaseAoE [StonePleaseAoE] [Germany] [Germany] [Khmer] [Khmer];<;Ganji [Burgundians] [Burgundians] [Sweden] [Sweden] [Ganji];(G3) [Watch VOD] [Watch VOD];Khmer;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
12/01/2025;12:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;z40 [Z40] [Taiwan] [Taiwan] [Burgundians] [Burgundians];<;Running [Cumans] [Cumans] [Germany] [Germany] [Running];(G3) [Watch VOD] [Watch VOD];Burgundians;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
11/01/2025;13:30 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;Ciskhan [Ciskhan] [France] [France] [Poles] [Poles];>;Running [Bohemians] [Bohemians] [Germany] [Germany] [Running];(G3) [Watch VOD] [Watch VOD];Poles;Bohemians;Poles;FALSE;;;;;;Fortified Clearing;;
09/01/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Bengalis] [Bengalis];>;miguel [Poles] [Poles] [Brazil] [Brazil] [Miguel];(G2) [Watch VOD] [Watch VOD];Bengalis;Poles;Bengalis;FALSE;;;;;;Fortified Clearing;;
08/01/2025;19:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;Overtaken [Overtaken] [Estonia] [Estonia] [Burgundians] [Burgundians];<;slam [Turks] [Turks] [Canada] [Canada] [Slam];(G2) [Watch VOD] [Watch VOD];Burgundians;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
06/01/2025;19:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;StonePleaseAoE [StonePleaseAoE] [Germany] [Germany] [Burgundians] [Burgundians];>;Kasva [Malay] [Malay] [Turkey] [Turkey] [Kasva];(G3) [Watch VOD] [Watch VOD];Burgundians;Malay;Burgundians;FALSE;;;;;;Fortified Clearing;;
06/01/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Gold League [T90 Titans League/4/Gold League];Fortified Clearing [Fortified Clearing];1v1;wide [Wide] [Russia] [Russia] [Cumans] [Cumans];<;DracKeN [Malay] [Malay] [Czechia] [Czechia] [DracKeN];(G3) [Watch VOD] [Watch VOD];Cumans;Malay;Malay;FALSE;;;;;;Fortified Clearing;;
09/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Fortified Clearing [Fortified Clearing];1v1;TaToH [TaToH] [Spain] [Spain] [Gurjaras] [Gurjaras];<;Sebastian [Turks] [Turks] [Uruguay] [Uruguay] [Sebastian];(G2) [Watch VOD] [Watch VOD];Gurjaras;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
06/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Fortified Clearing [Fortified Clearing];1v1;TheMbL [MbL] [Norway] [Norway] [Turks] [Turks];>;TaToH [Spanish] [Spanish] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Turks;Spanish;Turks;FALSE;;;;;;Fortified Clearing;;
05/06/2024;19:20 UTC;[Age of Empires II];Warlords III [Warlords/3];Fortified Clearing [Fortified Clearing];1v1;Barles [Barles] [Poland] [Poland] [Spanish] [Spanish];<;DauT [Bengalis] [Bengalis] [Serbia] [Serbia] [DauT];(G5) [Watch VOD] [Watch VOD];Spanish;Bengalis;Bengalis;FALSE;;;;;;Fortified Clearing;;
13/05/2024;;[Age of Empires II];Hidden Cup Guerrero Edition [Hidden Cup Guerrero Edition];Fortified Clearing [Fortified Clearing];1v1;ReyO [ReyO] [Spain] [Spain] [Teutons] [Teutons];>;Tomate [Bohemians] [Bohemians] [Spain] [Spain] [Tomate];(G2) [Watch VOD] [Watch VOD];Teutons;Bohemians;Teutons;FALSE;;;;;;Fortified Clearing;;
13/05/2024;;[Age of Empires II];Hidden Cup Guerrero Edition [Hidden Cup Guerrero Edition];Fortified Clearing [Fortified Clearing];1v1;DM The Death [DM The Death (page does not exist)] [Spain] [Spain] [Burmese] [Burmese];<;Poxo [Portuguese] [Portuguese] [Spain] [Spain] [Poxo];(G2) [Watch VOD] [Watch VOD];Burmese;Portuguese;Portuguese;FALSE;;;;;;Fortified Clearing;;
08/05/2024;;[Age of Empires II];Hidden Cup Guerrero Edition [Hidden Cup Guerrero Edition];Fortified Clearing [Fortified Clearing];1v1;Yago [Yago (page does not exist)] [Spain] [Spain] [Spanish] [Spanish];>;M4rco [Malians] [Malians] [Spain] [Spain] [M4rco (page does not exist)];(G1) [Watch VOD] [Watch VOD];Spanish;Malians;Spanish;FALSE;;;;;;Fortified Clearing;;
06/05/2024;;[Age of Empires II];Hidden Cup Guerrero Edition [Hidden Cup Guerrero Edition];Fortified Clearing [Fortified Clearing];1v1;ReyO [ReyO] [Spain] [Spain] [Burgundians] [Burgundians];>;Gauss [Teutons] [Teutons] [Spain] [Spain] [Gauss (page does not exist)];(G1) [Watch VOD] [Watch VOD];Burgundians;Teutons;Burgundians;FALSE;;;;;;Fortified Clearing;;
02/05/2024;12:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Fortified Clearing [Fortified Clearing];1v1;Ciskhan [Ciskhan] [France] [France] [Bohemians] [Bohemians];<;Mihai06 [Turks] [Turks] [Romania] [Romania] [Mihai06];(G2) [Watch VOD] [Watch VOD];Bohemians;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
14/04/2024;17:00 UTC;[Age of Empires II];Warlords III: Showmatch - DauT vs MbL [Warlords/3/Showmatch/1];Fortified Clearing [Fortified Clearing];1v1;MbL [MbL] [Norway] [Norway] [Byzantines] [Byzantines];>;DauT [Turks] [Turks] [Serbia] [Serbia] [DauT];(G7) [Watch VOD] [Watch VOD];Byzantines;Turks;Byzantines;FALSE;;;;;;Fortified Clearing;;
13/01/2024;19:40 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;TheViper [TheViper] [Norway] [Norway] [Berbers] [Berbers];<;Hera [Bohemians] [Bohemians] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Berbers;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
12/01/2024;19:10 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;DauT [DauT] [Serbia] [Serbia] [Burmese] [Burmese];<;TheViper [Cumans] [Cumans] [Norway] [Norway] [TheViper];(G5) [Watch VOD] [Watch VOD];Burmese;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
11/01/2024;16:00 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Hindustanis] [Hindustanis];>;Yo [Poles] [Poles] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Hindustanis;Poles;Hindustanis;FALSE;;;;;;Fortified Clearing;;
09/01/2024;13:25 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Aztecs] [Aztecs];<;TheViper [Hindustanis] [Hindustanis] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Aztecs;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
08/01/2024;14:00 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;TaToH [TaToH] [Spain] [Spain] [Malay] [Malay];<;Yo [Portuguese] [Portuguese] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Malay;Portuguese;Portuguese;FALSE;;;;;;Fortified Clearing;;
07/01/2024;21:50 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;DauT [DauT] [Serbia] [Serbia] [Malay] [Malay];<;Hera [Cumans] [Cumans] [Canada] [Canada] [Hera];(G4) [Watch VOD] [Watch VOD];Malay;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
07/01/2024;18:30 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;TaToH [TaToH] [Spain] [Spain] [Burgundians] [Burgundians];>;TheViper [Hindustanis] [Hindustanis] [Norway] [Norway] [TheViper];(G2) [Watch VOD] [Watch VOD];Burgundians;Hindustanis;Burgundians;FALSE;;;;;;Fortified Clearing;;
06/01/2024;20:15 UTC;[Age of Empires II];Nili's Apartment Cup 5 [Nili's Apartment Cup/5];Fortified Clearing [Fortified Clearing];1v1;Hearttt [Hearttt] [Peru] [Peru] [Hindustanis] [Hindustanis];<;TheViper [Burgundians] [Burgundians] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Hindustanis;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
17/12/2023;19:30 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 2 [Nili's Apartment Cup/5/Qualifier/2];Fortified Clearing [Fortified Clearing];1v1;Nicov [Nicov] [Argentina] [Argentina] [Malay] [Malay];>;DauT [Georgians] [Georgians] [Serbia] [Serbia] [DauT];(G4) [Watch VOD] [Watch VOD];Malay;Georgians;Malay;FALSE;;;;;;Fortified Clearing;;
13/12/2023;18:00 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 2 [Nili's Apartment Cup/5/Qualifier/2];Fortified Clearing [Fortified Clearing];1v1;El_Matador [El Matador] [Germany] [Germany] [Britons] [Britons];<;Capoch [Burgundians] [Burgundians] [Argentina] [Argentina] [Capoch];(G4) [Watch VOD] [Watch VOD];Britons;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
13/12/2023;15:00 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 2 [Nili's Apartment Cup/5/Qualifier/2];Fortified Clearing [Fortified Clearing];1v1;Blackheart [Blackheart] [Germany] [Germany] [Malay] [Malay];<;DauT [Poles] [Poles] [Serbia] [Serbia] [DauT];(G2) [Watch VOD] [Watch VOD];Malay;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
13/12/2023;13:00 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 2 [Nili's Apartment Cup/5/Qualifier/2];Fortified Clearing [Fortified Clearing];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Malay] [Malay];>;F1Re [Gurjaras] [Gurjaras] [Brazil] [Brazil] [F1Re];(G3) [Watch VOD] [Watch VOD];Malay;Gurjaras;Malay;FALSE;;;;;;Fortified Clearing;;
09/12/2023;12:00 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 1 [Nili's Apartment Cup/5/Qualifier/1];Fortified Clearing [Fortified Clearing];1v1;Ganji [Ganji] [Sweden] [Sweden] [Malay] [Malay];>;JorDan_AoE [Bengalis] [Bengalis] [Germany] [Germany] [JorDan AoE];(G2) [Watch VOD] [Watch VOD];Malay;Bengalis;Malay;FALSE;;;;;;Fortified Clearing;;
07/12/2023;19:00 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 1 [Nili's Apartment Cup/5/Qualifier/1];Fortified Clearing [Fortified Clearing];1v1;miguel [Miguel] [Brazil] [Brazil] [Khmer] [Khmer];<;Ganji [Portuguese] [Portuguese] [Sweden] [Sweden] [Ganji];(G4) [Watch VOD] [Watch VOD];Khmer;Portuguese;Portuguese;FALSE;;;;;;Fortified Clearing;;
05/12/2023;21:00 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 1 [Nili's Apartment Cup/5/Qualifier/1];Fortified Clearing [Fortified Clearing];1v1;El_Matador [El Matador] [Germany] [Germany] [Teutons] [Teutons];<;MbL40C [Vietnamese] [Vietnamese] [Norway] [Norway] [MbL];(G2) [Watch VOD] [Watch VOD];Teutons;Vietnamese;Vietnamese;FALSE;;;;;;Fortified Clearing;;
05/12/2023;15:00 UTC;[Age of Empires II];Nili's Apartment Cup 5: Qualifier 1 [Nili's Apartment Cup/5/Qualifier/1];Fortified Clearing [Fortified Clearing];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Poles] [Poles];<;Capoch [Malay] [Malay] [Argentina] [Argentina] [Capoch];(G2) [Watch VOD] [Watch VOD];Poles;Malay;Malay;FALSE;;;;;;Fortified Clearing;;
03/12/2023;18:00 UTC;[Age of Empires II];GB Hidden Cup 2 [GB Hidden Cup/2];Fortified Clearing [Fortified Clearing];1v1;darvoi [Darvoi] [United Kingdom] [United Kingdom] [Turks] [Turks];<;Hallis [Bohemians] [Bohemians] [United Kingdom] [United Kingdom] [Hallis];(G4) [Watch VOD] [Watch VOD];Turks;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
30/11/2023;18:30 UTC;[Age of Empires II];GB Hidden Cup 2 [GB Hidden Cup/2];Fortified Clearing [Fortified Clearing];1v1;Ted [Ted (page does not exist)] [United Kingdom] [United Kingdom] [Turks] [Turks];<;darvoi [Burgundians] [Burgundians] [United Kingdom] [United Kingdom] [Darvoi];(G4) [Watch VOD] [Watch VOD];Turks;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
22/11/2023;18:00 UTC;[Age of Empires II];GB Hidden Cup 2 [GB Hidden Cup/2];Fortified Clearing [Fortified Clearing];1v1;King_Boo [King Boo] [United Kingdom] [United Kingdom] [Poles] [Poles];<;steak [Burgundians] [Burgundians] [United Kingdom] [United Kingdom] [Steak];(G1) [Watch VOD] [Watch VOD];Poles;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
19/11/2023;19:00 UTC;[Age of Empires II];GB Hidden Cup 2 [GB Hidden Cup/2];Fortified Clearing [Fortified Clearing];1v1;Ted [Ted (page does not exist)] [United Kingdom] [United Kingdom] [Spanish] [Spanish];>;Breakfast [Cumans] [Cumans] [United Kingdom] [United Kingdom] [Breakfast (page does not exist)];(G3) [Watch VOD] [Watch VOD];Spanish;Cumans;Spanish;FALSE;;;;;;Fortified Clearing;;
16/11/2023;19:00 UTC;[Age of Empires II];GB Hidden Cup 2 [GB Hidden Cup/2];Fortified Clearing [Fortified Clearing];1v1;King_Boo [King Boo] [United Kingdom] [United Kingdom] [Bohemians] [Bohemians];>;Aten [Teutons] [Teutons] [United Kingdom] [United Kingdom] [Aten (page does not exist)];(G1) [Watch VOD] [Watch VOD];Bohemians;Teutons;Bohemians;FALSE;;;;;;Fortified Clearing;;
12/11/2023;20:00 UTC;[Age of Empires II];Liga Fortaleza [Liga Fortaleza];Fortified Clearing [Fortified Clearing];1v1;LobodeLaNieve [LobodeLaNieve] [Mexico] [Mexico] [Hindustanis] [Hindustanis];<;dogao [Turks] [Turks] [Brazil] [Brazil] [Dogao];(G4) [Watch VOD] [Watch VOD];Hindustanis;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
29/10/2023;18:20 UTC;[Age of Empires II];Inversus Cup [Inversus Cup];Fortified Clearing [Fortified Clearing];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Cumans] [Cumans];>;Dark [Persians] [Persians] [Russia] [Russia] [Dark];(G2) [Watch VOD] [Watch VOD];Cumans;Persians;Cumans;FALSE;;;;;;Fortified Clearing;;
26/07/2023;19:30 UTC;[Age of Empires II];T90 Titans League 2: Silver League [T90 Titans League/2/Silver League];Fortified Clearing [Fortified Clearing];1v1;gkt_cloud [Cloud (Taiwanese player)] [Taiwan] [Taiwan] [Britons] [Britons];>;F1Re [Gurjaras] [Gurjaras] [Brazil] [Brazil] [F1Re];(G3) [Watch VOD] [Watch VOD];Britons;Gurjaras;Britons;FALSE;;;;;;Fortified Clearing;;
25/07/2023;20:00 UTC;[Age of Empires II];T90 Titans League 2: Silver League [T90 Titans League/2/Silver League];Fortified Clearing [Fortified Clearing];1v1;Ozone [Ozone] [Colombia] [Colombia] [Bengalis] [Bengalis];<;Kasva [Aztecs] [Aztecs] [Turkey] [Turkey] [Kasva];(G4) [Watch VOD] [Watch VOD];Bengalis;Aztecs;Aztecs;FALSE;;;;;;Fortified Clearing;;
