Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Kawasan;Total matches;795
18/06/2025;15:15 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Lewis [Lewis] [United Kingdom] [United Kingdom] [Portuguese] [Portuguese];<;MbL [Byzantines] [Byzantines] [Norway] [Norway] [MbL];;Portuguese;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
16/06/2025;15:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Byzantines] [Byzantines];<;FreakinAndy [Lithuanians] [Lithuanians] [Austria] [Austria] [FreakinAndy];;Byzantines;Lithuanians;Lithuanians;FALSE;;;;;;Kawasan;;
12/06/2025;20:30 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;NeoZz [NeoZz] [France] [France] [Wu] [Wu];<;FreakinAndy [Byzantines] [Byzantines] [Austria] [Austria] [FreakinAndy];;Wu;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
12/06/2025;16:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;repard [Repard] [Russia] [Russia] [Georgians] [Georgians];>;Margougou [Italians] [Italians] [France] [France] [Margougou];;Georgians;Italians;Georgians;FALSE;;;;;;Kawasan;;
12/06/2025;15:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Z40 [Z40] [Taiwan] [Taiwan] [Wu] [Wu];>;Villese [Persians] [Persians] [Finland] [Finland] [Villese];;Wu;Persians;Wu;FALSE;;;;;;Kawasan;;
12/06/2025;14:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;F1Re [F1Re] [Brazil] [Brazil] [Wu] [Wu];<;Vivi [Georgians] [Georgians] [China] [China] [Vivi];;Wu;Georgians;Georgians;FALSE;;;;;;Kawasan;;
12/06/2025;07:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Japanese] [Japanese];<;Mihai06 [Italians] [Italians] [Romania] [Romania] [Mihai06];;Japanese;Italians;Italians;FALSE;;;;;;Kawasan;;
11/06/2025;14:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Dennis [Dennis] [Hong Kong] [Hong Kong] [Lithuanians] [Lithuanians];<;Capoch [Georgians] [Georgians] [Argentina] [Argentina] [Capoch];;Lithuanians;Georgians;Georgians;FALSE;;;;;;Kawasan;;
11/06/2025;10:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;shiXo.# [ShiXo.] [Germany] [Germany] [Dravidians] [Dravidians];<;Vinchester [Wu] [Wu] [Russia] [Russia] [Vinchester];;Dravidians;Wu;Wu;FALSE;;;;;;Kawasan;;
08/06/2025;03:00 UTC;[Age of Empires II];Templar Tournament [Templar Tournament];Kawasan [Kawasan];1v1;LobodeLaNieve [LobodeLaNieve] [Mexico] [Mexico] [Byzantines] [Byzantines];<;MrOsoVC8 [Japanese] [Japanese] [Mexico] [Mexico] [MrOsoVC8];;Byzantines;Japanese;Japanese;FALSE;;;;;;Kawasan;;
08/06/2025;02:30 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Daniel [Daniel] [United States] [United States] [Portuguese] [Portuguese];>;Sora Kuma [Georgians] [Georgians] [Taiwan] [Taiwan] [Sora Kuma];;Portuguese;Georgians;Portuguese;FALSE;;;;;;Kawasan;;
07/06/2025;17:30 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Tobi [Tobi (page does not exist)] [Argentina] [Argentina] [Romans] [Romans];<;shiXo.# [Dravidians] [Dravidians] [Germany] [Germany] [ShiXo.];;Romans;Dravidians;Dravidians;FALSE;;;;;;Kawasan;;
07/06/2025;12:00 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Portuguese] [Portuguese];<;iBUYPOWER [Persians] [Persians] [China] [China] [IBUYPOWER];;Portuguese;Persians;Persians;FALSE;;;;;;Kawasan;;
06/06/2025;21:30 UTC;[Age of Empires II];Medieval Masters: Qualifier [Medieval Masters/Qualifier];Kawasan [Kawasan];1v1;Rodrixs [Rodrixs] [Argentina] [Argentina] [Wu] [Wu];<;Youpudding [Georgians] [Georgians] [Taiwan] [Taiwan] [Youpudding];;Wu;Georgians;Georgians;FALSE;;;;;;Kawasan;;
01/06/2025;16:50 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;Yo [Yo] [China] [China] [Incas] [Incas];<;Hera [Mongols] [Mongols] [Canada] [Canada] [Hera];(G6) [Watch VOD] [Watch VOD];Incas;Mongols;Mongols;FALSE;;;;;;Kawasan;;
01/06/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Persians] [Persians];<;TaToH [Malay] [Malay] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Persians;Malay;Malay;FALSE;;;;;;Kawasan;;
31/05/2025;18:55 UTC;[Age of Empires II];Torneo BancoEstado Gamer Saga [Torneo BancoEstado Gamer Saga];Kawasan [Kawasan];1v1;Whitecourt [Whitecourt] [Chile] [Chile] [Lithuanians] [Lithuanians];<;Sobek [Malians] [Malians] [Chile] [Chile] [Sobek];;Lithuanians;Malians;Malians;FALSE;;;;;;Kawasan;;
30/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;Hearttt [Hearttt] [Peru] [Peru] [Celts] [Celts];<;Liereyy [Georgians] [Georgians] [Austria] [Austria] [Liereyy];(G4) [Watch VOD] [Watch VOD];Celts;Georgians;Georgians;FALSE;;;;;;Kawasan;;
29/05/2025;18:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Georgians] [Georgians];>;Hera [Lithuanians] [Lithuanians] [Canada] [Canada] [Hera];(G3) [Watch VOD] [Watch VOD];Georgians;Lithuanians;Georgians;FALSE;;;;;;Kawasan;;
29/05/2025;15:05 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;Sitaux [Sitaux] [France] [France] [Georgians] [Georgians];<;TaToH [Malians] [Malians] [Spain] [Spain] [TaToH];(G4) [Watch VOD] [Watch VOD];Georgians;Malians;Malians;FALSE;;;;;;Kawasan;;
25/05/2025;14:10 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Persians] [Persians];<;TheViper [Portuguese] [Portuguese] [Norway] [Norway] [TheViper];(G5) [Watch VOD] [Watch VOD];Persians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
23/05/2025;14:05 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Japanese] [Japanese];<;TheViper [Wu] [Wu] [Norway] [Norway] [TheViper];(G4) [Watch VOD] [Watch VOD];Japanese;Wu;Wu;FALSE;;;;;;Kawasan;;
21/05/2025;17:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Byzantines] [Byzantines];>;TaToH [Malians] [Malians] [Spain] [Spain] [TaToH];(G5) [Watch VOD] [Watch VOD];Byzantines;Malians;Byzantines;FALSE;;;;;;Kawasan;;
20/05/2025;15:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Kawasan [Kawasan];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Italians] [Italians];>;ACCM [Portuguese] [Portuguese] [Vietnam] [Vietnam] [ACCM];(G1) [Watch VOD] [Watch VOD];Italians;Portuguese;Italians;FALSE;;;;;;Kawasan;;
18/05/2025;02:00 UTC;[Age of Empires II];House of Taurus 3 [House of Taurus 3];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Portuguese] [Portuguese];>;Prisma09 [Dravidians] [Dravidians] [Argentina] [Argentina] [Prisma09];;Portuguese;Dravidians;Portuguese;FALSE;;;;;;Kawasan;;
12/05/2025;00:15 UTC;[Age of Empires II];Torneo BancoEstado Gamer Saga [Torneo BancoEstado Gamer Saga];Kawasan [Kawasan];1v1;Shuffle [Shuffle (page does not exist)] [Chile] [Chile] [Dravidians] [Dravidians];<;Sobek [Georgians] [Georgians] [Chile] [Chile] [Sobek];;Dravidians;Georgians;Georgians;FALSE;;;;;;Kawasan;;
12/05/2025;00:10 UTC;[Age of Empires II];Torneo BancoEstado Gamer Saga [Torneo BancoEstado Gamer Saga];Kawasan [Kawasan];1v1;Sebag [Sebag (page does not exist)] [Chile] [Chile] [Portuguese] [Portuguese];<;AboKeiTo [Georgians] [Georgians] [Chile] [Chile] [AboKeiTo];;Portuguese;Georgians;Georgians;FALSE;;;;;;Kawasan;;
11/05/2025;16:10 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;dogao [Dogao] [Brazil] [Brazil] [Italians] [Italians];<;Sitaux [Malians] [Malians] [France] [France] [Sitaux];(G2) [Watch VOD] [Watch VOD];Italians;Malians;Malians;FALSE;;;;;;Kawasan;;
11/05/2025;09:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Kawasan [Kawasan];1v1;Nyusika [Nyusika] [France] [France] [Persians] [Persians];<;Lighty [Japanese] [Japanese] [France] [France] [Lighty];;Persians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
10/05/2025;17:26 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Georgians] [Georgians];<;DauT [Persians] [Persians] [Serbia] [Serbia] [DauT];;Georgians;Persians;Persians;FALSE;;;;;;Kawasan;;
10/05/2025;14:45 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;miguel [Miguel] [Brazil] [Brazil] [Berbers] [Berbers];>;NeoZz [Italians] [Italians] [France] [France] [NeoZz];;Berbers;Italians;Berbers;FALSE;;;;;;Kawasan;;
10/05/2025;09:35 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Kawasan [Kawasan];1v1;Kedaxx [Kedaxx (page does not exist)] [France] [France] [Huns] [Huns];>;MoJRiM [Portuguese] [Portuguese] [Morocco] [Morocco] [MoJRiM (page does not exist)];;Huns;Portuguese;Huns;FALSE;;;;;;Kawasan;;
09/05/2025;16:40 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Kawasan [Kawasan];1v1;Kitchiro [Kitchiro (page does not exist)] [France] [France] [Georgians] [Georgians];<;Leonidas [Japanese] [Japanese] [France] [France] [Leonidas (page does not exist)];;Georgians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
09/05/2025;16:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;miguel [Miguel] [Brazil] [Brazil] [Lithuanians] [Lithuanians];>;st4rk [Malians] [Malians] [Brazil] [Brazil] [St4rk];;Lithuanians;Malians;Lithuanians;FALSE;;;;;;Kawasan;;
09/05/2025;12:20 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;Socksyy [Socksyy] [Australia] [Australia] [Mongols] [Mongols];<;Vivi [Portuguese] [Portuguese] [China] [China] [Vivi];;Mongols;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
09/05/2025;11:25 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;Lamo [Lamo] [Latvia] [Latvia] [Italians] [Italians];>;Dragonstar [Italians] [Italians] [India] [India] [The Dragonstar];;Italians;Italians;Italians;TRUE;;;;;;Kawasan;;
09/05/2025;08:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Kawasan [Kawasan];1v1;Gryphon [Gryphon (page does not exist)] [France] [France] [Byzantines] [Byzantines];<;Kedaxx [Italians] [Italians] [France] [France] [Kedaxx (page does not exist)];;Byzantines;Italians;Italians;FALSE;;;;;;Kawasan;;
08/05/2025;18:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;IXAM [IXAM (page does not exist)] [Argentina] [Argentina] [Lithuanians] [Lithuanians];<;dogao [Portuguese] [Portuguese] [Brazil] [Brazil] [Dogao];;Lithuanians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
08/05/2025;17:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Kawasan [Kawasan];1v1;Rodrixs [Rodrixs] [Argentina] [Argentina] [Japanese] [Japanese];<;Vinchester [Khmer] [Khmer] [Russia] [Russia] [Vinchester];;Japanese;Khmer;Khmer;FALSE;;;;;;Kawasan;;
08/05/2025;13:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Kawasan [Kawasan];1v1;Helicol [Helicol (page does not exist)] [France] [France] [Huns] [Huns];>;Thanouille [Italians] [Italians] [France] [France] [Thanouille (page does not exist)];;Huns;Italians;Huns;FALSE;;;;;;Kawasan;;
08/05/2025;11:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Kawasan [Kawasan];1v1;Kitchiro [Kitchiro (page does not exist)] [France] [France] [Mongols] [Mongols];<;Zephyse [Byzantines] [Byzantines] [France] [France] [Zephyse (page does not exist)];;Mongols;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
07/05/2025;22:00 UTC;[Age of Empires II];Torneo BancoEstado Gamer Saga [Torneo BancoEstado Gamer Saga];Kawasan [Kawasan];1v1;benja23 [Benja23 (page does not exist)] [Chile] [Chile] [Armenians] [Armenians];<;Pinkman [Japanese] [Japanese] [Chile] [Chile] [Pinkman (page does not exist)];;Armenians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
04/05/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Italians] [Italians];>;Vinchester [Malians] [Malians] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Italians;Malians;Italians;FALSE;;;;;;Kawasan;;
03/05/2025;18:15 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;dogao [Dogao] [Brazil] [Brazil] [Japanese] [Japanese];>;Mihai06 [Huns] [Huns] [Romania] [Romania] [Mihai06];;Japanese;Huns;Japanese;FALSE;;;;;;Kawasan;;
03/05/2025;17:20 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Malay] [Malay];<;Barles [Portuguese] [Portuguese] [Poland] [Poland] [Barles];;Malay;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
03/05/2025;16:25 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;Vivi [Vivi] [China] [China] [Koreans] [Koreans];<;Sitaux [Japanese] [Japanese] [France] [France] [Sitaux];;Koreans;Japanese;Japanese;FALSE;;;;;;Kawasan;;
03/05/2025;16:20 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Japanese] [Japanese];<;JorDan_AoE [Portuguese] [Portuguese] [Germany] [Germany] [JorDan AoE];(G1) [Watch VOD] [Watch VOD];Japanese;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
03/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;F1Re [F1Re] [Brazil] [Brazil] [Portuguese] [Portuguese];<;Sitaux [Malians] [Malians] [France] [France] [Sitaux];;Portuguese;Malians;Malians;FALSE;;;;;;Kawasan;;
03/05/2025;11:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;Thành C? Qu?ng Tr? [Thành C? Qu?ng Tr?] [Vietnam] [Vietnam] [Malians] [Malians];<;F1Re [Portuguese] [Portuguese] [Brazil] [Brazil] [F1Re];;Malians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
03/05/2025;03:00 UTC;[Age of Empires II];Aussie Ascension [Aussie Ascension];Kawasan [Kawasan];1v1;Fudge [Fudge (page does not exist)] [Australia] [Australia] [Mayans] [Mayans];<;Rayzor [Japanese] [Japanese] [Australia] [Australia] [Rayzor];;Mayans;Japanese;Japanese;FALSE;;;;;;Kawasan;;
02/05/2025;20:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;Combitooo [Combito] [Mexico] [Mexico] [Italians] [Italians];<;KingstoNe [Byzantines] [Byzantines] [Mexico] [Mexico] [KingstoNe];;Italians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
02/05/2025;16:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;GoKu [GoKu] [Brazil] [Brazil] [Portuguese] [Portuguese];<;lyx [Persians] [Persians] [China] [China] [Lyx];(G2) [Watch VOD] [Watch VOD];Portuguese;Persians;Persians;FALSE;;;;;;Kawasan;;
02/05/2025;16:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;Andre_2i [Andre 2i (page does not exist)] [Romania] [Romania] [Italians] [Italians];<;dogao [Portuguese] [Portuguese] [Brazil] [Brazil] [Dogao];;Italians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
02/05/2025;15:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;DOOMSTER :D [DOOMSTER] [India] [India] [Malians] [Malians];<;Margougou [Malay] [Malay] [France] [France] [Margougou];;Malians;Malay;Malay;FALSE;;;;;;Kawasan;;
29/04/2025;17:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Kawasan [Kawasan];1v1;GGOut [GGOut] [Sweden] [Sweden] [Bengalis] [Bengalis];<;MBL [Japanese] [Japanese] [Norway] [Norway] [MbL];(G3) [Watch VOD] [Watch VOD];Bengalis;Japanese;Japanese;FALSE;;;;;;Kawasan;;
28/04/2025;17:00 UTC;[Age of Empires II];Vico House Cup III: Showmatch - DauT vs Sitaux [Vico House Cup/3/Showmatch];Kawasan [Kawasan];1v1;Sitaux [Sitaux] [France] [France] [Japanese] [Japanese];>;DauT [Celts] [Celts] [Serbia] [Serbia] [DauT];;Japanese;Celts;Japanese;FALSE;;;;;;Kawasan;;
26/04/2025;15:55 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;Sitaux [Sitaux] [France] [France] [Italians] [Italians];<;DauT [Portuguese] [Portuguese] [Serbia] [Serbia] [DauT];(G1) [Watch VOD] [Watch VOD];Italians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Japanese] [Japanese];>;FreakinAndy [Georgians] [Georgians] [Austria] [Austria] [FreakinAndy];;Japanese;Georgians;Japanese;FALSE;;;;;;Kawasan;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;Ciskhan [Ciskhan] [France] [France] [Georgians] [Georgians];<;Nicov [Malians] [Malians] [Argentina] [Argentina] [Nicov];;Georgians;Malians;Malians;FALSE;;;;;;Kawasan;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;dogao [Dogao] [Brazil] [Brazil] [Malians] [Malians];<;Capoch [Portuguese] [Portuguese] [Argentina] [Argentina] [Capoch];;Malians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;Valas [Valas] [Finland] [Finland] [Persians] [Persians];<;DauT [Japanese] [Japanese] [Serbia] [Serbia] [DauT];(G1) [Watch VOD] [Watch VOD];Persians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
26/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;AntagonisT [IAnTaGoNiStI] [Russia] [Russia] [Georgians] [Georgians];<;ACCM [Lithuanians] [Lithuanians] [Vietnam] [Vietnam] [ACCM];;Georgians;Lithuanians;Lithuanians;FALSE;;;;;;Kawasan;;
25/04/2025;17:10 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;LobodeLaNieve [LobodeLaNieve] [Mexico] [Mexico] [Portuguese] [Portuguese];<;Capoch [Byzantines] [Byzantines] [Argentina] [Argentina] [Capoch];;Portuguese;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
24/04/2025;15:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;Thành C? Qu?ng Tr? [Thành C? Qu?ng Tr?] [Vietnam] [Vietnam] [Japanese] [Japanese];>;F1Re [Malians] [Malians] [Brazil] [Brazil] [F1Re];(G5) [Watch VOD] [Watch VOD];Japanese;Malians;Japanese;FALSE;;;;;;Kawasan;;
17/04/2025;21:00 UTC;[Age of Empires II];House of Taurus 3 [House of Taurus 3];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Portuguese] [Portuguese];>;Rodrixs [Aztecs] [Aztecs] [Argentina] [Argentina] [Rodrixs];;Portuguese;Aztecs;Portuguese;FALSE;;;;;;Kawasan;;
13/04/2025;21:30 UTC;[Age of Empires II];House of Taurus 3 [House of Taurus 3];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Byzantines] [Byzantines];>;Nahue05 [Malians] [Malians] [Argentina] [Argentina] [Nahuel05];;Byzantines;Malians;Byzantines;FALSE;;;;;;Kawasan;;
17/03/2025;;[Age of Empires II];House of Taurus 3 [House of Taurus 3];Kawasan [Kawasan];1v1;Eskabe [Eskabe] [Argentina] [Argentina] [Byzantines] [Byzantines];<;Nahue05 [Portuguese] [Portuguese] [Argentina] [Argentina] [Nahuel05];;Byzantines;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
14/03/2025;23:00 UTC;[Age of Empires II];House of Taurus 3 [House of Taurus 3];Kawasan [Kawasan];1v1;Prisma09 [Prisma09] [Argentina] [Argentina] [Japanese] [Japanese];>;Tatengue [Malay] [Malay] [Argentina] [Argentina] [Tatengue];;Japanese;Malay;Japanese;FALSE;;;;;;Kawasan;;
17/01/2025;21:00 UTC;[Age of Empires II];The Most Powerful Knight 2 [The Most Powerful Knight 2];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Byzantines] [Byzantines];>;Prisma09 [Portuguese] [Portuguese] [Argentina] [Argentina] [Prisma09];;Byzantines;Portuguese;Byzantines;FALSE;;;;;;Kawasan;;
11/01/2025;18:00 UTC;[Age of Empires II];Tarnished Death Match: Season 3 [Tarnished Death Match/3];Kawasan [Kawasan];1v1;HazZy [HazZy] [United States] [United States] [Burmese] [Burmese];<;Frost_9 [Teutons] [Teutons] [Sweden] [Sweden] [Frost 9];;Burmese;Teutons;Teutons;FALSE;;;;;;Kawasan;;
11/01/2025;00:30 UTC;[Age of Empires II];The Most Powerful Knight 2 [The Most Powerful Knight 2];Kawasan [Kawasan];1v1;Nahuel05 [Nahuel05] [Argentina] [Argentina] [Portuguese] [Portuguese];<;Prisma09 [Lithuanians] [Lithuanians] [Argentina] [Argentina] [Prisma09];;Portuguese;Lithuanians;Lithuanians;FALSE;;;;;;Kawasan;;
18/12/2024;18:35 UTC;[Age of Empires II];Tarnished Death Match: Season 3 [Tarnished Death Match/3];Kawasan [Kawasan];1v1;Maldhar [Maldhar (page does not exist)] [Canada] [Canada] [Malians] [Malians];<;Frost_9 [Mongols] [Mongols] [Sweden] [Sweden] [Frost 9];;Malians;Mongols;Mongols;FALSE;;;;;;Kawasan;;
17/12/2024;18:00 UTC;[Age of Empires II];Tarnished Death Match: Season 3 [Tarnished Death Match/3];Kawasan [Kawasan];1v1;Ganji [Ganji] [Sweden] [Sweden] [Sicilians] [Sicilians];>;Maldhar [Huns] [Huns] [Canada] [Canada] [Maldhar (page does not exist)];;Sicilians;Huns;Sicilians;FALSE;;;;;;Kawasan;;
16/12/2024;20:00 UTC;[Age of Empires II];Tarnished Death Match: Season 3 [Tarnished Death Match/3];Kawasan [Kawasan];1v1;TwEpY [TwEpY (page does not exist)] [United Kingdom] [United Kingdom] [Slavs] [Slavs];>;Maldhar [Celts] [Celts] [Canada] [Canada] [Maldhar (page does not exist)];;Slavs;Celts;Slavs;FALSE;;;;;;Kawasan;;
15/12/2024;20:00 UTC;[Age of Empires II];Tarnished Death Match: Season 3 [Tarnished Death Match/3];Kawasan [Kawasan];1v1;Ganji [Ganji] [Sweden] [Sweden] [Sicilians] [Sicilians];>;TwEpY [Bohemians] [Bohemians] [United Kingdom] [United Kingdom] [TwEpY (page does not exist)];;Sicilians;Bohemians;Sicilians;FALSE;;;;;;Kawasan;;
15/12/2024;18:00 UTC;[Age of Empires II];Tarnished Death Match: Season 3 [Tarnished Death Match/3];Kawasan [Kawasan];1v1;Maldhar [Maldhar (page does not exist)] [Canada] [Canada] [Mongols] [Mongols];<;HazZy [Slavs] [Slavs] [United States] [United States] [HazZy];;Mongols;Slavs;Slavs;FALSE;;;;;;Kawasan;;
14/12/2024;16:00 UTC;[Age of Empires II];Tarnished Death Match: Season 3 [Tarnished Death Match/3];Kawasan [Kawasan];1v1;Ganji [Ganji] [Sweden] [Sweden] [Celts] [Celts];<;Frost_9 [Sicilians] [Sicilians] [Sweden] [Sweden] [Frost 9];;Celts;Sicilians;Sicilians;FALSE;;;;;;Kawasan;;
