Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Kawasan;Total matches;795
25/07/2024;14:00 UTC;[Age of Empires II];Kingsnipe Cup 2 [Kingsnipe Cup/2];Kawasan [Kawasan];1v1;Thành C? Qu?ng Tr? [Thành C? Qu?ng Tr?] [Vietnam] [Vietnam] [Persians] [Persians];<;The_Dragonstar [Dravidians] [Dravidians] [India] [India] [The Dragonstar];;Persians;Dravidians;Dravidians;FALSE;;;;;;Kawasan;;
24/07/2024;18:00 UTC;[Age of Empires II];Kingsnipe Cup 2 [Kingsnipe Cup/2];Kawasan [Kawasan];1v1;Anakin [Anakin] [Argentina] [Argentina] [Malians] [Malians];<;Argh [Italians] [Italians] [Poland] [Poland] [Argh];;Malians;Italians;Italians;FALSE;;;;;;Kawasan;;
24/07/2024;12:00 UTC;[Age of Empires II];SalzZ Cup IV [SalzZ Cup/4];Kawasan [Kawasan];1v1;forvin [Forvin] [Russia] [Russia] [Italians] [Italians];<;repard [Malians] [Malians] [Russia] [Russia] [Repard];;Italians;Malians;Malians;FALSE;;;;;;Kawasan;;
23/07/2024;13:00 UTC;[Age of Empires II];SalzZ Cup IV [SalzZ Cup/4];Kawasan [Kawasan];1v1;Nixishin [Nixishin] [Russia] [Russia] [Malians] [Malians];<;Vinchester [Georgians] [Georgians] [Russia] [Russia] [Vinchester];;Malians;Georgians;Georgians;FALSE;;;;;;Kawasan;;
21/07/2024;16:00 UTC;[Age of Empires II];Fox Invitational Yaoundé [Fox Invitational Yaoundé];Kawasan [Kawasan];1v1;Tointoin [Tointoin] [France] [France] [Japanese] [Japanese];>;Gryphon [Georgians] [Georgians] [France] [France] [Gryphon (page does not exist)];;Japanese;Georgians;Japanese;FALSE;;;;;;Kawasan;;
21/07/2024;;[Age of Empires II];SalzZ Cup IV: Qualifier 2 [SalzZ Cup/4/Qualifier/2];Kawasan [Kawasan];1v1;Li_78 [Li 78] [Russia] [Russia] [Khmer] [Khmer];<;Nixishin [Malians] [Malians] [Russia] [Russia] [Nixishin];;Khmer;Malians;Malians;FALSE;;;;;;Kawasan;;
21/07/2024;;[Age of Empires II];SalzZ Cup IV: Qualifier 2 [SalzZ Cup/4/Qualifier/2];Kawasan [Kawasan];1v1;Denchik_Ne_Lohx [Denchik Ne Lohx (page does not exist)] [Russia] [Russia] [Persians] [Persians];>;forvin [Japanese] [Japanese] [Russia] [Russia] [Forvin];;Persians;Japanese;Persians;FALSE;;;;;;Kawasan;;
20/07/2024;17:00 UTC;[Age of Empires II];Kingsnipe Cup 2 [Kingsnipe Cup/2];Kawasan [Kawasan];1v1;The Illusionist [The Illusionist] [Slovakia] [Slovakia] [Italians] [Italians];<;El_Matador [Byzantines] [Byzantines] [Germany] [Germany] [El Matador];;Italians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
19/07/2024;21:00 UTC;[Age of Empires II];Fox Invitational Yaoundé [Fox Invitational Yaoundé];Kawasan [Kawasan];1v1;anakin [Anakin] [Argentina] [Argentina] [Malians] [Malians];>;The Illusionist [Georgians] [Georgians] [Slovakia] [Slovakia] [The Illusionist];;Malians;Georgians;Malians;FALSE;;;;;;Kawasan;;
19/07/2024;08:00 UTC;[Age of Empires II];Kingsnipe Cup 2 [Kingsnipe Cup/2];Kawasan [Kawasan];1v1;Thành C? Qu?ng Tr? [Thành C? Qu?ng Tr?] [Vietnam] [Vietnam] [Vietnamese] [Vietnamese];<;AntagonisT [Japanese] [Japanese] [Russia] [Russia] [IAnTaGoNiStI];;Vietnamese;Japanese;Japanese;FALSE;;;;;;Kawasan;;
19/07/2024;;[Age of Empires II];SalzZ Cup IV: Qualifier 1 [SalzZ Cup/4/Qualifier/1];Kawasan [Kawasan];1v1;Nixishin [Nixishin] [Russia] [Russia] [Franks] [Franks];<;IAnTaGoNiStI [Malians] [Malians] [Russia] [Russia] [IAnTaGoNiStI];;Franks;Malians;Malians;FALSE;;;;;;Kawasan;;
18/07/2024;17:00 UTC;[Age of Empires II];SalzZ Cup IV: Qualifier 1 [SalzZ Cup/4/Qualifier/1];Kawasan [Kawasan];1v1;XyBBaByBBa [XyBBaByBBa] [Russia] [Russia] [Lithuanians] [Lithuanians];<;Bo-FORCE [Sicilians] [Sicilians] [Belarus] [Belarus] [Bo-FORCE];;Lithuanians;Sicilians;Sicilians;FALSE;;;;;;Kawasan;;
17/07/2024;18:00 UTC;[Age of Empires II];Fox Invitational Yaoundé [Fox Invitational Yaoundé];Kawasan [Kawasan];1v1;shiXo.# [ShiXo.] [Germany] [Germany] [Byzantines] [Byzantines];<;Nyusika [Dravidians] [Dravidians] [France] [France] [Nyusika];;Byzantines;Dravidians;Dravidians;FALSE;;;;;;Kawasan;;
17/07/2024;15:30 UTC;[Age of Empires II];Fox Invitational Yaoundé [Fox Invitational Yaoundé];Kawasan [Kawasan];1v1;Capout [Capout] [France] [France] [Portuguese] [Portuguese];<;Wean Dinchester [Japanese] [Japanese] [Austria] [Austria] [Wean Dinchester];;Portuguese;Japanese;Japanese;FALSE;;;;;;Kawasan;;
15/07/2024;12:00 UTC;[Age of Empires II];Fox Invitational Yaoundé [Fox Invitational Yaoundé];Kawasan [Kawasan];1v1;Tointoin [Tointoin] [France] [France] [Japanese] [Japanese];<;Beigu [Portuguese] [Portuguese] [China] [China] [Beigu (page does not exist)];;Japanese;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
14/07/2024;21:00 UTC;[Age of Empires II];Kingsnipe Cup 2 [Kingsnipe Cup/2];Kawasan [Kawasan];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Persians] [Persians];>;OLADUSHEK [Malians] [Malians] [Belarus] [Belarus] [OLADUSHEK];;Persians;Malians;Persians;FALSE;;;;;;Kawasan;;
14/07/2024;10:00 UTC;[Age of Empires II];Kingsnipe Cup 2 [Kingsnipe Cup/2];Kawasan [Kawasan];1v1;DeJake [DeJake (page does not exist)] [Australia] [Australia] [Portuguese] [Portuguese];<;El_Matador [Persians] [Persians] [Germany] [Germany] [El Matador];;Portuguese;Persians;Persians;FALSE;;;;;;Kawasan;;
10/07/2024;20:00 UTC;[Age of Empires II];Kingsnipe Cup 2: Qualifier [Kingsnipe Cup/2/Qualifier];Kawasan [Kawasan];1v1;Lorhey [Lorhey (page does not exist)] [Germany] [Germany] [Saracens] [Saracens];<;Funny__Liquid [Huns] [Huns] [Israel] [Israel] [Funny Liquid (page does not exist)];;Saracens;Huns;Huns;FALSE;;;;;;Kawasan;;
08/07/2024;12:30 UTC;[Age of Empires II];Kingsnipe Cup 2: Qualifier [Kingsnipe Cup/2/Qualifier];Kawasan [Kawasan];1v1;shiXo.# [ShiXo.] [Germany] [Germany] [Byzantines] [Byzantines];>;alphasinus [Japanese] [Japanese] [India] [India] [Alphasinus (page does not exist)];;Byzantines;Japanese;Byzantines;FALSE;;;;;;Kawasan;;
07/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Byzantines] [Byzantines];<;Sebastian [Georgians] [Georgians] [Uruguay] [Uruguay] [Sebastian];(G2) [Watch VOD] [Watch VOD];Byzantines;Georgians;Georgians;FALSE;;;;;;Kawasan;;
03/06/2024;17:40 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;Hearttt [Hearttt] [Peru] [Peru] [Byzantines] [Byzantines];<;TaToH [Georgians] [Georgians] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Byzantines;Georgians;Georgians;FALSE;;;;;;Kawasan;;
03/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;TheMbL [MbL] [Norway] [Norway] [Malians] [Malians];>;Sitaux [Japanese] [Japanese] [France] [France] [Sitaux];(G2) [Watch VOD] [Watch VOD];Malians;Japanese;Malians;FALSE;;;;;;Kawasan;;
02/06/2024;18:00 UTC;[Age of Empires II];ArgenLeague 3: 2da División [ArgenLeague 3: 2da Division];Kawasan [Kawasan];1v1;Tigger King [Tigger King (page does not exist)] [Argentina] [Argentina] [Franks] [Franks];<;Anakin [Malians] [Malians] [Argentina] [Argentina] [Anakin];;Franks;Malians;Malians;FALSE;;;;;;Kawasan;;
02/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Japanese] [Japanese];>;Liereyy [Persians] [Persians] [Austria] [Austria] [Liereyy];(G2) [Watch VOD] [Watch VOD];Japanese;Persians;Japanese;FALSE;;;;;;Kawasan;;
02/06/2024;01:30 UTC;[Age of Empires II];ArgenLeague 3 [ArgenLeague/3];Kawasan [Kawasan];1v1;Biry [Biry] [Argentina] [Argentina] [Japanese] [Japanese];>;Prisma09 [Persians] [Persians] [Argentina] [Argentina] [Prisma09];;Japanese;Persians;Japanese;FALSE;;;;;;Kawasan;;
28/05/2024;19:00 UTC;[Age of Empires II];ArgenLeague 3: 2da División [ArgenLeague 3: 2da Division];Kawasan [Kawasan];1v1;AssassinLaser [AssassinLaser (page does not exist)] [Argentina] [Argentina] [Franks] [Franks];<;Koala26 [Japanese] [Japanese] [Argentina] [Argentina] [Koala26 (page does not exist)];;Franks;Japanese;Japanese;FALSE;;;;;;Kawasan;;
24/05/2024;21:00 UTC;[Age of Empires II];ArgenLeague 3 [ArgenLeague/3];Kawasan [Kawasan];1v1;Nahuel05_ [Nahuel05] [Argentina] [Argentina] [Malians] [Malians];<;Lucho [Portuguese] [Portuguese] [Argentina] [Argentina] [Lucho];;Malians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
24/05/2024;17:30 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Capoch [Capoch] [Argentina] [Argentina] [Malians] [Malians];<;Villese [Portuguese] [Portuguese] [Finland] [Finland] [Villese];;Malians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
24/05/2024;15:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Persians] [Persians];>;Liereyy [Khmer] [Khmer] [Austria] [Austria] [Liereyy];;Persians;Khmer;Persians;FALSE;;;;;;Kawasan;;
23/05/2024;17:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Dark [Dark] [Russia] [Russia] [Mayans] [Mayans];>;Nahuel05_ [Byzantines] [Byzantines] [Argentina] [Argentina] [Nahuel05];;Mayans;Byzantines;Mayans;FALSE;;;;;;Kawasan;;
23/05/2024;12:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;z40 [Z40] [Taiwan] [Taiwan] [Persians] [Persians];>;Ganji [Japanese] [Japanese] [Sweden] [Sweden] [Ganji];;Persians;Japanese;Persians;FALSE;;;;;;Kawasan;;
23/05/2024;09:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Malay] [Malay];>;Valas [Malay] [Malay] [Finland] [Finland] [Valas];;Malay;Malay;Malay;TRUE;;;;;;Kawasan;;
22/05/2024;14:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Byzantines] [Byzantines];<;Liereyy [Japanese] [Japanese] [Austria] [Austria] [Liereyy];;Byzantines;Japanese;Japanese;FALSE;;;;;;Kawasan;;
20/05/2024;01:00 UTC;[Age of Empires II];ArgenLeague 3 [ArgenLeague/3];Kawasan [Kawasan];1v1;RivuxTV [RivuxTV] [Argentina] [Argentina] [Malians] [Malians];<;Capoch [Portuguese] [Portuguese] [Argentina] [Argentina] [Capoch];;Malians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
19/05/2024;20:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Monoz [Monoz] [Argentina] [Argentina] [Malians] [Malians];<;FreakinAndy [Georgians] [Georgians] [Austria] [Austria] [FreakinAndy];;Malians;Georgians;Georgians;FALSE;;;;;;Kawasan;;
19/05/2024;15:30 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;gkt_cloud [Cloud (Taiwanese player)] [Taiwan] [Taiwan] [Malians] [Malians];<;dogao [Byzantines] [Byzantines] [Brazil] [Brazil] [Dogao];;Malians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
19/05/2024;14:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Sora Kuma [Sora Kuma] [Taiwan] [Taiwan] [Byzantines] [Byzantines];>;Ozone [Japanese] [Japanese] [Colombia] [Colombia] [Ozone];;Byzantines;Japanese;Byzantines;FALSE;;;;;;Kawasan;;
18/05/2024;14:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;DauT [DauT] [Serbia] [Serbia] [Portuguese] [Portuguese];<;Sebastian [Persians] [Persians] [Uruguay] [Uruguay] [Sebastian];;Portuguese;Persians;Persians;FALSE;;;;;;Kawasan;;
18/05/2024;10:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Lyx [Lyx] [China] [China] [Portuguese] [Portuguese];<;classicpro [Byzantines] [Byzantines] [Ukraine] [Ukraine] [Classicpro];;Portuguese;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
17/05/2024;15:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Persians] [Persians];<;Sebastian [Portuguese] [Portuguese] [Uruguay] [Uruguay] [Sebastian];;Persians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
16/05/2024;17:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Dratek [Dratek] [Czechia] [Czechia] [Portuguese] [Portuguese];<;Lyx [Portuguese] [Portuguese] [China] [China] [Lyx];;Portuguese;Portuguese;Portuguese;TRUE;;;;;;Kawasan;;
16/05/2024;17:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;wisenatic [Wisenatic] [Germany] [Germany] [Malay] [Malay];<;Ozone [Lithuanians] [Lithuanians] [Colombia] [Colombia] [Ozone];;Malay;Lithuanians;Lithuanians;FALSE;;;;;;Kawasan;;
16/05/2024;17:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;El_Matador [El Matador] [Germany] [Germany] [Persians] [Persians];<;Capoch [Persians] [Persians] [Argentina] [Argentina] [Capoch];;Persians;Persians;Persians;TRUE;;;;;;Kawasan;;
16/05/2024;11:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Kongen [Kongensgade] [Denmark] [Denmark] [Byzantines] [Byzantines];<;Ciskhan [Japanese] [Japanese] [France] [France] [Ciskhan];;Byzantines;Japanese;Japanese;FALSE;;;;;;Kawasan;;
16/05/2024;03:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Youpudding [Youpudding] [Taiwan] [Taiwan] [Portuguese] [Portuguese];<;Nahuel05_ [Japanese] [Japanese] [Argentina] [Argentina] [Nahuel05];;Portuguese;Japanese;Japanese;FALSE;;;;;;Kawasan;;
14/05/2024;17:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;rosso [Rosso (page does not exist)] [Hungary] [Hungary] [Lithuanians] [Lithuanians];<;miguel [Japanese] [Japanese] [Brazil] [Brazil] [Miguel];;Lithuanians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
14/05/2024;14:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;dog9you [Dog9you (page does not exist)] [Hong Kong] [Hong Kong] [Persians] [Persians];<;Target331 [Persians] [Persians] [Germany] [Germany] [Target331];;Persians;Persians;Persians;TRUE;;;;;;Kawasan;;
14/05/2024;13:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;Storm [Storm (page does not exist)] [Germany] [Germany] [Lithuanians] [Lithuanians];<;Valas [Celts] [Celts] [Finland] [Finland] [Valas];;Lithuanians;Celts;Celts;FALSE;;;;;;Kawasan;;
14/05/2024;12:00 UTC;[Age of Empires II];Warlords III: Qualifier 2 [Warlords/3/Qualifier/2];Kawasan [Kawasan];1v1;grathwrang [Grathwrang] [Canada] [Canada] [Japanese] [Japanese];<;Villese [Armenians] [Armenians] [Finland] [Finland] [Villese];;Japanese;Armenians;Armenians;FALSE;;;;;;Kawasan;;
12/05/2024;17:25 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Hearttt [Hearttt] [Peru] [Peru] [Georgians] [Georgians];<;DauT [Byzantines] [Byzantines] [Serbia] [Serbia] [DauT];;Georgians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
11/05/2024;17:30 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Persians] [Persians];<;Barles [Persians] [Persians] [Poland] [Poland] [Barles];;Persians;Persians;Persians;TRUE;;;;;;Kawasan;;
10/05/2024;17:30 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Nicov [Nicov] [Argentina] [Argentina] [Malians] [Malians];>;Liereyy [Persians] [Persians] [Austria] [Austria] [Liereyy];;Malians;Persians;Malians;FALSE;;;;;;Kawasan;;
10/05/2024;15:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Mihai06 [Mihai06] [Romania] [Romania] [Malians] [Malians];<;Sitaux [Italians] [Italians] [France] [France] [Sitaux];;Malians;Italians;Italians;FALSE;;;;;;Kawasan;;
09/05/2024;18:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Capoch [Capoch] [Argentina] [Argentina] [Portuguese] [Portuguese];<;Sitaux [Malians] [Malians] [France] [France] [Sitaux];;Portuguese;Malians;Malians;FALSE;;;;;;Kawasan;;
09/05/2024;13:30 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;TheViper [TheViper] [Norway] [Norway] [Mongols] [Mongols];>;TaToH [Persians] [Persians] [Spain] [Spain] [TaToH];;Mongols;Persians;Mongols;FALSE;;;;;;Kawasan;;
08/05/2024;14:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Portuguese] [Portuguese];>;Barles [Malians] [Malians] [Poland] [Poland] [Barles];;Portuguese;Malians;Portuguese;FALSE;;;;;;Kawasan;;
06/05/2024;15:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;Sitaux [Sitaux] [France] [France] [Persians] [Persians];<;Yo [Georgians] [Georgians] [China] [China] [Yo];;Persians;Georgians;Georgians;FALSE;;;;;;Kawasan;;
05/05/2024;12:30 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Georgians] [Georgians];>;Liereyy [Persians] [Persians] [Austria] [Austria] [Liereyy];;Georgians;Persians;Georgians;FALSE;;;;;;Kawasan;;
05/05/2024;11:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Survivalist [Survivalist] [Canada] [Canada] [Ethiopians] [Ethiopians];<;VIVI [Byzantines] [Byzantines] [China] [China] [Vivi];;Ethiopians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
05/05/2024;04:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;z40 [Z40] [Taiwan] [Taiwan] [Italians] [Italians];<;Hearttt [Portuguese] [Portuguese] [Peru] [Peru] [Hearttt];;Italians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
04/05/2024;15:50 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Georgians] [Georgians];<;Yo [Byzantines] [Byzantines] [China] [China] [Yo];(G4) [Watch VOD] [Watch VOD];Georgians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
03/05/2024;17:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Saracens] [Saracens];<;MbL [Georgians] [Georgians] [Norway] [Norway] [MbL];;Saracens;Georgians;Georgians;FALSE;;;;;;Kawasan;;
03/05/2024;16:20 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Persians] [Persians];>;TheViper [Spanish] [Spanish] [Norway] [Norway] [TheViper];(G5) [Watch VOD] [Watch VOD];Persians;Spanish;Persians;FALSE;;;;;;Kawasan;;
03/05/2024;14:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;Sitaux [Sitaux] [France] [France] [Persians] [Persians];<;Villese [Malians] [Malians] [Finland] [Finland] [Villese];;Persians;Malians;Malians;FALSE;;;;;;Kawasan;;
03/05/2024;13:30 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Georgians] [Georgians];>;Yo [Japanese] [Japanese] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Georgians;Japanese;Georgians;FALSE;;;;;;Kawasan;;
03/05/2024;12:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;wide [Wide] [Russia] [Russia] [Georgians] [Georgians];<;FreakinAndy [Japanese] [Japanese] [Austria] [Austria] [FreakinAndy];;Georgians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
02/05/2024;18:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;wisenatic [Wisenatic] [Germany] [Germany] [Berbers] [Berbers];>;dogao [Persians] [Persians] [Brazil] [Brazil] [Dogao];(G3) [Watch VOD] [Watch VOD];Berbers;Persians;Berbers;FALSE;;;;;;Kawasan;;
02/05/2024;14:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Georgians] [Georgians];>;ACCM [Portuguese] [Portuguese] [Vietnam] [Vietnam] [ACCM];;Georgians;Portuguese;Georgians;FALSE;;;;;;Kawasan;;
02/05/2024;09:30 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Sir_hellequinn [Sir hellequinn (page does not exist)] [Germany] [Germany] [Malians] [Malians];<;Valas [Byzantines] [Byzantines] [Finland] [Finland] [Valas];;Malians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
01/05/2024;18:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Lithuanians] [Lithuanians];>;Pela [Mongols] [Mongols] [Argentina] [Argentina] [Pela];(G4) [Watch VOD] [Watch VOD];Lithuanians;Mongols;Lithuanians;FALSE;;;;;;Kawasan;;
01/05/2024;16:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;wide [Wide] [Russia] [Russia] [Malians] [Malians];<;Nahuel05_ [Byzantines] [Byzantines] [Argentina] [Argentina] [Nahuel05];(G2) [Watch VOD] [Watch VOD];Malians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
01/05/2024;10:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Survivalist [Survivalist] [Canada] [Canada] [Ethiopians] [Ethiopians];<;Dr.Kozmonot [Malians] [Malians] [Turkey] [Turkey] [Dr.Kozmonot];(G3) [Watch VOD] [Watch VOD];Ethiopians;Malians;Malians;FALSE;;;;;;Kawasan;;
30/04/2024;20:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;ThunderboltX [ThunderboltX] [Bulgaria] [Bulgaria] [Malians] [Malians];<;Ozone [Georgians] [Georgians] [Colombia] [Colombia] [Ozone];;Malians;Georgians;Georgians;FALSE;;;;;;Kawasan;;
30/04/2024;18:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Lamo [Lamo] [Latvia] [Latvia] [Japanese] [Japanese];<;Fedex [Lithuanians] [Lithuanians] [Argentina] [Argentina] [Fedex];;Japanese;Lithuanians;Lithuanians;FALSE;;;;;;Kawasan;;
30/04/2024;17:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;Dark [Dark] [Russia] [Russia] [Portuguese] [Portuguese];<;Vinchester [Georgians] [Georgians] [Russia] [Russia] [Vinchester];;Portuguese;Georgians;Georgians;FALSE;;;;;;Kawasan;;
30/04/2024;16:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Terz [Terz] [Germany] [Germany] [Portuguese] [Portuguese];>;z40 [Khmer] [Khmer] [Taiwan] [Taiwan] [Z40];;Portuguese;Khmer;Portuguese;FALSE;;;;;;Kawasan;;
30/04/2024;15:30 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;Target331 [Target331] [Germany] [Germany] [Lithuanians] [Lithuanians];<;Nicov [Persians] [Persians] [Argentina] [Argentina] [Nicov];;Lithuanians;Persians;Persians;FALSE;;;;;;Kawasan;;
29/04/2024;18:00 UTC;[Age of Empires II];Thalassocracy Cup [Thalassocracy Cup];Kawasan [Kawasan];1v1;Target331 [Target331] [Germany] [Germany] [Persians] [Persians];>;Pela [Georgians] [Georgians] [Argentina] [Argentina] [Pela];;Persians;Georgians;Persians;FALSE;;;;;;Kawasan;;
