Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Fortified Clearing;Total matches;461
23/10/2025;17:00 UTC;[Age of Empires II];T90 Titans League 5: Bronze League [T90 Titans League/5/Bronze League];Fortified Clearing [Fortified Clearing];1v1;The Illusionist [The Illusionist] [Slovakia] [Slovakia] [Cumans] [Cumans];<;Tomate [Poles] [Poles] [Spain] [Spain] [Tomate];;Cumans;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
23/10/2025;16:00 UTC;[Age of Empires II];T90 Titans League 5: Bronze League [T90 Titans League/5/Bronze League];Fortified Clearing [Fortified Clearing];1v1;Frenkie [Frenkie (page does not exist)] [Slovakia] [Slovakia] [Portuguese] [Portuguese];>;F1Re [Armenians] [Armenians] [Brazil] [Brazil] [F1Re];;Portuguese;Armenians;Portuguese;FALSE;;;;;;Fortified Clearing;;
22/10/2025;23:00 UTC;[Age of Empires II];T90 Titans League 5: Bronze League [T90 Titans League/5/Bronze League];Fortified Clearing [Fortified Clearing];1v1;Tatengue_ [Tatengue] [Argentina] [Argentina] [Malay] [Malay];<;Gabi [Portuguese] [Portuguese] [Brazil] [Brazil] [Gabi];;Malay;Portuguese;Portuguese;FALSE;;;;;;Fortified Clearing;;
22/10/2025;18:30 UTC;[Age of Empires II];T90 Titans League 5: Bronze League [T90 Titans League/5/Bronze League];Fortified Clearing [Fortified Clearing];1v1;JonSlow [JonSlow] [Israel] [Israel] [Bengalis] [Bengalis];>;Dziamdziak [Burgundians] [Burgundians] [Poland] [Poland] [Dziamdziak];;Bengalis;Burgundians;Bengalis;FALSE;;;;;;Fortified Clearing;;
22/10/2025;10:00 UTC;[Age of Empires II];T90 Titans League 5: Bronze League [T90 Titans League/5/Bronze League];Fortified Clearing [Fortified Clearing];1v1;yomi [Yomi (page does not exist)] [Japan] [Japan] [Wei] [Wei];<;Dimo [Burgundians] [Burgundians] [Peru] [Peru] [Dimo (page does not exist)];;Wei;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
20/10/2025;16:45 UTC;[Age of Empires II];T90 Titans League 5: Bronze League [T90 Titans League/5/Bronze League];Fortified Clearing [Fortified Clearing];1v1;Good_Game [Good Game] [Russia] [Russia] [Wei] [Wei];<;Babaorum [Burgundians] [Burgundians] [France] [France] [Babaorum];;Wei;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
19/10/2025;17:00 UTC;[Age of Empires II];1v1 HunCup 2025: Swiss Stage [1v1 HunCup 2025/Swiss Stage];Fortified Clearing [Fortified Clearing];1v1;szatyorfülü [Szatyorfülü (page does not exist)] [Hungary] [Hungary] [Malians] [Malians];<;Jugger [Romans] [Romans] [Hungary] [Hungary] [Jugger (Hungarian Player) (page does not exist)];(G1) [Watch VOD] [Watch VOD];Malians;Romans;Romans;FALSE;;;;;;Fortified Clearing;;
19/10/2025;14:00 UTC;[Age of Empires II];Torneo Nacional Español 2025 [Torneo Nacional Español/2025];Fortified Clearing [Fortified Clearing];1v1;Foskito [Foskito (page does not exist)] [Spain] [Spain] [Hindustanis] [Hindustanis];<;Bazing Hood [Burmese] [Burmese] [Spain] [Spain] [Bazing Hood (page does not exist)];(G3) [Watch VOD] [Watch VOD];Hindustanis;Burmese;Burmese;FALSE;;;;;;Fortified Clearing;;
18/10/2025;16:25 UTC;[Age of Empires II];Torneo Nacional Español 2025 [Torneo Nacional Español/2025];Fortified Clearing [Fortified Clearing];1v1;DM_The_Death [DM The Death (page does not exist)] [Spain] [Spain] [Burmese] [Burmese];>;Yago [Sicilians] [Sicilians] [Spain] [Spain] [Yago (page does not exist)];;Burmese;Sicilians;Burmese;FALSE;;;;;;Fortified Clearing;;
16/10/2025;17:00 UTC;[Age of Empires II];1v1 HunCup 2025: Swiss Stage [1v1 HunCup 2025/Swiss Stage];Fortified Clearing [Fortified Clearing];1v1;behemoth [Behemoth (page does not exist)] [Hungary] [Hungary] [Mongols] [Mongols];<;3milio [Cumans] [Cumans] [Hungary] [Hungary] [3milio (page does not exist)];(G1) [Watch VOD] [Watch VOD];Mongols;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
16/10/2025;17:00 UTC;[Age of Empires II];Torneo Nacional Español 2025 [Torneo Nacional Español/2025];Fortified Clearing [Fortified Clearing];1v1;OSO_CT [OSO CT (page does not exist)] [Spain] [Spain] [Armenians] [Armenians];>;Poxo [Cumans] [Cumans] [Spain] [Spain] [Poxo];;Armenians;Cumans;Armenians;FALSE;;;;;;Fortified Clearing;;
16/10/2025;16:30 UTC;[Age of Empires II];Torneo Nacional Español 2025 [Torneo Nacional Español/2025];Fortified Clearing [Fortified Clearing];1v1;Maulet [Maulet (page does not exist)] [Spain] [Spain] [Burgundians] [Burgundians];>;Pume [Byzantines] [Byzantines] [Spain] [Spain] [Pume];;Burgundians;Byzantines;Burgundians;FALSE;;;;;;Fortified Clearing;;
16/10/2025;15:20 UTC;[Age of Empires II];Torneo Nacional Español 2025 [Torneo Nacional Español/2025];Fortified Clearing [Fortified Clearing];1v1;Joselu9710 [Joselu9710 (page does not exist)] [Spain] [Spain] [Bohemians] [Bohemians];<;C3mbrich [Malay] [Malay] [Spain] [Spain] [C3mbrich];;Bohemians;Malay;Malay;FALSE;;;;;;Fortified Clearing;;
15/10/2025;19:00 UTC;[Age of Empires II];Torneo Nacional Español 2025 [Torneo Nacional Español/2025];Fortified Clearing [Fortified Clearing];1v1;AlbertC [AlbertC (page does not exist)] [Spain] [Spain] [Malay] [Malay];<;12Tirador [Burgundians] [Burgundians] [Spain] [Spain] [12Tirador];;Malay;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
09/10/2025;16:00 UTC;[Age of Empires II];Torneo Nacional Español 2025: Qualifier [Torneo Nacional Español/2025/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Rumba [Rumba (page does not exist)] [Spain] [Spain] [Poles] [Poles];>;Odysseo [Burgundians] [Burgundians] [Spain] [Spain] [Odysseo (page does not exist)];(G2) [Watch VOD] [Watch VOD];Poles;Burgundians;Poles;FALSE;;;;;;Fortified Clearing;;
05/10/2025;17:00 UTC;[Age of Empires II];1v1 HunCup 2025: Swiss Stage [1v1 HunCup 2025/Swiss Stage];Fortified Clearing [Fortified Clearing];1v1;krysuxie [Krysuxie (page does not exist)] [Hungary] [Hungary] [Burmese] [Burmese];<;Jugger [Vikings] [Vikings] [Hungary] [Hungary] [Jugger (Hungarian Player) (page does not exist)];(G1) [Watch VOD] [Watch VOD];Burmese;Vikings;Vikings;FALSE;;;;;;Fortified Clearing;;
03/10/2025;17:00 UTC;[Age of Empires II];1v1 HunCup 2025: Swiss Stage [1v1 HunCup 2025/Swiss Stage];Fortified Clearing [Fortified Clearing];1v1;Azul Nagual [Azul Nagual (page does not exist)] [Hungary] [Hungary] [Spanish] [Spanish];>;Zrínyi Miklós [Ethiopians] [Ethiopians] [Hungary] [Hungary] [Zrínyi Miklós (page does not exist)];(G1) [Watch VOD] [Watch VOD];Spanish;Ethiopians;Spanish;FALSE;;;;;;Fortified Clearing;;
29/09/2025;16:00 UTC;[Age of Empires II];1v1 HunCup 2025: Swiss Stage [1v1 HunCup 2025/Swiss Stage];Fortified Clearing [Fortified Clearing];1v1;witcherkiller [Witcherkiller (page does not exist)] [Hungary] [Hungary] [Goths] [Goths];<;Misplaymaker [Cumans] [Cumans] [Hungary] [Hungary] [Misplaymaker (page does not exist)];(G1) [Watch VOD] [Watch VOD];Goths;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
14/09/2025;20:00 UTC;[Age of Empires II];Torneo Nacional Español 2025: Qualifier [Torneo Nacional Español/2025/Qualifier];Fortified Clearing [Fortified Clearing];1v1;toxoteimudo [Toxoteimudo (page does not exist)] [Spain] [Spain] [Shu] [Shu];>;Titof [Portuguese] [Portuguese] [Spain] [Spain] [Titof (page does not exist)];;Shu;Portuguese;Shu;FALSE;;;;;;Fortified Clearing;;
14/09/2025;17:00 UTC;[Age of Empires II];1v1 HunCup 2025: Swiss Stage [1v1 HunCup 2025/Swiss Stage];Fortified Clearing [Fortified Clearing];1v1;witcherkiller [Witcherkiller (page does not exist)] [Hungary] [Hungary] [Armenians] [Armenians];<;TheTivadar [Malians] [Malians] [Hungary] [Hungary] [TheTivadar (page does not exist)];(G2) [Watch VOD] [Watch VOD];Armenians;Malians;Malians;FALSE;;;;;;Fortified Clearing;;
13/09/2025;18:00 UTC;[Age of Empires II];Torneo Nacional Español 2025: Qualifier [Torneo Nacional Español/2025/Qualifier];Fortified Clearing [Fortified Clearing];1v1;ryzenvelos [Ryzenvelos (page does not exist)] [Spain] [Spain] [Spanish] [Spanish];<;VladVonCarstein [Turks] [Turks] [Spain] [Spain] [VladVonCarstein (page does not exist)];;Spanish;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
12/09/2025;20:30 UTC;[Age of Empires II];Torneo Nacional Español 2025: Qualifier [Torneo Nacional Español/2025/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Seronoser [Seronoser (page does not exist)] [Spain] [Spain] [Malians] [Malians];<;Thomas Sankara [Turks] [Turks] [Spain] [Spain] [Thomas Sankara (page does not exist)];;Malians;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
11/09/2025;16:00 UTC;[Age of Empires II];Torneo Nacional Español 2025: Qualifier [Torneo Nacional Español/2025/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Manudq85 [Manudq85 (page does not exist)] [Spain] [Spain] [Spanish] [Spanish];<;TandemTooth [Bohemians] [Bohemians] [Spain] [Spain] [TandemTooth (page does not exist)];;Spanish;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
10/09/2025;16:10 UTC;[Age of Empires II];Midweek Madness September #1 [Midweek Madness/2025/September/1];Fortified Clearing [Fortified Clearing];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Burgundians] [Burgundians];<;ACCM [Cumans] [Cumans] [Vietnam] [Vietnam] [ACCM];;Burgundians;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
10/09/2025;12:00 UTC;[Age of Empires II];Torneo Nacional Español 2025: Qualifier [Torneo Nacional Español/2025/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Joseba77 [Joseba77 (page does not exist)] [Spain] [Spain] [Burmese] [Burmese];>;ruizk [Slavs] [Slavs] [Spain] [Spain] [Ruizk (page does not exist)];;Burmese;Slavs;Burmese;FALSE;;;;;;Fortified Clearing;;
10/09/2025;;[Age of Empires II];Torneo Nacional Español 2025: Qualifier [Torneo Nacional Español/2025/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Nintai [Nintai (page does not exist)] [Spain] [Spain] [Wu] [Wu];<;erKamayuk [Bohemians] [Bohemians] [Spain] [Spain] [ErKamayuk (page does not exist)];;Wu;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
09/09/2025;18:05 UTC;[Age of Empires II];Midweek Madness September #1 [Midweek Madness/2025/September/1];Fortified Clearing [Fortified Clearing];1v1;ThunderboltX [ThunderboltX] [Bulgaria] [Bulgaria] [Poles] [Poles];<;Running [Turks] [Turks] [Germany] [Germany] [Running];;Poles;Turks;Turks;FALSE;;;;;;Fortified Clearing;;
08/09/2025;19:55 UTC;[Age of Empires II];Midweek Madness September #1 [Midweek Madness/2025/September/1];Fortified Clearing [Fortified Clearing];1v1;dave_hun [Dave hun] [Hungary] [Hungary] [Bengalis] [Bengalis];<;Lewis [Burgundians] [Burgundians] [United Kingdom] [United Kingdom] [Lewis];;Bengalis;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
08/09/2025;17:45 UTC;[Age of Empires II];Midweek Madness September #1 [Midweek Madness/2025/September/1];Fortified Clearing [Fortified Clearing];1v1;Wean Dinchester [Wean Dinchester] [Austria] [Austria] [Turks] [Turks];<;TheViper [Gurjaras] [Gurjaras] [Norway] [Norway] [TheViper];;Turks;Gurjaras;Gurjaras;FALSE;;;;;;Fortified Clearing;;
08/09/2025;17:45 UTC;[Age of Empires II];Midweek Madness September #1 [Midweek Madness/2025/September/1];Fortified Clearing [Fortified Clearing];1v1;NeoZz [NeoZz] [France] [France] [Celts] [Celts];<;Kingstone [Vietnamese] [Vietnamese] [Mexico] [Mexico] [KingstoNe];;Celts;Vietnamese;Vietnamese;FALSE;;;;;;Fortified Clearing;;
07/09/2025;16:00 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Fortified Clearing [Fortified Clearing];1v1;sunsetfire [Sunsetfire] [United States] [United States] [Turks] [Turks];>;LilyBear [Burgundians] [Burgundians] [Canada] [Canada] [LilyBear (page does not exist)];;Turks;Burgundians;Turks;FALSE;;;;;;Fortified Clearing;;
06/09/2025;18:00 UTC;[Age of Empires II];1v1 HunCup 2025: Swiss Stage [1v1 HunCup 2025/Swiss Stage];Fortified Clearing [Fortified Clearing];1v1;SchleK [SchleK (page does not exist)] [Hungary] [Hungary] [Saracens] [Saracens];<;John [Lithuanians] [Lithuanians] [Hungary] [Hungary] [John];(G1) [Watch VOD] [Watch VOD];Saracens;Lithuanians;Lithuanians;FALSE;;;;;;Fortified Clearing;;
01/09/2025;17:00 UTC;[Age of Empires II];HunCup 2025 Showmatch #3 [1v1 HunCup 2025/Showmatch/3];Fortified Clearing [Fortified Clearing];1v1;Lui [Lui (page does not exist)] [Hungary] [Hungary] [Bohemians] [Bohemians];>;Apor [Huns] [Huns] [Romania] [Romania] [Apor (page does not exist)];(G1) [Watch VOD] [Watch VOD];Bohemians;Huns;Bohemians;FALSE;;;;;;Fortified Clearing;;
30/08/2025;18:30 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Fortified Clearing [Fortified Clearing];1v1;Babylon Vampyre [Babylon Vampyre (page does not exist)] [Netherlands] [Netherlands] [Burgundians] [Burgundians];>;Sunsetfire [Italians] [Italians] [United States] [United States] [Sunsetfire];;Burgundians;Italians;Burgundians;FALSE;;;;;;Fortified Clearing;;
28/08/2025;17:25 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;TheViper [TheViper] [Norway] [Norway] [Poles] [Poles];>;Mihai06 [Cumans] [Cumans] [Romania] [Romania] [Mihai06];(G2) [Watch VOD] [Watch VOD];Poles;Cumans;Poles;FALSE;;;;;;Fortified Clearing;;
28/08/2025;16:10 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;Kingstone [KingstoNe] [Mexico] [Mexico] [Lithuanians] [Lithuanians];<;Mihai06 [Bengalis] [Bengalis] [Romania] [Romania] [Mihai06];(G2) [Watch VOD] [Watch VOD];Lithuanians;Bengalis;Bengalis;FALSE;;;;;;Fortified Clearing;;
27/08/2025;18:00 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Wei] [Wei];<;TheViper [Poles] [Poles] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Wei;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
27/08/2025;16:40 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;Kingstone [KingstoNe] [Mexico] [Mexico] [Burgundians] [Burgundians];>;classicpro [Bengalis] [Bengalis] [Ukraine] [Ukraine] [Classicpro];(G3) [Watch VOD] [Watch VOD];Burgundians;Bengalis;Burgundians;FALSE;;;;;;Fortified Clearing;;
26/08/2025;15:10 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;Thành C? Qu?ng Tr? [Thành C? Qu?ng Tr?] [Vietnam] [Vietnam] [Tatars] [Tatars];<;Terz [Poles] [Poles] [Germany] [Germany] [Terz];(G2) [Watch VOD] [Watch VOD];Tatars;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
26/08/2025;14:00 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;StonePleaseAoE [StonePleaseAoE] [Germany] [Germany] [Burgundians] [Burgundians];<;FreakinAndy [Bohemians] [Bohemians] [Austria] [Austria] [FreakinAndy];(G1) [Watch VOD] [Watch VOD];Burgundians;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
25/08/2025;16:40 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Burgundians] [Burgundians];<;Mihai06 [Poles] [Poles] [Romania] [Romania] [Mihai06];(G2) [Watch VOD] [Watch VOD];Burgundians;Poles;Poles;FALSE;;;;;;Fortified Clearing;;
25/08/2025;14:15 UTC;[Age of Empires II];Midweek Madness August #3 [Midweek Madness/2025/August/3];Fortified Clearing [Fortified Clearing];1v1;Running [Running] [Germany] [Germany] [Poles] [Poles];<;ACCM [Hindustanis] [Hindustanis] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Poles;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
24/08/2025;12:00 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Fortified Clearing [Fortified Clearing];1v1;CharChar [CharChar (page does not exist)] [Australia] [Australia] [Cumans] [Cumans];<;mundobear [Teutons] [Teutons] [Finland] [Finland] [Mundobear (page does not exist)];;Cumans;Teutons;Teutons;FALSE;;;;;;Fortified Clearing;;
16/08/2025;02:00 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Fortified Clearing [Fortified Clearing];1v1;sunsetfire [Sunsetfire] [United States] [United States] [Turks] [Turks];<;Ning [Khitans] [Khitans] [Taiwan] [Taiwan] [Ning];;Turks;Khitans;Khitans;FALSE;;;;;;Fortified Clearing;;
10/08/2025;;[Age of Empires II];GG Winter Cup [GG Winter Cup];Fortified Clearing [Fortified Clearing];1v1;Monoz [Monoz] [Argentina] [Argentina] [Portuguese] [Portuguese];<;Uzzi [Bohemians] [Bohemians] [Mexico] [Mexico] [Uzzi];;Portuguese;Bohemians;Bohemians;FALSE;;;;;;Fortified Clearing;;
04/08/2025;01:00 UTC;[Age of Empires II];Queen's Clash IV [Queen's Clash/4];Fortified Clearing [Fortified Clearing];1v1;CharChar [CharChar (page does not exist)] [Australia] [Australia] [Teutons] [Teutons];<;sunsetfire [Burgundians] [Burgundians] [United States] [United States] [Sunsetfire];;Teutons;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
19/07/2025;03:20 UTC;[Age of Empires II];GG Winter Cup [GG Winter Cup];Fortified Clearing [Fortified Clearing];1v1;Nahue05 [Nahuel05] [Argentina] [Argentina] [Burgundians] [Burgundians];>;Rodrixs [Khitans] [Khitans] [Argentina] [Argentina] [Rodrixs];;Burgundians;Khitans;Burgundians;FALSE;;;;;;Fortified Clearing;;
15/06/2025;15:05 UTC;[Age of Empires II];Glitched Nordic Masters AoE [Glitched Nordic Masters AoE];Fortified Clearing [Fortified Clearing];1v1;Ganji [Ganji] [Sweden] [Sweden] [Teutons] [Teutons];<;Valas [Cumans] [Cumans] [Finland] [Finland] [Valas];(G4) [Watch VOD] [Watch VOD];Teutons;Cumans;Cumans;FALSE;;;;;;Fortified Clearing;;
14/06/2025;08:00 UTC;[Age of Empires II];Glitched Nordic Masters AoE [Glitched Nordic Masters AoE];Fortified Clearing [Fortified Clearing];1v1;Spaden [Spaden] [Sweden] [Sweden] [Burgundians] [Burgundians];>;mratin [Portuguese] [Portuguese] [Sweden] [Sweden] [Mratin];;Burgundians;Portuguese;Burgundians;FALSE;;;;;;Fortified Clearing;;
21/05/2025;19:15 UTC;[Age of Empires II];Glitched Nordic Masters AoE: Qualifier [Glitched Nordic Masters AoE/Qualifier];Fortified Clearing [Fortified Clearing];1v1;BuLLeT [BuLLeT] [Sweden] [Sweden] [Burgundians] [Burgundians];>;Davve02 [Lithuanians] [Lithuanians] [Sweden] [Sweden] [Davve02 (page does not exist)];;Burgundians;Lithuanians;Burgundians;FALSE;;;;;;Fortified Clearing;;
17/05/2025;10:00 UTC;[Age of Empires II];Glitched Nordic Masters AoE: Qualifier [Glitched Nordic Masters AoE/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Davve02 [Davve02 (page does not exist)] [Sweden] [Sweden] [Turks] [Turks];>;Flempopo [Malay] [Malay] [Denmark] [Denmark] [Flempopo (page does not exist)];;Turks;Malay;Turks;FALSE;;;;;;Fortified Clearing;;
16/05/2025;11:00 UTC;[Age of Empires II];Glitched Nordic Masters AoE: Qualifier [Glitched Nordic Masters AoE/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Good_Luck [Good luck] [Denmark] [Denmark] [Portuguese] [Portuguese];<;Spaden [Burgundians] [Burgundians] [Sweden] [Sweden] [Spaden];;Portuguese;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
13/05/2025;18:00 UTC;[Age of Empires II];Glitched Nordic Masters AoE: Qualifier [Glitched Nordic Masters AoE/Qualifier];Fortified Clearing [Fortified Clearing];1v1;Valas [Valas] [Finland] [Finland] [Portuguese] [Portuguese];>;GGOut [Burgundians] [Burgundians] [Sweden] [Sweden] [GGOut];;Portuguese;Burgundians;Portuguese;FALSE;;;;;;Fortified Clearing;;
11/05/2025;11:45 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Fortified Clearing [Fortified Clearing];1v1;MoJRiM [MoJRiM (page does not exist)] [Morocco] [Morocco] [Ethiopians] [Ethiopians];<;Leonidas [Hindustanis] [Hindustanis] [France] [France] [Leonidas (page does not exist)];;Ethiopians;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
11/05/2025;09:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Fortified Clearing [Fortified Clearing];1v1;Nyusika [Nyusika] [France] [France] [Turks] [Turks];<;Lighty [Saracens] [Saracens] [France] [France] [Lighty];;Turks;Saracens;Saracens;FALSE;;;;;;Fortified Clearing;;
11/05/2025;02:00 UTC;[Age of Empires II];Aussie Ascension [Aussie Ascension];Fortified Clearing [Fortified Clearing];1v1;Socksyy [Socksyy] [Australia] [Australia] [Berbers] [Berbers];>;Rayzor [Turks] [Turks] [Australia] [Australia] [Rayzor];;Berbers;Turks;Berbers;FALSE;;;;;;Fortified Clearing;;
10/05/2025;12:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Fortified Clearing [Fortified Clearing];1v1;Lighty [Lighty] [France] [France] [Koreans] [Koreans];<;Leonidas [Hindustanis] [Hindustanis] [France] [France] [Leonidas (page does not exist)];;Koreans;Hindustanis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
09/05/2025;10:00 UTC;[Age of Empires II];Vico House Cup III [Vico House Cup/3];Fortified Clearing [Fortified Clearing];1v1;Elpinardo [Elpinardo (page does not exist)] [France] [France] [Khmer] [Khmer];>;Kitchiro [Turks] [Turks] [France] [France] [Kitchiro (page does not exist)];;Khmer;Turks;Khmer;FALSE;;;;;;Fortified Clearing;;
03/05/2025;02:00 UTC;[Age of Empires II];Aussie Ascension [Aussie Ascension];Fortified Clearing [Fortified Clearing];1v1;Mastyjames [Mastyjames (page does not exist)] [United States] [United States] [Portuguese] [Portuguese];<;Socksyy [Byzantines] [Byzantines] [Australia] [Australia] [Socksyy];;Portuguese;Byzantines;Byzantines;FALSE;;;;;;Fortified Clearing;;
28/04/2025;17:00 UTC;[Age of Empires II];Vico House Cup III: Showmatch - DauT vs Sitaux [Vico House Cup/3/Showmatch];Fortified Clearing [Fortified Clearing];1v1;Sitaux [Sitaux] [France] [France] [Khmer] [Khmer];<;DauT [Bengalis] [Bengalis] [Serbia] [Serbia] [DauT];;Khmer;Bengalis;Bengalis;FALSE;;;;;;Fortified Clearing;;
27/04/2025;05:10 UTC;[Age of Empires II];Aussie Ascension [Aussie Ascension];Fortified Clearing [Fortified Clearing];1v1;XXYY [XXYY (page does not exist)] [New Zealand] [New Zealand] [Britons] [Britons];>;Mastyjames [Burgundians] [Burgundians] [United States] [United States] [Mastyjames (page does not exist)];;Britons;Burgundians;Britons;FALSE;;;;;;Fortified Clearing;;
20/04/2025;02:00 UTC;[Age of Empires II];Aussie Ascension [Aussie Ascension];Fortified Clearing [Fortified Clearing];1v1;Mastyjames [Mastyjames (page does not exist)] [United States] [United States] [Hindustanis] [Hindustanis];<;Noszombie [Burgundians] [Burgundians] [Australia] [Australia] [Noszombie];;Hindustanis;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
18/04/2025;11:00 UTC;[Age of Empires II];Aussie Ascension [Aussie Ascension];Fortified Clearing [Fortified Clearing];1v1;Grand Nagus [Grand Nagus (page does not exist)] [Australia] [Australia] [Unknown] [Unknown];>;Frederic Chopin [Unknown] [Unknown] [Australia] [Australia] [Frederic Chopin (page does not exist)];;Unknown;Unknown;Unknown;TRUE;;;;;;Fortified Clearing;;
21/03/2025;19:00 UTC;[Age of Empires II];CZ/SK AoE Liga [CZ/SK AoE Liga];Fortified Clearing [Fortified Clearing];1v1;Krvemlík [Krvemlík (page does not exist)] [Czechia] [Czechia] [Hindustanis] [Hindustanis];<;Dratek [Burgundians] [Burgundians] [Czechia] [Czechia] [Dratek];;Hindustanis;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
01/03/2025;18:40 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Nicov [Nicov] [Argentina] [Argentina] [Burgundians] [Burgundians];<;Hera [Portuguese] [Portuguese] [Canada] [Canada] [Hera];(G2) [Watch VOD] [Watch VOD];Burgundians;Portuguese;Portuguese;FALSE;;;;;;Fortified Clearing;;
28/02/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Sitaux [Sitaux] [France] [France] [Burgundians] [Burgundians];>;Liereyy [Khmer] [Khmer] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Burgundians;Khmer;Burgundians;FALSE;;;;;;Fortified Clearing;;
25/02/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Nicov [Nicov] [Argentina] [Argentina] [Hindustanis] [Hindustanis];>;MbL [Bengalis] [Bengalis] [Norway] [Norway] [MbL];(G3) [Watch VOD] [Watch VOD];Hindustanis;Bengalis;Hindustanis;FALSE;;;;;;Fortified Clearing;;
24/02/2025;19:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Dark [Dark] [Russia] [Russia] [Bengalis] [Bengalis];<;Hearttt [Burgundians] [Burgundians] [Peru] [Peru] [Hearttt];(G2) [Watch VOD] [Watch VOD];Bengalis;Burgundians;Burgundians;FALSE;;;;;;Fortified Clearing;;
24/02/2025;16:00 UTC;[Age of Empires II];T90 Titans League 4: Platinum League [T90 Titans League/4/Platinum League];Fortified Clearing [Fortified Clearing];1v1;Valas [Valas] [Finland] [Finland] [Burgundians] [Burgundians];>;Daniel [Bengalis] [Bengalis] [United States] [United States] [Daniel];(G3) [Watch VOD] [Watch VOD];Burgundians;Bengalis;Burgundians;FALSE;;;;;;Fortified Clearing;;
