Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Kawasan;Total matches;202
24/04/2025;15:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Kawasan [Kawasan];1v1;Thành C? Qu?ng Tr? [Thành C? Qu?ng Tr?] [Vietnam] [Vietnam] [Japanese] [Japanese];>;F1Re [Malians] [Malians] [Brazil] [Brazil] [F1Re];(G5) [Watch VOD] [Watch VOD];Japanese;Malians;Japanese;FALSE;;;;;;Kawasan;;
17/11/2024;13:00 UTC;[Age of Empires II];Battle of Realms [Battle of Realms];Kawasan [Kawasan];1v1;Target331 [Target331] [Germany] [Germany] [Persians] [Persians];>;wisenatic [Persians] [Persians] [Germany] [Germany] [Wisenatic];(G1) [Watch VOD] [Watch VOD];Persians;Persians;Persians;TRUE;;;;;;Kawasan;;
02/11/2024;22:00 UTC;[Age of Empires II];Latin Age Cup [Latin Age Cup];Kawasan [Kawasan];1v1;prisma09 [Prisma09] [Argentina] [Argentina] [Persians] [Persians];>;Ozone [Portuguese] [Portuguese] [Colombia] [Colombia] [Ozone];(G3) [Watch VOD] [Watch VOD];Persians;Portuguese;Persians;FALSE;;;;;;Kawasan;;
02/11/2024;14:00 UTC;[Age of Empires II];Danmarksmesterskaberne 2024 [Danmarksmesterskaberne/2024];Kawasan [Kawasan];1v1;Good_luck [Good luck] [Denmark] [Denmark] [Byzantines] [Byzantines];<;Emil :D [Malians] [Malians] [Denmark] [Denmark] [Emil :D];(G4) [Watch VOD] [Watch VOD];Byzantines;Malians;Malians;FALSE;;;;;;Kawasan;;
04/08/2024;09:00 UTC;[Age of Empires II];SalzZ Cup IV [SalzZ Cup/4];Kawasan [Kawasan];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Bengalis] [Bengalis];>;Vinchester [Malay] [Malay] [Russia] [Russia] [Vinchester];(G6) [Watch VOD] [Watch VOD];Bengalis;Malay;Bengalis;FALSE;;;;;;Kawasan;;
07/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Byzantines] [Byzantines];<;Sebastian [Georgians] [Georgians] [Uruguay] [Uruguay] [Sebastian];(G2) [Watch VOD] [Watch VOD];Byzantines;Georgians;Georgians;FALSE;;;;;;Kawasan;;
03/06/2024;17:40 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;Hearttt [Hearttt] [Peru] [Peru] [Byzantines] [Byzantines];<;TaToH [Georgians] [Georgians] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Byzantines;Georgians;Georgians;FALSE;;;;;;Kawasan;;
03/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;TheMbL [MbL] [Norway] [Norway] [Malians] [Malians];>;Sitaux [Japanese] [Japanese] [France] [France] [Sitaux];(G2) [Watch VOD] [Watch VOD];Malians;Japanese;Malians;FALSE;;;;;;Kawasan;;
02/06/2024;15:00 UTC;[Age of Empires II];Warlords III [Warlords/3];Kawasan [Kawasan];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Japanese] [Japanese];>;Liereyy [Persians] [Persians] [Austria] [Austria] [Liereyy];(G2) [Watch VOD] [Watch VOD];Japanese;Persians;Japanese;FALSE;;;;;;Kawasan;;
04/05/2024;15:50 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Georgians] [Georgians];<;Yo [Byzantines] [Byzantines] [China] [China] [Yo];(G4) [Watch VOD] [Watch VOD];Georgians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
03/05/2024;16:20 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Persians] [Persians];>;TheViper [Spanish] [Spanish] [Norway] [Norway] [TheViper];(G5) [Watch VOD] [Watch VOD];Persians;Spanish;Persians;FALSE;;;;;;Kawasan;;
03/05/2024;13:30 UTC;[Age of Empires II];Warlords III: Round Robin Showmatch [Warlords/3/Showmatch/3];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Georgians] [Georgians];>;Yo [Japanese] [Japanese] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Georgians;Japanese;Georgians;FALSE;;;;;;Kawasan;;
02/05/2024;18:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;wisenatic [Wisenatic] [Germany] [Germany] [Berbers] [Berbers];>;dogao [Persians] [Persians] [Brazil] [Brazil] [Dogao];(G3) [Watch VOD] [Watch VOD];Berbers;Persians;Berbers;FALSE;;;;;;Kawasan;;
01/05/2024;18:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Lucho [Lucho] [Argentina] [Argentina] [Lithuanians] [Lithuanians];>;Pela [Mongols] [Mongols] [Argentina] [Argentina] [Pela];(G4) [Watch VOD] [Watch VOD];Lithuanians;Mongols;Lithuanians;FALSE;;;;;;Kawasan;;
01/05/2024;16:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;wide [Wide] [Russia] [Russia] [Malians] [Malians];<;Nahuel05_ [Byzantines] [Byzantines] [Argentina] [Argentina] [Nahuel05];(G2) [Watch VOD] [Watch VOD];Malians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
01/05/2024;10:00 UTC;[Age of Empires II];Warlords III: Qualifier 1 [Warlords/3/Qualifier/1];Kawasan [Kawasan];1v1;Survivalist [Survivalist] [Canada] [Canada] [Ethiopians] [Ethiopians];<;Dr.Kozmonot [Malians] [Malians] [Turkey] [Turkey] [Dr.Kozmonot];(G3) [Watch VOD] [Watch VOD];Ethiopians;Malians;Malians;FALSE;;;;;;Kawasan;;
07/12/2023;19:15 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Kawasan [Kawasan];1v1;salsicciotto1999 [Salsicciotto1999] [Italy] [Italy] [Gurjaras] [Gurjaras];>;nanimaren [Persians] [Persians] [Italy] [Italy] [Nanimaren];(G2) [Watch VOD] [Watch VOD];Gurjaras;Persians;Gurjaras;FALSE;;;;;;Kawasan;;
19/11/2023;18:35 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Malians] [Malians];>;Hera [Persians] [Persians] [Canada] [Canada] [Hera];(G7) [Watch VOD] [Watch VOD];Malians;Persians;Malians;FALSE;;;;;;Kawasan;;
19/11/2023;16:00 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;TheViper [TheViper] [Norway] [Norway] [Japanese] [Japanese];>;Yo [Khmer] [Khmer] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Japanese;Khmer;Japanese;FALSE;;;;;;Kawasan;;
19/11/2023;15:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Kawasan [Kawasan];1v1;01DarkDevil [01DarkDevil (page does not exist)] [Italy] [Italy] [Mayans] [Mayans];<;salsicciotto [Japanese] [Japanese] [Italy] [Italy] [Salsicciotto1999];(G2) [Watch VOD] [Watch VOD];Mayans;Japanese;Japanese;FALSE;;;;;;Kawasan;;
18/11/2023;16:00 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;Hera [Hera] [Canada] [Canada] [Persians] [Persians];>;Yo [Persians] [Persians] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Persians;Persians;Persians;TRUE;;;;;;Kawasan;;
17/11/2023;20:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Kawasan [Kawasan];1v1;RaiD [RaiD] [Italy] [Italy] [Japanese] [Japanese];>;Loris [Malay] [Malay] [Italy] [Italy] [Loris];(G1) [Watch VOD] [Watch VOD];Japanese;Malay;Japanese;FALSE;;;;;;Kawasan;;
16/11/2023;20:00 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;Hera [Hera] [Canada] [Canada] [Portuguese] [Portuguese];>;Liereyy [Japanese] [Japanese] [Austria] [Austria] [Liereyy];(G5) [Watch VOD] [Watch VOD];Portuguese;Japanese;Portuguese;FALSE;;;;;;Kawasan;;
16/11/2023;17:00 UTC;[Age of Empires II];Road to Hidden Cup Italia - Autunno [Road to Hidden Cup Italia/Autunno];Kawasan [Kawasan];1v1;Kamigawa [Kamigawa] [Italy] [Italy] [Malians] [Malians];<;salsicciotto [Byzantines] [Byzantines] [Italy] [Italy] [Salsicciotto1999];(G3) [Watch VOD] [Watch VOD];Malians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
11/11/2023;09:00 UTC;[Age of Empires II];Vico House Cup II [Vico House Cup/2];Kawasan [Kawasan];1v1;Nyusika [Nyusika] [France] [France] [Italians] [Italians];<;Gryphon [Byzantines] [Byzantines] [France] [France] [Gryphon (page does not exist)];(G2) [Watch VOD] [Watch VOD];Italians;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
10/11/2023;17:50 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;DauT [DauT] [Serbia] [Serbia] [Sicilians] [Sicilians];<;Liereyy [Persians] [Persians] [Austria] [Austria] [Liereyy];(G4) [Watch VOD] [Watch VOD];Sicilians;Persians;Persians;FALSE;;;;;;Kawasan;;
04/11/2023;16:00 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;Hearttt [Hearttt] [Peru] [Peru] [Persians] [Persians];<;ACCM [Persians] [Persians] [Vietnam] [Vietnam] [ACCM];(G1) [Watch VOD] [Watch VOD];Persians;Persians;Persians;TRUE;;;;;;Kawasan;;
03/11/2023;16:00 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;Vivi [Vivi] [China] [China] [Portuguese] [Portuguese];<;Liereyy [Persians] [Persians] [Austria] [Austria] [Liereyy];(G4) [Watch VOD] [Watch VOD];Portuguese;Persians;Persians;FALSE;;;;;;Kawasan;;
01/11/2023;19:30 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;Hearttt [Hearttt] [Peru] [Peru] [Japanese] [Japanese];<;Hera [Persians] [Persians] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Japanese;Persians;Persians;FALSE;;;;;;Kawasan;;
01/11/2023;17:00 UTC;[Age of Empires II];Warlords II [Warlords/2];Kawasan [Kawasan];1v1;DauT [DauT] [Serbia] [Serbia] [Portuguese] [Portuguese];>;ACCM [Malians] [Malians] [Vietnam] [Vietnam] [ACCM];(G1) [Watch VOD] [Watch VOD];Portuguese;Malians;Portuguese;FALSE;;;;;;Kawasan;;
25/10/2023;;[Age of Empires II];Warlords Waiting Room [Warlords Waiting Room];Kawasan [Kawasan];1v1;Ubetnir [Ubetnir] [Turkey] [Turkey] [Persians] [Persians];<;TheViper [Portuguese] [Portuguese] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Persians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
24/10/2023;16:00 UTC;[Age of Empires II];Warlords Waiting Room [Warlords Waiting Room];Kawasan [Kawasan];1v1;Hearttt [Hearttt] [Peru] [Peru] [Malians] [Malians];>;Yo [Incas] [Incas] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Malians;Incas;Malians;FALSE;;;;;;Kawasan;;
23/10/2023;15:00 UTC;[Age of Empires II];Warlords Waiting Room [Warlords Waiting Room];Kawasan [Kawasan];1v1;Ubetnir [Ubetnir] [Turkey] [Turkey] [Persians] [Persians];<;Nili [Portuguese] [Portuguese] [Germany] [Germany] [Nili];(G3) [Watch VOD] [Watch VOD];Persians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
22/10/2023;13:00 UTC;[Age of Empires II];Warlords II: Qualifier 1 [Warlords/2/Qualifier/1];Kawasan [Kawasan];1v1;Sitaux [Sitaux] [France] [France] [Malians] [Malians];<;Vinchester [Persians] [Persians] [Russia] [Russia] [Vinchester];(G1) [Watch VOD] [Watch VOD];Malians;Persians;Persians;FALSE;;;;;;Kawasan;;
13/10/2023;16:00 UTC;[Age of Empires II];Warlords II: Showmatch - DauT vs Yo [Warlords/2/Showmatch/2];Kawasan [Kawasan];1v1;Yo [Yo] [China] [China] [Incas] [Incas];>;DauT [Portuguese] [Portuguese] [Serbia] [Serbia] [DauT];(G3) [Watch VOD] [Watch VOD];Incas;Portuguese;Incas;FALSE;;;;;;Kawasan;;
10/10/2023;20:00 UTC;[Age of Empires II];AOEliga: Season #6 - 1st Division [AOEliga/6];Kawasan [Kawasan];1v1;kLnek [KLnek (page does not exist)] [Czechia] [Czechia] [Lithuanians] [Lithuanians];>;Offico [Japanese] [Japanese] [Czechia] [Czechia] [Offico (page does not exist)];(G2) [Watch VOD] [Watch VOD];Lithuanians;Japanese;Lithuanians;FALSE;;;;;;Kawasan;;
23/08/2023;14:00 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Kawasan [Kawasan];1v1;Hera [Hera] [Canada] [Canada] [Portuguese] [Portuguese];>;Vinchester [Incas] [Incas] [Russia] [Russia] [Vinchester];(G5) [Watch VOD] [Watch VOD];Portuguese;Incas;Portuguese;FALSE;;;;;;Kawasan;;
22/08/2023;14:00 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Kawasan [Kawasan];1v1;TheViper [TheViper] [Norway] [Norway] [Dravidians] [Dravidians];>;TaToH [Lithuanians] [Lithuanians] [Spain] [Spain] [TaToH];(G12) [Watch VOD] [Watch VOD];Dravidians;Lithuanians;Dravidians;FALSE;;;;;;Kawasan;;
10/08/2023;14:00 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Kawasan [Kawasan];1v1;TheViper [TheViper] [Norway] [Norway] [Portuguese] [Portuguese];>;Vinchester [Lithuanians] [Lithuanians] [Russia] [Russia] [Vinchester];(G11) [Watch VOD] [Watch VOD];Portuguese;Lithuanians;Portuguese;FALSE;;;;;;Kawasan;;
05/08/2023;14:00 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Kawasan [Kawasan];1v1;TheViper [TheViper] [Norway] [Norway] [Portuguese] [Portuguese];<;Hera [Turks] [Turks] [Canada] [Canada] [Hera];[Watch VOD] [Watch VOD];Portuguese;Turks;Turks;FALSE;;;;;;Kawasan;;
01/08/2023;14:00 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Portuguese] [Portuguese];>;TaToH [Dravidians] [Dravidians] [Spain] [Spain] [TaToH];(G6) [Watch VOD] [Watch VOD];Portuguese;Dravidians;Portuguese;FALSE;;;;;;Kawasan;;
15/07/2023;20:00 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;Ozone [Ozone] [Colombia] [Colombia] [Japanese] [Japanese];>;LobodeLaNieve [Hindustanis] [Hindustanis] [Mexico] [Mexico] [LobodeLaNieve];(G1) [Watch VOD] [Watch VOD];Japanese;Hindustanis;Japanese;FALSE;;;;;;Kawasan;;
13/07/2023;21:15 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;MrOsoVC8 [MrOsoVC8] [Mexico] [Mexico] [Berbers] [Berbers];<;Uzzi [Italians] [Italians] [Mexico] [Mexico] [Uzzi];(G1) [Watch VOD] [Watch VOD];Berbers;Italians;Italians;FALSE;;;;;;Kawasan;;
10/07/2023;02:00 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;KingstoNe [KingstoNe] [Mexico] [Mexico] [Japanese] [Japanese];>;webber [Dravidians] [Dravidians] [Argentina] [Argentina] [Webber];(G2) [Watch VOD] [Watch VOD];Japanese;Dravidians;Japanese;FALSE;;;;;;Kawasan;;
09/07/2023;21:30 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;KingstoNe [KingstoNe] [Mexico] [Mexico] [Japanese] [Japanese];>;Ozone [Portuguese] [Portuguese] [Colombia] [Colombia] [Ozone];(G3) [Watch VOD] [Watch VOD];Japanese;Portuguese;Japanese;FALSE;;;;;;Kawasan;;
09/07/2023;02:30 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;MrOsoVC8 [MrOsoVC8] [Mexico] [Mexico] [Berbers] [Berbers];>;LobodeLaNieve [Byzantines] [Byzantines] [Mexico] [Mexico] [LobodeLaNieve];(G3) [Watch VOD] [Watch VOD];Berbers;Byzantines;Berbers;FALSE;;;;;;Kawasan;;
08/07/2023;16:30 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;Ozone [Ozone] [Colombia] [Colombia] [Portuguese] [Portuguese];>;Nahuel05 [Japanese] [Japanese] [Argentina] [Argentina] [Nahuel05];(G2) [Watch VOD] [Watch VOD];Portuguese;Japanese;Portuguese;FALSE;;;;;;Kawasan;;
06/07/2023;23:30 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;Nahuel05 [Nahuel05] [Argentina] [Argentina] [Malians] [Malians];>;Eskabe [Byzantines] [Byzantines] [Argentina] [Argentina] [Eskabe];(G2) [Watch VOD] [Watch VOD];Malians;Byzantines;Malians;FALSE;;;;;;Kawasan;;
06/07/2023;21:00 UTC;[Age of Empires II];Copa Aconcagua 2 [Copa Aconcagua/2];Kawasan [Kawasan];1v1;Ozone [Ozone] [Colombia] [Colombia] [Portuguese] [Portuguese];>;webber [Dravidians] [Dravidians] [Argentina] [Argentina] [Webber];(G2) [Watch VOD] [Watch VOD];Portuguese;Dravidians;Portuguese;FALSE;;;;;;Kawasan;;
20/06/2023;16:00 UTC;[Age of Empires II];Pablito's Invitational [Pablito's Invitational];Kawasan [Kawasan];1v1;Hera [Hera] [Canada] [Canada] [Burmese] [Burmese];>;TheViper [Aztecs] [Aztecs] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Burmese;Aztecs;Burmese;FALSE;;;;;;Kawasan;;
19/06/2023;16:00 UTC;[Age of Empires II];Pablito's Invitational [Pablito's Invitational];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Tatars] [Tatars];<;TheViper [Incas] [Incas] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Tatars;Incas;Incas;FALSE;;;;;;Kawasan;;
19/03/2023;17:00 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Portuguese] [Portuguese];>;Hera [Japanese] [Japanese] [Canada] [Canada] [Hera];(G3) [Watch VOD] [Watch VOD];Portuguese;Japanese;Portuguese;FALSE;;;;;;Kawasan;;
18/03/2023;16:30 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;TheViper [TheViper] [Norway] [Norway] [Byzantines] [Byzantines];<;Liereyy [Aztecs] [Aztecs] [Austria] [Austria] [Liereyy];(G5) [Watch VOD] [Watch VOD];Byzantines;Aztecs;Aztecs;FALSE;;;;;;Kawasan;;
18/03/2023;13:15 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Yo [Yo] [China] [China] [Malians] [Malians];<;Hera [Portuguese] [Portuguese] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Malians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
17/03/2023;15:10 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Yo [Yo] [China] [China] [Malians] [Malians];>;TaToH [Malay] [Malay] [Spain] [Spain] [TaToH];(G5) [Watch VOD] [Watch VOD];Malians;Malay;Malians;FALSE;;;;;;Kawasan;;
16/03/2023;19:00 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Persians] [Persians];>;TheViper [Berbers] [Berbers] [Norway] [Norway] [TheViper];(G4) [Watch VOD] [Watch VOD];Persians;Berbers;Persians;FALSE;;;;;;Kawasan;;
15/03/2023;21:10 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Lithuanians] [Lithuanians];>;TheViper [Dravidians] [Dravidians] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Lithuanians;Dravidians;Lithuanians;FALSE;;;;;;Kawasan;;
15/03/2023;17:05 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Vinchester [Vinchester] [Russia] [Russia] [Aztecs] [Aztecs];>;Nicov [Byzantines] [Byzantines] [Argentina] [Argentina] [Nicov];(G1) [Watch VOD] [Watch VOD];Aztecs;Byzantines;Aztecs;FALSE;;;;;;Kawasan;;
14/03/2023;19:35 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Hera [Hera] [Canada] [Canada] [Aztecs] [Aztecs];>;TheViper [Byzantines] [Byzantines] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Aztecs;Byzantines;Aztecs;FALSE;;;;;;Kawasan;;
14/03/2023;17:20 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Byzantines] [Byzantines];>;Yo [Dravidians] [Dravidians] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Byzantines;Dravidians;Byzantines;FALSE;;;;;;Kawasan;;
14/03/2023;15:35 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Dravidians] [Dravidians];>;Villese [Lithuanians] [Lithuanians] [Finland] [Finland] [Villese];(G3) [Watch VOD] [Watch VOD];Dravidians;Lithuanians;Dravidians;FALSE;;;;;;Kawasan;;
13/03/2023;20:35 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Liereyy [Liereyy] [Austria] [Austria] [Byzantines] [Byzantines];<;Hera [Italians] [Italians] [Canada] [Canada] [Hera];(G5) [Watch VOD] [Watch VOD];Byzantines;Italians;Italians;FALSE;;;;;;Kawasan;;
13/03/2023;15:50 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Villese [Villese] [Finland] [Finland] [Italians] [Italians];<;Yo [Dravidians] [Dravidians] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Italians;Dravidians;Dravidians;FALSE;;;;;;Kawasan;;
13/03/2023;11:00 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Japanese] [Japanese];>;Vinchester [Malians] [Malians] [Russia] [Russia] [Vinchester];(G1) [Watch VOD] [Watch VOD];Japanese;Malians;Japanese;FALSE;;;;;;Kawasan;;
12/03/2023;19:15 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;TaToH [TaToH] [Spain] [Spain] [Italians] [Italians];<;Liereyy [Japanese] [Japanese] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Italians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
12/03/2023;17:10 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Villese [Villese] [Finland] [Finland] [Byzantines] [Byzantines];<;Hera [Japanese] [Japanese] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Byzantines;Japanese;Japanese;FALSE;;;;;;Kawasan;;
11/03/2023;11:00 UTC;[Age of Empires II];Nili's Apartment Cup 4 [Nili's Apartment Cup/4];Kawasan [Kawasan];1v1;Nicov [Nicov] [Argentina] [Argentina] [Dravidians] [Dravidians];<;Yo [Japanese] [Japanese] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Dravidians;Japanese;Japanese;FALSE;;;;;;Kawasan;;
02/03/2023;12:00 UTC;[Age of Empires II];Nili's Apartment Cup IV: Replacement Qualifier [Nili's Apartment Cup/4/Replacement Qualifier];Kawasan [Kawasan];1v1;Barles [Barles] [Poland] [Poland] [Persians] [Persians];<;DauT [Portuguese] [Portuguese] [Serbia] [Serbia] [DauT];(G3) [Watch VOD] [Watch VOD];Persians;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
02/03/2023;10:00 UTC;[Age of Empires II];Nili's Apartment Cup IV: Replacement Qualifier [Nili's Apartment Cup/4/Replacement Qualifier];Kawasan [Kawasan];1v1;Barles [Barles] [Poland] [Poland] [Byzantines] [Byzantines];<;Valas [Portuguese] [Portuguese] [Finland] [Finland] [Valas];(G3) [Watch VOD] [Watch VOD];Byzantines;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
26/02/2023;15:30 UTC;[Age of Empires II];Nili's Apartment Cup IV: Qualifier 2 [Nili's Apartment Cup/4/Qualifier/2];Kawasan [Kawasan];1v1;DauT [DauT] [Serbia] [Serbia] [Byzantines] [Byzantines];>;Nicov [Dravidians] [Dravidians] [Argentina] [Argentina] [Nicov];(G1) [Watch VOD] [Watch VOD];Byzantines;Dravidians;Byzantines;FALSE;;;;;;Kawasan;;
26/02/2023;12:00 UTC;[Age of Empires II];Nili's Apartment Cup IV: Qualifier 2 [Nili's Apartment Cup/4/Qualifier/2];Kawasan [Kawasan];1v1;Valas [Valas] [Finland] [Finland] [Japanese] [Japanese];<;Vinchester [Portuguese] [Portuguese] [Russia] [Russia] [Vinchester];(G6) [Watch VOD] [Watch VOD];Japanese;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
25/02/2023;15:50 UTC;[Age of Empires II];Nili's Apartment Cup IV: Qualifier 2 [Nili's Apartment Cup/4/Qualifier/2];Kawasan [Kawasan];1v1;miguel [Miguel] [Brazil] [Brazil] [Japanese] [Japanese];<;Vinchester [Portuguese] [Portuguese] [Russia] [Russia] [Vinchester];(G3) [Watch VOD] [Watch VOD];Japanese;Portuguese;Portuguese;FALSE;;;;;;Kawasan;;
19/02/2023;18:05 UTC;[Age of Empires II];Nili's Apartment Cup IV: Qualifier 1 [Nili's Apartment Cup/4/Qualifier/1];Kawasan [Kawasan];1v1;DauT [DauT] [Serbia] [Serbia] [Portuguese] [Portuguese];<;Villese [Byzantines] [Byzantines] [Finland] [Finland] [Villese];(G3) [Watch VOD] [Watch VOD];Portuguese;Byzantines;Byzantines;FALSE;;;;;;Kawasan;;
