Mapa;Mi_Civ;Civ_Rival;Partidas;Victorias;Win_Rate
Arabia;tatars;jurchens;140;81;0,5785714285714286
Arabia;tatars;khitans;497;206;0,41448692152917505
Arabia;tatars;khmer;1573;760;0,4831532104259377
Arabia;tatars;koreans;1014;458;0,4516765285996055
Arabia;tatars;lithuanians;1387;732;0,5277577505407354
Arabia;tatars;magyars;2159;1111;0,5145900880037054
Arabia;tatars;malay;1011;472;0,466864490603363
Arabia;tatars;malians;1343;627;0,46686522710349965
Arabia;tatars;mayans;1447;617;0,42639944713199723
Arabia;tatars;mongols;3729;1871;0,5017430946634487
Arabia;tatars;persians;1878;880;0,4685835995740149
Arabia;tatars;poles;1012;546;0,5395256916996047
Arabia;tatars;portuguese;1130;534;0,4725663716814159
Arabia;tatars;romans;744;342;0,4596774193548387
Arabia;tatars;saracens;1284;657;0,5116822429906542
Arabia;tatars;shu;341;126;0,36950146627565983
Arabia;tatars;sicilians;1019;531;0,521099116781158
Arabia;tatars;slavs;1054;532;0,5047438330170778
Arabia;tatars;spanish;1112;629;0,5656474820143885
Arabia;tatars;tatars;1310;655;0,5
Arabia;tatars;teutons;1160;610;0,5258620689655172
Arabia;tatars;turks;927;504;0,5436893203883495
Arabia;tatars;vietnamese;1458;723;0,49588477366255146
Arabia;tatars;vikings;1047;458;0,437440305635148
Arabia;tatars;wei;463;233;0,5032397408207343
Arabia;tatars;wu;340;142;0,4176470588235294
Arabia;teutons;armenians;802;419;0,5224438902743143
Arabia;teutons;aztecs;1003;576;0,5742771684945165
Arabia;teutons;bengalis;822;431;0,524330900243309
Arabia;teutons;berbers;1213;624;0,5144270403957131
Arabia;teutons;bohemians;886;468;0,5282167042889391
Arabia;teutons;britons;1139;580;0,5092186128182616
Arabia;teutons;bulgarians;1012;538;0,5316205533596838
Arabia;teutons;burgundians;919;527;0,573449401523395
Arabia;teutons;burmese;913;474;0,5191675794085433
Arabia;teutons;byzantines;1243;643;0,5172968624296058
Arabia;teutons;celts;947;506;0,5343189017951425
Arabia;teutons;chinese;1483;696;0,46931894807821983
Arabia;teutons;cumans;1023;506;0,4946236559139785
Arabia;teutons;dravidians;809;415;0,5129789864029666
Arabia;teutons;ethiopians;1457;673;0,46190803019903914
Arabia;teutons;franks;1759;927;0,527003979533826
Arabia;teutons;georgians;1175;561;0,4774468085106383
Arabia;teutons;goths;971;501;0,5159629248197735
Arabia;teutons;gurjaras;951;542;0,5699263932702419
Arabia;teutons;hindustanis;1620;759;0,4685185185185185
Arabia;teutons;huns;1422;625;0,43952180028129395
Arabia;teutons;incas;1087;541;0,49770009199632015
Arabia;teutons;italians;972;500;0,51440329218107
Arabia;teutons;japanese;1229;590;0,48006509357200977
Arabia;teutons;jurchens;155;85;0,5483870967741935
Arabia;teutons;khitans;431;182;0,4222737819025522
Arabia;teutons;khmer;1558;867;0,5564826700898587
Arabia;teutons;koreans;1000;501;0,501
Arabia;teutons;lithuanians;1469;779;0,5302927161334241
Arabia;teutons;magyars;2022;995;0,4920870425321464
Arabia;teutons;malay;960;460;0,4791666666666667
Arabia;teutons;malians;1253;652;0,5203511572226656
Arabia;teutons;mayans;1411;714;0,5060240963855421
Arabia;teutons;mongols;3283;1437;0,4377094121230582
Arabia;teutons;persians;1867;938;0,502410283877879
Arabia;teutons;poles;996;559;0,5612449799196787
Arabia;teutons;portuguese;1166;591;0,5068610634648371
Arabia;teutons;romans;755;389;0,5152317880794702
Arabia;teutons;saracens;1125;560;0,49777777777777776
Arabia;teutons;shu;344;142;0,4127906976744186
Arabia;teutons;sicilians;915;511;0,5584699453551912
Arabia;teutons;slavs;1060;603;0,5688679245283019
Arabia;teutons;spanish;1131;562;0,4969053934571176
Arabia;teutons;tatars;1160;550;0,47413793103448276
Arabia;teutons;teutons;1108;554;0,5
Arabia;teutons;turks;794;423;0,5327455919395466
Arabia;teutons;vietnamese;1447;713;0,49274360746371804
Arabia;teutons;vikings;1000;416;0,416
Arabia;teutons;wei;491;238;0,4847250509164969
Arabia;teutons;wu;342;166;0,4853801169590643
Arabia;turks;armenians;745;387;0,5194630872483221
Arabia;turks;aztecs;874;397;0,45423340961098396
Arabia;turks;bengalis;765;387;0,5058823529411764
Arabia;turks;berbers;973;420;0,4316546762589928
Arabia;turks;bohemians;770;396;0,5142857142857142
Arabia;turks;britons;945;443;0,4687830687830688
Arabia;turks;bulgarians;849;395;0,4652532391048292
Arabia;turks;burgundians;793;436;0,5498108448928121
Arabia;turks;burmese;791;375;0,4740834386852086
Arabia;turks;byzantines;954;426;0,44654088050314467
Arabia;turks;celts;838;388;0,4630071599045346
Arabia;turks;chinese;1142;525;0,45971978984238177
Arabia;turks;cumans;910;451;0,4956043956043956
Arabia;turks;dravidians;779;394;0,5057766367137355
Arabia;turks;ethiopians;1146;516;0,450261780104712
Arabia;turks;franks;1352;579;0,4282544378698225
Arabia;turks;georgians;838;382;0,45584725536992843
Arabia;turks;goths;874;428;0,4897025171624714
Arabia;turks;gurjaras;854;299;0,35011709601873536
Arabia;turks;hindustanis;1219;455;0,37325676784249384
Arabia;turks;huns;1141;470;0,4119193689745837
Arabia;turks;incas;822;357;0,4343065693430657
Arabia;turks;italians;787;403;0,5120711562897078
Arabia;turks;japanese;955;437;0,45759162303664924
Arabia;turks;jurchens;90;45;0,5
Arabia;turks;khitans;271;85;0,31365313653136534
Arabia;turks;khmer;1188;575;0,484006734006734
Arabia;turks;koreans;872;413;0,4736238532110092
Arabia;turks;lithuanians;1035;504;0,48695652173913045
Arabia;turks;magyars;1486;680;0,4576043068640646
Arabia;turks;malay;883;403;0,4563986409966025
Arabia;turks;malians;1002;415;0,41417165668662675
Arabia;turks;mayans;1092;475;0,434981684981685
Arabia;turks;mongols;2220;978;0,44054054054054054
Arabia;turks;persians;1328;529;0,3983433734939759
Arabia;turks;poles;824;410;0,4975728155339806
Arabia;turks;portuguese;941;472;0,5015940488841658
Arabia;turks;romans;566;247;0,4363957597173145
Arabia;turks;saracens;929;456;0,4908503767491927
Arabia;turks;shu;306;133;0,434640522875817
Arabia;turks;sicilians;759;368;0,48484848484848486
Arabia;turks;slavs;880;413;0,4693181818181818
Arabia;turks;spanish;943;459;0,4867444326617179
Arabia;turks;tatars;927;423;0,4563106796116505
Arabia;turks;teutons;794;371;0,4672544080604534
Arabia;turks;turks;618;309;0,5
Arabia;turks;vietnamese;1101;498;0,45231607629427795
Arabia;turks;vikings;885;354;0,4
Arabia;turks;wei;339;165;0,48672566371681414
Arabia;turks;wu;275;110;0,4
Arabia;vietnamese;armenians;1085;589;0,5428571428571428
Arabia;vietnamese;aztecs;1183;614;0,5190194420963652
Arabia;vietnamese;bengalis;1100;573;0,5209090909090909
Arabia;vietnamese;berbers;1709;813;0,4757167934464599
Arabia;vietnamese;bohemians;1039;575;0,5534167468719923
Arabia;vietnamese;britons;1629;874;0,536525475751995
Arabia;vietnamese;bulgarians;1375;692;0,5032727272727273
Arabia;vietnamese;burgundians;1245;660;0,5301204819277109
Arabia;vietnamese;burmese;1087;555;0,5105795768169273
Arabia;vietnamese;byzantines;1736;890;0,5126728110599078
Arabia;vietnamese;celts;1261;627;0,4972244250594766
Arabia;vietnamese;chinese;2226;1051;0,4721473495058401
Arabia;vietnamese;cumans;1401;713;0,5089221984296931
Arabia;vietnamese;dravidians;1036;561;0,5415057915057915
Arabia;vietnamese;ethiopians;1993;1093;0,5484194681384847
Arabia;vietnamese;franks;2622;1152;0,43935926773455375
Arabia;vietnamese;georgians;1506;710;0,4714475431606906
Arabia;vietnamese;goths;1274;612;0,4803767660910518
Arabia;vietnamese;gurjaras;1104;576;0,5217391304347826
Arabia;vietnamese;hindustanis;2380;1122;0,4714285714285714
Arabia;vietnamese;huns;2165;1018;0,47020785219399536
Arabia;vietnamese;incas;1297;624;0,4811102544333076
Arabia;vietnamese;italians;1134;612;0,5396825396825397
Arabia;vietnamese;japanese;1841;982;0,5334057577403585
Arabia;vietnamese;jurchens;234;125;0,5341880341880342
Arabia;vietnamese;khitans;802;346;0,4314214463840399
Arabia;vietnamese;khmer;2177;963;0,4423518603582912
Arabia;vietnamese;koreans;1213;602;0,4962901896125309
Arabia;vietnamese;lithuanians;1922;923;0,4802289281997919
Arabia;vietnamese;magyars;3222;1563;0,4851024208566108
Arabia;vietnamese;malay;1207;587;0,4863297431648716
Arabia;vietnamese;malians;1734;828;0,47750865051903113
Arabia;vietnamese;mayans;1980;961;0,48535353535353537
Arabia;vietnamese;mongols;5628;2637;0,4685501066098081
Arabia;vietnamese;persians;2728;1266;0,4640762463343108
Arabia;vietnamese;poles;1266;626;0,49447077409162715
Arabia;vietnamese;portuguese;1417;691;0,4876499647141849
Arabia;vietnamese;romans;994;403;0,40543259557344064
Arabia;vietnamese;saracens;1448;831;0,5738950276243094
Arabia;vietnamese;shu;616;299;0,48538961038961037
Arabia;vietnamese;sicilians;1170;603;0,5153846153846153
Arabia;vietnamese;slavs;1237;576;0,465642683912692
Arabia;vietnamese;spanish;1496;783;0,5233957219251337
Arabia;vietnamese;tatars;1458;735;0,5041152263374485
Arabia;vietnamese;teutons;1447;734;0,507256392536282
Arabia;vietnamese;turks;1101;603;0,547683923705722
Arabia;vietnamese;vietnamese;2650;1325;0,5
Arabia;vietnamese;vikings;1300;614;0,4723076923076923
Arabia;vietnamese;wei;807;394;0,4882280049566295
Arabia;vietnamese;wu;558;233;0,4175627240143369
Arabia;vikings;armenians;809;460;0,5686032138442522
Arabia;vikings;aztecs;1038;617;0,594412331406551
Arabia;vikings;bengalis;886;468;0,5282167042889391
Arabia;vikings;berbers;1093;588;0,5379688929551693
Arabia;vikings;bohemians;779;454;0,582798459563543
Arabia;vikings;britons;1190;648;0,5445378151260504
Arabia;vikings;bulgarians;1029;566;0,5500485908649174
Arabia;vikings;burgundians;886;505;0,5699774266365688
Arabia;vikings;burmese;861;511;0,5934959349593496
Arabia;vikings;byzantines;1161;604;0,5202411714039621
Arabia;vikings;celts;984;559;0,568089430894309
Arabia;vikings;chinese;1364;699;0,5124633431085044
Arabia;vikings;cumans;1063;570;0,5362182502351834
Arabia;vikings;dravidians;894;500;0,5592841163310962
Arabia;vikings;ethiopians;1322;679;0,5136157337367625
Arabia;vikings;franks;1646;860;0,5224787363304981
Arabia;vikings;georgians;1032;573;0,5552325581395349
Arabia;vikings;goths;1055;625;0,5924170616113744
Arabia;vikings;gurjaras;899;527;0,5862068965517241
Arabia;vikings;hindustanis;1484;828;0,5579514824797843
Arabia;vikings;huns;1379;669;0,4851341551849166
Arabia;vikings;incas;1025;574;0,56
Arabia;vikings;italians;931;523;0,5617615467239527
Arabia;vikings;japanese;1206;677;0,5613598673300166
Arabia;vikings;jurchens;141;97;0,6879432624113475
Arabia;vikings;khitans;460;193;0,41956521739130437
Arabia;vikings;khmer;1448;723;0,4993093922651934
Arabia;vikings;koreans;892;462;0,5179372197309418
Arabia;vikings;lithuanians;1223;691;0,5650040883074408
Arabia;vikings;magyars;1879;1004;0,5343267695582756
Arabia;vikings;malay;845;449;0,5313609467455621
Arabia;vikings;malians;1211;659;0,5441783649876135
Arabia;vikings;mayans;1292;674;0,521671826625387
Arabia;vikings;mongols;3135;1577;0,503030303030303
Arabia;vikings;persians;1661;842;0,5069235400361228
Arabia;vikings;poles;1008;593;0,5882936507936508
Arabia;vikings;portuguese;1012;509;0,5029644268774703
Arabia;vikings;romans;731;373;0,5102599179206566
Arabia;vikings;saracens;1076;646;0,6003717472118959
Arabia;vikings;shu;397;184;0,4634760705289673
Arabia;vikings;sicilians;965;545;0,5647668393782384
Arabia;vikings;slavs;1051;581;0,5528068506184586
Arabia;vikings;spanish;1076;611;0,5678438661710037
Arabia;vikings;tatars;1047;589;0,562559694364852
Arabia;vikings;teutons;1000;584;0,584
Arabia;vikings;turks;885;531;0,6
Arabia;vikings;vietnamese;1300;686;0,5276923076923077
Arabia;vikings;vikings;944;472;0,5
Arabia;vikings;wei;483;249;0,515527950310559
Arabia;vikings;wu;379;205;0,5408970976253298
Arabia;wei;armenians;455;237;0,5208791208791209
Arabia;wei;aztecs;466;233;0,5
Arabia;wei;bengalis;389;192;0,493573264781491
Arabia;wei;berbers;514;230;0,4474708171206226
Arabia;wei;bohemians;323;188;0,5820433436532507
Arabia;wei;britons;594;325;0,5471380471380471
Arabia;wei;bulgarians;510;220;0,43137254901960786
Arabia;wei;burgundians;469;233;0,4968017057569296
Arabia;wei;burmese;367;167;0,4550408719346049
Arabia;wei;byzantines;599;306;0,5108514190317195
Arabia;wei;celts;417;200;0,47961630695443647
Arabia;wei;chinese;869;437;0,5028768699654775
Arabia;wei;cumans;428;205;0,47897196261682246
Arabia;wei;dravidians;358;203;0,5670391061452514
Arabia;wei;ethiopians;634;324;0,5110410094637224
Arabia;wei;franks;767;365;0,4758800521512386
Arabia;wei;georgians;406;200;0,49261083743842365
Arabia;wei;goths;403;172;0,4267990074441687
Arabia;wei;gurjaras;375;168;0,448
Arabia;wei;hindustanis;801;346;0,43196004993757803
Arabia;wei;huns;720;346;0,48055555555555557
Arabia;wei;incas;413;205;0,4963680387409201
Arabia;wei;italians;431;180;0,4176334106728538
Arabia;wei;japanese;729;355;0,4869684499314129
Arabia;wei;jurchens;140;75;0,5357142857142857
Arabia;wei;khitans;519;167;0,3217726396917148
Arabia;wei;khmer;809;397;0,4907292954264524
Arabia;wei;koreans;424;180;0,42452830188679247
Arabia;wei;lithuanians;635;340;0,5354330708661418
Arabia;wei;magyars;1121;605;0,5396966993755575
Arabia;wei;malay;420;221;0,5261904761904762
Arabia;wei;malians;580;256;0,4413793103448276
Arabia;wei;mayans;615;276;0,44878048780487806
Arabia;wei;mongols;2236;1062;0,4749552772808587
Arabia;wei;persians;1040;508;0,48846153846153845
Arabia;wei;poles;439;239;0,5444191343963554
Arabia;wei;portuguese;500;281;0,562
Arabia;wei;romans;396;177;0,44696969696969696
Arabia;wei;saracens;478;230;0,4811715481171548
Arabia;wei;shu;463;225;0,48596112311015116
Arabia;wei;sicilians;371;192;0,5175202156334232
Arabia;wei;slavs;405;202;0,49876543209876545
Arabia;wei;spanish;541;280;0,5175600739371534
Arabia;wei;tatars;463;230;0,49676025917926564
Arabia;wei;teutons;491;253;0,515274949083503
Arabia;wei;turks;339;174;0,5132743362831859
Arabia;wei;vietnamese;807;413;0,5117719950433705
Arabia;wei;vikings;483;234;0,484472049689441
Arabia;wei;wei;1090;545;0,5
Arabia;wei;wu;369;178;0,4823848238482385
Arabia;wu;armenians;311;159;0,5112540192926045
Arabia;wu;aztecs;337;187;0,5548961424332344
Arabia;wu;bengalis;283;164;0,5795053003533569
Arabia;wu;berbers;405;245;0,6049382716049383
Arabia;wu;bohemians;255;135;0,5294117647058824
Arabia;wu;britons;403;258;0,6401985111662531
Arabia;wu;bulgarians;368;201;0,5461956521739131
Arabia;wu;burgundians;330;170;0,5151515151515151
Arabia;wu;burmese;289;148;0,5121107266435986
Arabia;wu;byzantines;426;263;0,6173708920187794
Arabia;wu;celts;328;161;0,49085365853658536
Arabia;wu;chinese;538;288;0,5353159851301115
Arabia;wu;cumans;355;218;0,6140845070422535
Arabia;wu;dravidians;240;139;0,5791666666666667
Arabia;wu;ethiopians;578;329;0,5692041522491349
Arabia;wu;franks;556;295;0,5305755395683454
Arabia;wu;georgians;286;158;0,5524475524475524
Arabia;wu;goths;344;178;0,5174418604651163
Arabia;wu;gurjaras;311;211;0,6784565916398714
Arabia;wu;hindustanis;556;334;0,6007194244604317
Arabia;wu;huns;519;285;0,5491329479768786
Arabia;wu;incas;329;178;0,541033434650456
Arabia;wu;italians;324;183;0,5648148148148148
Arabia;wu;japanese;530;258;0,4867924528301887
Arabia;wu;jurchens;178;102;0,5730337078651685
Arabia;wu;khitans;827;368;0,4449818621523579
Arabia;wu;khmer;558;301;0,5394265232974911
Arabia;wu;koreans;308;177;0,5746753246753247
Arabia;wu;lithuanians;499;263;0,5270541082164328
Arabia;wu;magyars;712;398;0,5589887640449438
Arabia;wu;malay;329;184;0,5592705167173252
Arabia;wu;malians;419;228;0,5441527446300716
Arabia;wu;mayans;465;277;0,5956989247311828
Arabia;wu;mongols;1458;687;0,4711934156378601
Arabia;wu;persians;703;346;0,492176386913229
Arabia;wu;poles;372;202;0,543010752688172
Arabia;wu;portuguese;354;174;0,4915254237288136
Arabia;wu;romans;261;97;0,3716475095785441
Arabia;wu;saracens;372;244;0,6559139784946236
Arabia;wu;shu;342;183;0,5350877192982456
Arabia;wu;sicilians;294;148;0,5034013605442177
Arabia;wu;slavs;318;162;0,5094339622641509
Arabia;wu;spanish;390;184;0,4717948717948718
Arabia;wu;tatars;340;198;0,5823529411764706
Arabia;wu;teutons;342;176;0,5146198830409356
Arabia;wu;turks;275;165;0,6
Arabia;wu;vietnamese;558;325;0,5824372759856631
Arabia;wu;vikings;379;174;0,45910290237467016
Arabia;wu;wei;369;191;0,5176151761517616
Arabia;wu;wu;546;273;0,5
Arena;armenians;armenians;286;143;0,5
Arena;armenians;aztecs;151;88;0,5827814569536424
Arena;armenians;bengalis;176;88;0,5
Arena;armenians;berbers;88;48;0,5454545454545454
Arena;armenians;bohemians;452;242;0,5353982300884956
Arena;armenians;britons;177;93;0,5254237288135594
Arena;armenians;bulgarians;131;77;0,5877862595419847
Arena;armenians;burgundians;436;229;0,5252293577981652
Arena;armenians;burmese;154;84;0,5454545454545454
Arena;armenians;byzantines;131;70;0,5343511450381679
Arena;armenians;celts;123;64;0,5203252032520326
Arena;armenians;chinese;89;46;0,5168539325842697
Arena;armenians;cumans;304;139;0,45723684210526316
Arena;armenians;dravidians;82;44;0,5365853658536586
Arena;armenians;ethiopians;150;83;0,5533333333333333
Arena;armenians;franks;102;54;0,5294117647058824
Arena;armenians;georgians;75;48;0,64
Arena;armenians;goths;84;66;0,7857142857142857
Arena;armenians;gurjaras;85;44;0,5176470588235295
Arena;armenians;hindustanis;138;82;0,5942028985507246
Arena;armenians;huns;92;57;0,6195652173913043
Arena;armenians;incas;83;49;0,5903614457831325
Arena;armenians;italians;231;152;0,658008658008658
Arena;armenians;japanese;106;55;0,5188679245283019
Arena;armenians;jurchens;17;10;0,5882352941176471
Arena;armenians;khitans;19;13;0,6842105263157895
Arena;armenians;khmer;268;140;0,5223880597014925
Arena;armenians;koreans;120;65;0,5416666666666666
Arena;armenians;lithuanians;128;73;0,5703125
Arena;armenians;magyars;101;60;0,594059405940594
Arena;armenians;malay;268;149;0,5559701492537313
Arena;armenians;malians;130;66;0,5076923076923077
Arena;armenians;mayans;82;54;0,6585365853658537
Arena;armenians;mongols;246;128;0,5203252032520326
Arena;armenians;persians;114;70;0,6140350877192983
Arena;armenians;poles;317;142;0,4479495268138801
Arena;armenians;portuguese;230;131;0,5695652173913044
Arena;armenians;romans;95;46;0,4842105263157895
Arena;armenians;saracens;137;74;0,5401459854014599
Arena;armenians;shu;40;23;0,575
Arena;armenians;sicilians;111;68;0,6126126126126126
Arena;armenians;slavs;97;52;0,5360824742268041
Arena;armenians;spanish;314;162;0,5159235668789809
Arena;armenians;tatars;73;44;0,6027397260273972
Arena;armenians;teutons;333;173;0,5195195195195195
Arena;armenians;turks;470;192;0,4085106382978723
Arena;armenians;vietnamese;131;69;0,5267175572519084
Arena;armenians;vikings;100;55;0,55
Arena;armenians;wei;63;37;0,5873015873015873
Arena;armenians;wu;39;26;0,6666666666666666
Arena;aztecs;armenians;151;63;0,41721854304635764
Arena;aztecs;aztecs;268;134;0,5
Arena;aztecs;bengalis;152;88;0,5789473684210527
Arena;aztecs;berbers;112;57;0,5089285714285714
Arena;aztecs;bohemians;435;218;0,5011494252873563
Arena;aztecs;britons;207;91;0,4396135265700483
Arena;aztecs;bulgarians;137;63;0,45985401459854014
Arena;aztecs;burgundians;355;169;0,476056338028169
Arena;aztecs;burmese;165;76;0,46060606060606063
Arena;aztecs;byzantines;144;84;0,5833333333333334
Arena;aztecs;celts;116;60;0,5172413793103449
Arena;aztecs;chinese;102;45;0,4411764705882353
Arena;aztecs;cumans;298;126;0,4228187919463087
Arena;aztecs;dravidians;118;63;0,5338983050847458
Arena;aztecs;ethiopians;125;65;0,52
Arena;aztecs;franks;116;64;0,5517241379310345
Arena;aztecs;georgians;98;63;0,6428571428571429
Arena;aztecs;goths;113;71;0,6283185840707964
Arena;aztecs;gurjaras;111;59;0,5315315315315315
Arena;aztecs;hindustanis;151;75;0,4966887417218543
Arena;aztecs;huns;116;52;0,4482758620689655
Arena;aztecs;incas;85;37;0,43529411764705883
Arena;aztecs;italians;217;117;0,5391705069124424
Arena;aztecs;japanese;106;50;0,4716981132075472
Arena;aztecs;jurchens;22;12;0,5454545454545454
Arena;aztecs;khitans;40;17;0,425
Arena;aztecs;khmer;281;147;0,5231316725978647
Arena;aztecs;koreans;146;84;0,5753424657534246
Arena;aztecs;lithuanians;162;93;0,5740740740740741
Arena;aztecs;magyars;113;61;0,5398230088495575
Arena;aztecs;malay;252;87;0,34523809523809523
Arena;aztecs;malians;166;73;0,4397590361445783
Arena;aztecs;mayans;95;57;0,6
Arena;aztecs;mongols;211;114;0,5402843601895735
Arena;aztecs;persians;143;83;0,5804195804195804
Arena;aztecs;poles;313;119;0,3801916932907348
Arena;aztecs;portuguese;265;144;0,5433962264150943
Arena;aztecs;romans;95;42;0,4421052631578947
Arena;aztecs;saracens;132;79;0,5984848484848485
Arena;aztecs;shu;46;24;0,5217391304347826
Arena;aztecs;sicilians;131;66;0,5038167938931297
Arena;aztecs;slavs;121;69;0,5702479338842975
Arena;aztecs;spanish;307;140;0,4560260586319218
Arena;aztecs;tatars;97;57;0,5876288659793815
Arena;aztecs;teutons;345;139;0,4028985507246377
Arena;aztecs;turks;459;206;0,44880174291938996
Arena;aztecs;vietnamese;130;69;0,5307692307692308
Arena;aztecs;vikings;106;58;0,5471698113207547
Arena;aztecs;wei;51;25;0,49019607843137253
Arena;aztecs;wu;38;26;0,6842105263157895
Arena;bengalis;armenians;176;88;0,5
Arena;bengalis;aztecs;152;64;0,42105263157894735
Arena;bengalis;bengalis;452;226;0,5
Arena;bengalis;berbers;104;63;0,6057692307692307
Arena;bengalis;bohemians;539;294;0,5454545454545454
Arena;bengalis;britons;254;143;0,562992125984252
Arena;bengalis;bulgarians;143;85;0,5944055944055944
Arena;bengalis;burgundians;442;214;0,4841628959276018
Arena;bengalis;burmese;166;87;0,5240963855421686
Arena;bengalis;byzantines;191;119;0,6230366492146597
Arena;bengalis;celts;156;87;0,5576923076923077
Arena;bengalis;chinese;118;70;0,5932203389830508
Arena;bengalis;cumans;347;180;0,5187319884726225
Arena;bengalis;dravidians;113;69;0,6106194690265486
Arena;bengalis;ethiopians;152;97;0,6381578947368421
Arena;bengalis;franks;119;72;0,6050420168067226
Arena;bengalis;georgians;97;65;0,6701030927835051
Arena;bengalis;goths;90;46;0,5111111111111111
Arena;bengalis;gurjaras;124;74;0,5967741935483871
Arena;bengalis;hindustanis;178;104;0,5842696629213483
Arena;bengalis;huns;113;67;0,5929203539823009
Arena;bengalis;incas;117;60;0,5128205128205128
Arena;bengalis;italians;244;132;0,5409836065573771
Arena;bengalis;japanese;111;69;0,6216216216216216
Arena;bengalis;jurchens;25;12;0,48
Arena;bengalis;khitans;35;15;0,42857142857142855
Arena;bengalis;khmer;308;162;0,525974025974026
Arena;bengalis;koreans;144;85;0,5902777777777778
Arena;bengalis;lithuanians;169;98;0,5798816568047337
Arena;bengalis;magyars;99;69;0,696969696969697
Arena;bengalis;malay;336;148;0,44047619047619047
Arena;bengalis;malians;178;96;0,5393258426966292
Arena;bengalis;mayans;92;63;0,6847826086956522
Arena;bengalis;mongols;297;179;0,6026936026936027
Arena;bengalis;persians;145;87;0,6
Arena;bengalis;poles;371;198;0,5336927223719676
Arena;bengalis;portuguese;265;158;0,5962264150943396
Arena;bengalis;romans;106;56;0,5283018867924528
Arena;bengalis;saracens;160;83;0,51875
Arena;bengalis;shu;53;32;0,6037735849056604
Arena;bengalis;sicilians;122;71;0,5819672131147541
Arena;bengalis;slavs;113;56;0,49557522123893805
Arena;bengalis;spanish;383;215;0,5613577023498695
Arena;bengalis;tatars;99;63;0,6363636363636364
Arena;bengalis;teutons;455;225;0,4945054945054945
Arena;bengalis;turks;537;289;0,5381750465549349
Arena;bengalis;vietnamese;142;75;0,528169014084507
Arena;bengalis;vikings;115;69;0,6
Arena;bengalis;wei;83;52;0,6265060240963856
Arena;bengalis;wu;39;24;0,6153846153846154
Arena;berbers;armenians;88;40;0,45454545454545453
Arena;berbers;aztecs;112;55;0,49107142857142855
Arena;berbers;bengalis;104;41;0,3942307692307692
Arena;berbers;berbers;96;48;0,5
Arena;berbers;bohemians;193;64;0,3316062176165803
Arena;berbers;britons;130;66;0,5076923076923077
Arena;berbers;bulgarians;99;45;0,45454545454545453
Arena;berbers;burgundians;156;69;0,4423076923076923
Arena;berbers;burmese;124;57;0,4596774193548387
Arena;berbers;byzantines;107;39;0,3644859813084112
Arena;berbers;celts;100;31;0,31
Arena;berbers;chinese;88;36;0,4090909090909091
Arena;berbers;cumans;170;59;0,34705882352941175
Arena;berbers;dravidians;93;44;0,4731182795698925
Arena;berbers;ethiopians;98;42;0,42857142857142855
Arena;berbers;franks;86;40;0,46511627906976744
Arena;berbers;georgians;68;35;0,5147058823529411
Arena;berbers;goths;95;40;0,42105263157894735
Arena;berbers;gurjaras;82;37;0,45121951219512196
Arena;berbers;hindustanis;120;47;0,39166666666666666
Arena;berbers;huns;98;43;0,4387755102040816
Arena;berbers;incas;78;25;0,32051282051282054
Arena;berbers;italians;126;42;0,3333333333333333
Arena;berbers;japanese;95;49;0,5157894736842106
Arena;berbers;jurchens;9;4;0,4444444444444444
Arena;berbers;khitans;10;4;0,4
Arena;berbers;khmer;127;55;0,4330708661417323
Arena;berbers;koreans;102;52;0,5098039215686274
Arena;berbers;lithuanians;109;52;0,47706422018348627
Arena;berbers;magyars;102;59;0,5784313725490197
Arena;berbers;malay;173;62;0,3583815028901734
Arena;berbers;malians;99;42;0,42424242424242425
Arena;berbers;mayans;85;44;0,5176470588235295
Arena;berbers;mongols;130;70;0,5384615384615384
Arena;berbers;persians;90;46;0,5111111111111111
Arena;berbers;poles;175;66;0,37714285714285717
Arena;berbers;portuguese;122;56;0,45901639344262296
Arena;berbers;romans;62;22;0,3548387096774194
Arena;berbers;saracens;87;46;0,5287356321839081
Arena;berbers;shu;15;6;0,4
Arena;berbers;sicilians;78;32;0,41025641025641024
Arena;berbers;slavs;91;39;0,42857142857142855
Arena;berbers;spanish;172;81;0,47093023255813954
Arena;berbers;tatars;83;54;0,6506024096385542
Arena;berbers;teutons;182;87;0,47802197802197804
Arena;berbers;turks;219;87;0,3972602739726027
Arena;berbers;vietnamese;109;56;0,5137614678899083
Arena;berbers;vikings;95;45;0,47368421052631576
Arena;berbers;wei;32;17;0,53125
Arena;berbers;wu;28;13;0,4642857142857143
Arena;bohemians;armenians;452;210;0,4646017699115044
Arena;bohemians;aztecs;435;217;0,49885057471264366
Arena;bohemians;bengalis;539;245;0,45454545454545453
Arena;bohemians;berbers;193;129;0,6683937823834197
Arena;bohemians;bohemians;2206;1103;0,5
Arena;bohemians;britons;660;353;0,5348484848484848
Arena;bohemians;bulgarians;311;167;0,5369774919614148
Arena;bohemians;burgundians;1371;678;0,49452954048140046
Arena;bohemians;burmese;426;206;0,4835680751173709
Arena;bohemians;byzantines;338;213;0,6301775147928994
Arena;bohemians;celts;325;173;0,5323076923076923
Arena;bohemians;chinese;205;124;0,6048780487804878
Arena;bohemians;cumans;1004;493;0,4910358565737052
Arena;bohemians;dravidians;222;130;0,5855855855855856
Arena;bohemians;ethiopians;371;226;0,6091644204851752
Arena;bohemians;franks;257;161;0,6264591439688716
Arena;bohemians;georgians;166;108;0,6506024096385542
