Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Arabia;Total matches;492
19/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vinchester [Vinchester] [Russia] [Russia] [Italians] [Italians];>;Liereyy [Japanese] [Japanese] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Italians;Japanese;Italians;FALSE;;;;;;;;
19/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vinchester [Vinchester] [Russia] [Russia] [Wei] [Wei];>;Liereyy [Vietnamese] [Vietnamese] [Austria] [Austria] [Liereyy];(G2) [Watch VOD] [Watch VOD];Wei;Vietnamese;Wei;FALSE;;;;;;;;
19/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vinchester [Vinchester] [Russia] [Russia] [Armenians] [Armenians];>;Liereyy [Malians] [Malians] [Austria] [Austria] [Liereyy];(G1) [Watch VOD] [Watch VOD];Armenians;Malians;Armenians;FALSE;;;;;;;;
19/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Malay] [Malay];<;TheViper [Portuguese] [Portuguese] [Norway] [Norway] [TheViper];(G7) [Watch VOD] [Watch VOD];Malay;Portuguese;Portuguese;FALSE;;;;;;;;
19/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Vikings] [Vikings];<;TheViper [Gurjaras] [Gurjaras] [Norway] [Norway] [TheViper];(G6) [Watch VOD] [Watch VOD];Vikings;Gurjaras;Gurjaras;FALSE;;;;;;;;
19/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Maya] [Maya];>;TheViper [Jurchens] [Jurchens] [Norway] [Norway] [TheViper];(G5) [Watch VOD] [Watch VOD];Maya;Jurchens;Maya;FALSE;;;;;;;;
19/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Koreans] [Koreans];>;TheViper [Tatars] [Tatars] [Norway] [Norway] [TheViper];(G4) [Watch VOD] [Watch VOD];Koreans;Tatars;Koreans;FALSE;;;;;;;;
19/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Jurchens] [Jurchens];<;TheViper [Bengalis] [Bengalis] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Jurchens;Bengalis;Bengalis;FALSE;;;;;;;;
19/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Wu] [Wu];<;TheViper [Georgians] [Georgians] [Norway] [Norway] [TheViper];(G2) [Watch VOD] [Watch VOD];Wu;Georgians;Georgians;FALSE;;;;;;;;
19/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Malians] [Malians];>;TheViper [Slavs] [Slavs] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Malians;Slavs;Malians;FALSE;;;;;;;;
18/12/2025;20:30 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Hearttt [Hearttt] [Peru] [Peru] [Chinese] [Chinese];<;Hera [Lithuanians] [Lithuanians] [Canada] [Canada] [Hera];(G4) [Watch VOD] [Watch VOD];Chinese;Lithuanians;Lithuanians;FALSE;;;;;;;;
18/12/2025;20:30 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Hearttt [Hearttt] [Peru] [Peru] [Wei] [Wei];<;Hera [Chinese] [Chinese] [Canada] [Canada] [Hera];(G3) [Watch VOD] [Watch VOD];Wei;Chinese;Chinese;FALSE;;;;;;;;
18/12/2025;20:30 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Hearttt [Hearttt] [Peru] [Peru] [Huns] [Huns];<;Hera [Vikings] [Vikings] [Canada] [Canada] [Hera];(G2) [Watch VOD] [Watch VOD];Huns;Vikings;Vikings;FALSE;;;;;;;;
18/12/2025;20:30 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Hearttt [Hearttt] [Peru] [Peru] [Gurjaras] [Gurjaras];<;Hera [Persians] [Persians] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Gurjaras;Persians;Persians;FALSE;;;;;;;;
18/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Georgians] [Georgians];<;Yo [Mongols] [Mongols] [China] [China] [Yo];(G7) [Watch VOD] [Watch VOD];Georgians;Mongols;Mongols;FALSE;;;;;;;;
18/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Huns] [Huns];<;Yo [Jurchens] [Jurchens] [China] [China] [Yo];(G6) [Watch VOD] [Watch VOD];Huns;Jurchens;Jurchens;FALSE;;;;;;;;
18/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Koreans] [Koreans];>;Yo [Vietnamese] [Vietnamese] [China] [China] [Yo];(G5) [Watch VOD] [Watch VOD];Koreans;Vietnamese;Koreans;FALSE;;;;;;;;
18/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Persians] [Persians];>;Yo [Burgundians] [Burgundians] [China] [China] [Yo];(G4) [Watch VOD] [Watch VOD];Persians;Burgundians;Persians;FALSE;;;;;;;;
18/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Byzantines] [Byzantines];>;Yo [Saracens] [Saracens] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Byzantines;Saracens;Byzantines;FALSE;;;;;;;;
18/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Tatars] [Tatars];<;Yo [Malay] [Malay] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Tatars;Malay;Malay;FALSE;;;;;;;;
18/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Vikings] [Vikings];<;Yo [Portuguese] [Portuguese] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Vikings;Portuguese;Portuguese;FALSE;;;;;;;;
17/12/2025;18:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Persians] [Persians];>;TaToH [Lithuanians] [Lithuanians] [Spain] [Spain] [TaToH];(G7) [Watch VOD] [Watch VOD];Persians;Lithuanians;Persians;FALSE;;;;;;;;
17/12/2025;18:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Vikings] [Vikings];<;TaToH [Persians] [Persians] [Spain] [Spain] [TaToH];(G6) [Watch VOD] [Watch VOD];Vikings;Persians;Persians;FALSE;;;;;;;;
17/12/2025;18:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Saracens] [Saracens];<;TaToH [Magyars] [Magyars] [Spain] [Spain] [TaToH];(G5) [Watch VOD] [Watch VOD];Saracens;Magyars;Magyars;FALSE;;;;;;;;
17/12/2025;18:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Byzantines] [Byzantines];>;TaToH [Tatars] [Tatars] [Spain] [Spain] [TaToH];(G4) [Watch VOD] [Watch VOD];Byzantines;Tatars;Byzantines;FALSE;;;;;;;;
17/12/2025;18:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Shu] [Shu];>;TaToH [Armenians] [Armenians] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Shu;Armenians;Shu;FALSE;;;;;;;;
17/12/2025;18:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Gurjaras] [Gurjaras];>;TaToH [Teutons] [Teutons] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Gurjaras;Teutons;Gurjaras;FALSE;;;;;;;;
17/12/2025;18:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sebastian [Sebastian] [Uruguay] [Uruguay] [Wu] [Wu];<;TaToH [Malians] [Malians] [Spain] [Spain] [TaToH];(G1) [Watch VOD] [Watch VOD];Wu;Malians;Malians;FALSE;;;;;;;;
17/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;DauT [DauT] [Serbia] [Serbia] [Khmer] [Khmer];<;Hearttt [Burgundians] [Burgundians] [Peru] [Peru] [Hearttt];(G4) [Watch VOD] [Watch VOD];Khmer;Burgundians;Burgundians;FALSE;;;;;;;;
17/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;DauT [DauT] [Serbia] [Serbia] [Khitans] [Khitans];<;Hearttt [Khitans] [Khitans] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Khitans;Khitans;Khitans;TRUE;;;;;;;;
17/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;DauT [DauT] [Serbia] [Serbia] [Bulgarians] [Bulgarians];<;Hearttt [Byzantines] [Byzantines] [Peru] [Peru] [Hearttt];(G2) [Watch VOD] [Watch VOD];Bulgarians;Byzantines;Byzantines;FALSE;;;;;;;;
17/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;DauT [DauT] [Serbia] [Serbia] [Malay] [Malay];<;Hearttt [Magyars] [Magyars] [Peru] [Peru] [Hearttt];(G1) [Watch VOD] [Watch VOD];Malay;Magyars;Magyars;FALSE;;;;;;;;
16/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Barles [Barles] [Poland] [Poland] [Lithuanians] [Lithuanians];<;Hera [Armenians] [Armenians] [Canada] [Canada] [Hera];(G5) [Watch VOD] [Watch VOD];Lithuanians;Armenians;Armenians;FALSE;;;;;;;;
16/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Barles [Barles] [Poland] [Poland] [Chinese] [Chinese];<;Hera [Romans] [Romans] [Canada] [Canada] [Hera];(G4) [Watch VOD] [Watch VOD];Chinese;Romans;Romans;FALSE;;;;;;;;
16/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Barles [Barles] [Poland] [Poland] [Wei] [Wei];<;Hera [Chinese] [Chinese] [Canada] [Canada] [Hera];(G3) [Watch VOD] [Watch VOD];Wei;Chinese;Chinese;FALSE;;;;;;;;
16/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Barles [Barles] [Poland] [Poland] [Japanese] [Japanese];<;Hera [Persians] [Persians] [Canada] [Canada] [Hera];(G2) [Watch VOD] [Watch VOD];Japanese;Persians;Persians;FALSE;;;;;;;;
16/12/2025;20:15 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Barles [Barles] [Poland] [Poland] [Burgundians] [Burgundians];>;Hera [Gurjaras] [Gurjaras] [Canada] [Canada] [Hera];(G1) [Watch VOD] [Watch VOD];Burgundians;Gurjaras;Burgundians;FALSE;;;;;;;;
16/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;MbL [MbL] [Norway] [Norway] [Shu] [Shu];<;ACCM [Lithuanians] [Lithuanians] [Vietnam] [Vietnam] [ACCM];(G7) [Watch VOD] [Watch VOD];Shu;Lithuanians;Lithuanians;FALSE;;;;;;;;
16/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;MbL [MbL] [Norway] [Norway] [Chinese] [Chinese];>;ACCM [Persians] [Persians] [Vietnam] [Vietnam] [ACCM];(G6) [Watch VOD] [Watch VOD];Chinese;Persians;Chinese;FALSE;;;;;;;;
16/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;MbL [MbL] [Norway] [Norway] [Japanese] [Japanese];<;ACCM [Georgians] [Georgians] [Vietnam] [Vietnam] [ACCM];(G5) [Watch VOD] [Watch VOD];Japanese;Georgians;Georgians;FALSE;;;;;;;;
16/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;MbL [MbL] [Norway] [Norway] [Malians] [Malians];>;ACCM [Wu] [Wu] [Vietnam] [Vietnam] [ACCM];(G4) [Watch VOD] [Watch VOD];Malians;Wu;Malians;FALSE;;;;;;;;
16/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;MbL [MbL] [Norway] [Norway] [Vikings] [Vikings];<;ACCM [Berbers] [Berbers] [Vietnam] [Vietnam] [ACCM];(G3) [Watch VOD] [Watch VOD];Vikings;Berbers;Berbers;FALSE;;;;;;;;
16/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;MbL [MbL] [Norway] [Norway] [Byzantines] [Byzantines];<;ACCM [Koreans] [Koreans] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Byzantines;Koreans;Koreans;FALSE;;;;;;;;
16/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;MbL [MbL] [Norway] [Norway] [Vietnamese] [Vietnamese];>;ACCM [Romans] [Romans] [Vietnam] [Vietnam] [ACCM];(G1) [Watch VOD] [Watch VOD];Vietnamese;Romans;Vietnamese;FALSE;;;;;;;;
14/12/2025;18:40 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Lucho [Lucho] [Argentina] [Argentina] [Malay] [Malay];<;Liereyy [Persians] [Persians] [Austria] [Austria] [Liereyy];(G5) [Watch VOD] [Watch VOD];Malay;Persians;Persians;FALSE;;;;;;;;
14/12/2025;18:40 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Lucho [Lucho] [Argentina] [Argentina] [Gurjaras] [Gurjaras];<;Liereyy [Byzantines] [Byzantines] [Austria] [Austria] [Liereyy];(G4) [Watch VOD] [Watch VOD];Gurjaras;Byzantines;Byzantines;FALSE;;;;;;;;
14/12/2025;18:40 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Lucho [Lucho] [Argentina] [Argentina] [Lithuanians] [Lithuanians];<;Liereyy [Portuguese] [Portuguese] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Lithuanians;Portuguese;Portuguese;FALSE;;;;;;;;
14/12/2025;18:40 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Lucho [Lucho] [Argentina] [Argentina] [Vietnamese] [Vietnamese];<;Liereyy [Vikings] [Vikings] [Austria] [Austria] [Liereyy];(G2) [Watch VOD] [Watch VOD];Vietnamese;Vikings;Vikings;FALSE;;;;;;;;
14/12/2025;18:40 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Lucho [Lucho] [Argentina] [Argentina] [Malians] [Malians];>;Liereyy [Burgundians] [Burgundians] [Austria] [Austria] [Liereyy];(G1) [Watch VOD] [Watch VOD];Malians;Burgundians;Malians;FALSE;;;;;;;;
14/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dark [Dark] [Russia] [Russia] [Shu] [Shu];<;Vinchester [Armenians] [Armenians] [Russia] [Russia] [Vinchester];(G5) [Watch VOD] [Watch VOD];Shu;Armenians;Armenians;FALSE;;;;;;;;
14/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dark [Dark] [Russia] [Russia] [Portuguese] [Portuguese];<;Vinchester [Italians] [Italians] [Russia] [Russia] [Vinchester];(G4) [Watch VOD] [Watch VOD];Portuguese;Italians;Italians;FALSE;;;;;;;;
14/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dark [Dark] [Russia] [Russia] [Bengalis] [Bengalis];>;Vinchester [Maya] [Maya] [Russia] [Russia] [Vinchester];(G3) [Watch VOD] [Watch VOD];Bengalis;Maya;Bengalis;FALSE;;;;;;;;
14/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dark [Dark] [Russia] [Russia] [Japanese] [Japanese];<;Vinchester [Malians] [Malians] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Japanese;Malians;Malians;FALSE;;;;;;;;
14/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dark [Dark] [Russia] [Russia] [Vikings] [Vikings];<;Vinchester [Romans] [Romans] [Russia] [Russia] [Vinchester];(G1) [Watch VOD] [Watch VOD];Vikings;Romans;Romans;FALSE;;;;;;;;
13/12/2025;18:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sitaux [Sitaux] [France] [France] [Lithuanians] [Lithuanians];<;TheViper [Koreans] [Koreans] [Norway] [Norway] [TheViper];(G5) [Watch VOD] [Watch VOD];Lithuanians;Koreans;Koreans;FALSE;;;;;;;;
13/12/2025;18:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sitaux [Sitaux] [France] [France] [Portuguese] [Portuguese];<;TheViper [Bengalis] [Bengalis] [Norway] [Norway] [TheViper];(G4) [Watch VOD] [Watch VOD];Portuguese;Bengalis;Bengalis;FALSE;;;;;;;;
13/12/2025;18:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sitaux [Sitaux] [France] [France] [Chinese] [Chinese];<;TheViper [Chinese] [Chinese] [Norway] [Norway] [TheViper];(G3) [Watch VOD] [Watch VOD];Chinese;Chinese;Chinese;TRUE;;;;;;;;
13/12/2025;18:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sitaux [Sitaux] [France] [France] [Persians] [Persians];>;TheViper [Vietnamese] [Vietnamese] [Norway] [Norway] [TheViper];(G2) [Watch VOD] [Watch VOD];Persians;Vietnamese;Persians;FALSE;;;;;;;;
13/12/2025;18:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Sitaux [Sitaux] [France] [France] [Romans] [Romans];<;TheViper [Malay] [Malay] [Norway] [Norway] [TheViper];(G1) [Watch VOD] [Watch VOD];Romans;Malay;Malay;FALSE;;;;;;;;
13/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Nicov [Nicov] [Argentina] [Argentina] [Wu] [Wu];<;Yo [Vietnamese] [Vietnamese] [China] [China] [Yo];(G4) [Watch VOD] [Watch VOD];Wu;Vietnamese;Vietnamese;FALSE;;;;;;;;
13/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Nicov [Nicov] [Argentina] [Argentina] [Lithuanians] [Lithuanians];<;Yo [Khitans] [Khitans] [China] [China] [Yo];(G3) [Watch VOD] [Watch VOD];Lithuanians;Khitans;Khitans;FALSE;;;;;;;;
13/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Nicov [Nicov] [Argentina] [Argentina] [Inca] [Inca];<;Yo [Georgians] [Georgians] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Inca;Georgians;Georgians;FALSE;;;;;;;;
13/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Nicov [Nicov] [Argentina] [Argentina] [Armenians] [Armenians];<;Yo [Romans] [Romans] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Armenians;Romans;Romans;FALSE;;;;;;;;
12/12/2025;20:25 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Running [Running] [Germany] [Germany] [Magyars] [Magyars];<;Dark [Maya] [Maya] [Russia] [Russia] [Dark];(G3) [Watch VOD] [Watch VOD];Magyars;Maya;Maya;FALSE;;;;;;;;
12/12/2025;20:25 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Running [Running] [Germany] [Germany] [Hindustanis] [Hindustanis];<;Dark [Saracens] [Saracens] [Russia] [Russia] [Dark];(G2) [Watch VOD] [Watch VOD];Hindustanis;Saracens;Saracens;FALSE;;;;;;;;
12/12/2025;20:25 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Running [Running] [Germany] [Germany] [Japanese] [Japanese];<;Dark [Malians] [Malians] [Russia] [Russia] [Dark];(G1) [Watch VOD] [Watch VOD];Japanese;Malians;Malians;FALSE;;;;;;;;
12/12/2025;18:50 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dragonstar [The Dragonstar] [India] [India] [Khmer] [Khmer];<;Hearttt [Japanese] [Japanese] [Peru] [Peru] [Hearttt];(G4) [Watch VOD] [Watch VOD];Khmer;Japanese;Japanese;FALSE;;;;;;;;
12/12/2025;18:50 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dragonstar [The Dragonstar] [India] [India] [Portuguese] [Portuguese];>;Hearttt [Byzantines] [Byzantines] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Portuguese;Byzantines;Portuguese;FALSE;;;;;;;;
12/12/2025;18:50 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dragonstar [The Dragonstar] [India] [India] [Inca] [Inca];<;Hearttt [Persians] [Persians] [Peru] [Peru] [Hearttt];(G2) [Watch VOD] [Watch VOD];Inca;Persians;Persians;FALSE;;;;;;;;
12/12/2025;18:50 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Dragonstar [The Dragonstar] [India] [India] [Shu] [Shu];<;Hearttt [Gurjaras] [Gurjaras] [Peru] [Peru] [Hearttt];(G1) [Watch VOD] [Watch VOD];Shu;Gurjaras;Gurjaras;FALSE;;;;;;;;
12/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vivi [Vivi] [China] [China] [Italians] [Italians];<;DauT [Malians] [Malians] [Serbia] [Serbia] [DauT];(G5) [Watch VOD] [Watch VOD];Italians;Malians;Malians;FALSE;;;;;;;;
12/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vivi [Vivi] [China] [China] [Japanese] [Japanese];<;DauT [Jurchens] [Jurchens] [Serbia] [Serbia] [DauT];(G4) [Watch VOD] [Watch VOD];Japanese;Jurchens;Jurchens;FALSE;;;;;;;;
12/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vivi [Vivi] [China] [China] [Hindustanis] [Hindustanis];<;DauT [Vikings] [Vikings] [Serbia] [Serbia] [DauT];(G3) [Watch VOD] [Watch VOD];Hindustanis;Vikings;Vikings;FALSE;;;;;;;;
12/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vivi [Vivi] [China] [China] [Persians] [Persians];>;DauT [Georgians] [Georgians] [Serbia] [Serbia] [DauT];(G2) [Watch VOD] [Watch VOD];Persians;Georgians;Persians;FALSE;;;;;;;;
12/12/2025;16:00 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Vivi [Vivi] [China] [China] [Magyars] [Magyars];>;DauT [Inca] [Inca] [Serbia] [Serbia] [DauT];(G1) [Watch VOD] [Watch VOD];Magyars;Inca;Magyars;FALSE;;;;;;;;
11/12/2025;19:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Prisma09 [Prisma09] [Argentina] [Argentina] [Georgians] [Georgians];<;Vinchester [Vietnamese] [Vietnamese] [Russia] [Russia] [Vinchester];(G4) [Watch VOD] [Watch VOD];Georgians;Vietnamese;Vietnamese;FALSE;;;;;;;;
11/12/2025;19:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Prisma09 [Prisma09] [Argentina] [Argentina] [Khmer] [Khmer];<;Vinchester [Malians] [Malians] [Russia] [Russia] [Vinchester];(G3) [Watch VOD] [Watch VOD];Khmer;Malians;Malians;FALSE;;;;;;;;
11/12/2025;19:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Prisma09 [Prisma09] [Argentina] [Argentina] [Italians] [Italians];>;Vinchester [Jurchens] [Jurchens] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Italians;Jurchens;Italians;FALSE;;;;;;;;
11/12/2025;19:45 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Prisma09 [Prisma09] [Argentina] [Argentina] [Gurjaras] [Gurjaras];<;Vinchester [Byzantines] [Byzantines] [Russia] [Russia] [Vinchester];(G1) [Watch VOD] [Watch VOD];Gurjaras;Byzantines;Byzantines;FALSE;;;;;;;;
11/12/2025;17:35 UTC;[Age of Empires II];King of the Desert VI [King of the Desert/6];Arabia [Arabia];1v1;Lewis [Lewis] [United Kingdom] [United Kingdom] [Shu] [Shu];<;Hera [Ethiopians] [Ethiopians] [Canada] [Canada] [Hera];(G4) [Watch VOD] [Watch VOD];Shu;Ethiopians;Ethiopians;FALSE;;;;;;;;
